序号,代码,名称,最新价,涨跌幅,涨跌额,成交量(手),成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率(动态),市净率
4586,603822,嘉澳环保,31.13,-1.98,-0.63,1921,6012695.0,2.52,31.8,31.0,31.6,31.76,2.0,0.25,32.45,2.23
4587,001332,锡装股份,34.09,-1.98,-0.69,2634,9033621.92,2.24,34.83,34.05,34.78,34.78,1.71,0.98,18.1,1.72
4588,603090,宏盛股份,19.75,-1.99,-0.4,4937,9814890.0,2.33,20.15,19.68,20.15,20.15,2.0,0.49,25.59,3.63
4589,600992,贵绳股份,14.81,-1.99,-0.3,19205,28514940.0,1.85,15.0,14.72,14.98,15.11,1.98,0.78,151.02,2.45
4590,300708,聚灿光电,10.85,-1.99,-0.22,36009,39380165.6,2.44,11.1,10.83,11.05,11.07,1.99,0.95,145.18,2.63
4591,300817,双飞股份,15.28,-1.99,-0.31,11645,17880143.0,3.98,15.84,15.22,15.79,15.59,1.75,1.17,47.6,2.71
4592,688143,长盈通,31.05,-1.99,-0.63,3205,9919205.0,3.57,31.68,30.55,31.68,31.68,1.78,1.21,128.67,3.11
4593,600462,ST九有,1.97,-1.99,-0.04,16542,3267050.0,2.49,2.01,1.96,2.0,2.01,3.53,0.28,-44.52,42.36
4594,002063,远光软件,5.91,-1.99,-0.12,80585,47990623.65,1.82,6.01,5.9,6.01,6.03,2.25,0.46,62.73,3.55
4595,688252,天德钰,18.22,-1.99,-0.37,5094,9381901.0,5.27,19.18,18.2,18.58,18.59,1.77,0.46,79.91,3.98
4596,300846,首都在线,13.28,-1.99,-0.27,48358,64742470.0,2.73,13.61,13.24,13.61,13.55,1.27,1.36,-30.31,5.52
4597,000707,双环科技,7.37,-1.99,-0.15,26363,19577610.0,2.39,7.55,7.37,7.52,7.52,2.73,0.57,5.74,1.94
4598,600422,昆药集团,18.17,-2.0,-0.37,36398,66986226.0,3.34,18.73,18.11,18.58,18.54,0.99,0.48,30.83,2.77
4599,603191,望变电气,15.22,-2.0,-0.31,14774,22611136.0,2.0,15.53,15.22,15.53,15.53,1.83,0.8,16.46,2.15
4600,301299,卓创资讯,61.35,-2.0,-1.25,5404,33420600.89,3.05,62.91,61.0,62.61,62.6,1.44,3.6,64.62,5.67
4601,603809,豪能股份,11.3,-1.99,-0.23,28027,31953365.0,2.95,11.63,11.29,11.47,11.53,1.06,0.71,24.9,2.17
4602,603191,望变电气,15.22,-2.0,-0.31,14774,22611136.0,2.0,15.53,15.22,15.53,15.53,1.83,0.8,16.46,2.15
4603,301299,卓创资讯,61.35,-2.0,-1.25,5404,33420600.89,3.05,62.91,61.0,62.61,62.6,1.44,3.6,64.62,5.67
4604,300716,泉为科技,11.77,-2.0,-0.24,11404,13537868.0,3.08,12.07,11.7,12.04,12.01,1.51,0.71,-11.99,8.9
4605,000961,中南建设,1.47,-2.0,-0.03,345851,51293980.6,3.33,1.51,1.46,1.5,1.5,1.76,0.91,-3.52,0.43
4606,301319,唯特偶,54.36,-2.0,-1.11,1977,10802042.77,2.99,55.78,54.12,55.7,55.47,1.42,0.76,30.63,2.94
4607,000736,中交地产,11.25,-2.0,-0.23,53920,61204057.0,3.05,11.55,11.2,11.43,11.48,1.3,0.78,-6.88,2.88
4608,688588,凌志软件,12.22,-2.0,-0.25,11996,14758432.0,3.05,12.57,12.19,12.52,12.47,1.39,0.3,50.08,3.84
4609,300002,神州泰岳,9.77,-2.01,-0.2,240949,237630726.59,2.91,10.02,9.73,9.99,9.97,1.34,1.32,23.71,3.66
4610,300127,银河磁体,18.06,-2.01,-0.37,15687,28548841.0,2.98,18.58,18.03,18.46,18.43,2.06,0.68,28.24,4.25
4611,688267,中触媒,19.03,-2.01,-0.39,4929,9442619.0,3.35,19.66,19.01,19.42,19.42,2.59,0.62,42.75,1.27
4612,688095,福昕软件,75.13,-2.01,-1.54,4721,35817241.0,2.39,76.96,75.13,76.77,76.67,1.14,0.52,-72.42,2.64
4613,301238,瑞泰新材,18.02,-2.01,-0.37,17485,31662081.0,2.83,18.49,17.97,18.38,18.39,2.56,0.82,23.56,1.89
4614,301131,聚赛龙,45.77,-2.01,-0.94,25597,116420479.85,4.39,46.63,44.58,45.6,46.71,2.18,11.09,55.54,2.77
4615,300556,丝路视觉,23.36,-2.01,-0.48,21506,50585837.0,3.02,23.96,23.24,23.96,23.84,2.01,2.1,-641.62,3.2
4616,600587,新华医疗,23.33,-2.02,-0.48,38998,91899118.0,3.32,24.09,23.3,24.0,23.81,1.64,0.88,11.87,1.54
4617,688600,皖仪科技,18.46,-2.02,-0.38,3683,6816689.0,2.34,18.82,18.38,18.76,18.84,1.79,0.27,114.14,2.84
4618,002268,电科网安,23.31,-2.02,-0.48,31479,73869049.0,2.31,23.79,23.24,23.77,23.79,2.19,0.37,639.14,3.79
4619,300047,天源迪科,8.73,-2.02,-0.18,238082,210925128.56,5.72,9.16,8.65,9.08,8.91,1.58,4.42,87.28,1.68
4620,300049,福瑞股份,39.75,-2.02,-0.82,74811,305911755.2,6.09,42.18,39.71,41.3,40.57,2.33,3.25,119.31,6.88
4621,300049,福瑞股份,39.75,-2.02,-0.82,74811,305911755.2,6.09,42.18,39.71,41.3,40.57,2.33,3.25,119.31,6.88
4622,688021,奥福环保,23.74,-2.02,-0.49,1819,4342040.0,2.15,24.15,23.63,23.9,24.23,1.69,0.24,49.12,1.94
4623,688219,会通股份,10.17,-2.02,-0.21,10342,10578161.0,2.79,10.4,10.11,10.36,10.38,2.22,0.32,35.85,2.74
4624,002250,联化科技,8.23,-2.02,-0.17,57688,47867578.0,3.1,8.45,8.19,8.41,8.4,2.7,0.63,154.51,1.1
4625,300768,迪普科技,15.0,-2.02,-0.31,10071,15206432.2,3.27,15.4,14.9,15.37,15.31,1.89,0.27,122.52,3.03
4626,300015,爱尔眼科,17.9,-2.03,-0.37,222968,401490095.14,2.19,18.26,17.86,18.26,18.27,1.32,0.28,48.76,9.56
4627,300592,华凯易佰,23.7,-2.03,-0.49,16331,38939804.0,3.18,24.37,23.6,24.37,24.19,1.54,1.04,16.48,3.35
4628,300473,德尔股份,18.36,-2.03,-0.38,44939,83003109.55,2.51,18.72,18.25,18.53,18.74,1.57,3.0,233.87,1.84
4629,300787,海能实业,17.85,-2.03,-0.37,8264,14794051.3,2.74,18.26,17.76,18.22,18.22,2.17,0.57,30.33,2.71
4630,300733,西菱动力,12.06,-2.03,-0.25,30349,36755483.4,2.52,12.31,12.0,12.24,12.31,1.55,1.35,-114.5,2.19
4631,603936,博敏电子,11.08,-2.03,-0.23,89026,99552239.0,3.36,11.41,11.03,11.32,11.31,1.31,1.4,49.05,1.35
4632,002141,贤丰控股,2.89,-2.03,-0.06,46798,13605972.0,3.05,2.97,2.88,2.95,2.95,1.41,0.41,-78.89,2.88
4633,605389,长龄液压,25.03,-2.04,-0.52,3044,7649715.0,2.82,25.65,24.93,25.57,25.55,1.86,0.89,32.71,1.75
4634,301285,鸿日达,15.4,-2.04,-0.32,21806,33695004.64,3.31,15.82,15.3,15.67,15.72,1.31,3.02,379.15,3.05
4635,002992,宝明科技,65.45,-2.04,-1.36,7172,47034530.0,1.93,66.49,65.2,66.45,66.81,0.97,0.92,-101.21,13.94
4636,688051,佳华科技,31.28,-2.04,-0.65,2558,8018799.0,3.41,32.16,31.07,32.16,31.93,1.34,0.33,-20.05,2.5
4637,301071,力量钻石,32.72,-2.04,-0.68,15902,52561180.2,2.99,33.62,32.62,33.3,33.4,2.03,1.21,24.72,1.63
4638,430425,乐创技术,12.01,-2.04,-0.25,169,204618.89,2.12,12.27,12.01,12.27,12.26,0.6,0.09,20.49,1.93
4639,601702,华峰铝业,16.3,-2.04,-0.34,15846,25886143.0,2.94,16.69,16.2,16.64,16.64,1.26,0.16,19.7,4.02
4640,688386,泛亚微透,38.74,-2.05,-0.81,3569,13926101.0,3.03,39.85,38.65,39.63,39.55,1.96,0.51,33.88,4.36
4641,002093,国脉科技,7.65,-2.05,-0.16,82994,63863752.0,2.56,7.84,7.64,7.81,7.81,1.52,0.82,69.89,2.14
4642,603219,富佳股份,11.95,-2.05,-0.25,8671,10432223.0,3.11,12.29,11.91,12.25,12.2,2.8,0.56,31.16,4.64
4643,603185,弘元绿能,39.67,-2.05,-0.83,17877,71048001.0,2.86,40.56,39.4,40.51,40.5,1.82,0.31,11.27,1.72
4644,002466,天齐锂业,56.86,-2.05,-1.19,117305,669295077.0,3.43,58.29,56.3,58.29,58.05,1.26,0.8,7.23,1.82
4645,002185,华天科技,9.07,-2.05,-0.19,76912,70000034.0,2.27,9.26,9.05,9.24,9.26,1.75,0.24,231.12,1.82
4646,603683,晶华新材,10.01,-2.05,-0.21,13911,14016710.0,2.54,10.26,10.0,10.25,10.22,1.79,0.65,89.11,1.87
4647,600379,宝光股份,9.53,-2.06,-0.2,10421,10012727.0,2.06,9.73,9.53,9.7,9.73,1.6,0.32,48.98,4.73
4648,600882,妙可蓝多,17.15,-2.06,-0.36,15963,27553266.0,2.51,17.54,17.1,17.54,17.51,1.43,0.31,154.23,1.96
4649,300656,民德电子,25.72,-2.06,-0.54,3888,10025241.7,2.06,26.19,25.65,26.18,26.26,1.55,0.31,162.28,3.81
4650,600366,宁波韵升,7.14,-2.06,-0.15,37691,27097015.0,2.33,7.29,7.12,7.29,7.29,2.65,0.36,-21.26,1.35
4651,002497,雅化集团,15.22,-2.06,-0.32,69979,107034932.0,3.02,15.63,15.16,15.5,15.54,1.75,0.66,9.23,1.54
4652,603233,大参林,23.77,-2.06,-0.5,20046,48240182.0,2.97,24.49,23.77,24.23,24.27,1.73,0.18,14.75,4.24
4653,603885,吉祥航空,13.3,-2.06,-0.28,46503,61963162.0,2.58,13.55,13.2,13.51,13.58,1.68,0.21,235.89,3.39
4654,603613,国联股份,35.15,-2.06,-0.74,54746,194131033.0,3.96,36.3,34.88,36.0,35.89,2.66,0.76,19.74,4.37
4655,002668,奥马电器,7.12,-2.06,-0.15,33910,24282062.0,2.34,7.27,7.1,7.27,7.27,1.61,0.31,9.63,6.41
4656,002459,晶澳科技,23.72,-2.06,-0.5,186292,445862959.54,4.29,24.55,23.51,24.03,24.22,2.14,0.56,8.16,2.42
4657,688261,东微半导,88.66,-2.07,-1.87,3358,29992474.0,3.7,91.84,88.49,90.53,90.53,1.12,0.57,41.76,2.95
4658,300747,锐科激光,25.12,-2.07,-0.53,19478,49106371.38,2.61,25.68,25.01,25.56,25.65,1.96,0.38,63.48,4.47
4659,300031,宝通科技,17.53,-2.07,-0.37,47609,84239820.97,2.79,17.98,17.48,17.9,17.9,1.58,1.38,29.66,2.03
4660,603516,淳中科技,16.09,-2.07,-0.34,11543,18640691.0,2.68,16.4,15.96,16.38,16.43,1.71,0.62,225.55,3.03
4661,603876,鼎胜新材,14.65,-2.07,-0.31,34810,51138139.0,2.81,14.98,14.56,14.9,14.96,1.97,0.4,18.5,2.08
4662,002266,浙富控股,3.77,-2.08,-0.08,77882,29606734.0,2.34,3.86,3.77,3.85,3.85,2.86,0.16,13.21,1.69
4663,001380,华纬科技,32.04,-2.08,-0.68,7930,25584591.76,3.55,33.05,31.89,33.05,32.72,2.11,2.51,32.2,2.93
4664,830799,艾融软件,7.53,-2.08,-0.16,2725,2065416.17,1.56,7.65,7.53,7.62,7.69,1.88,0.23,33.59,4.64
4665,300918,南山智尚,10.82,-2.08,-0.23,13803,15107920.0,3.08,11.15,10.81,11.15,11.05,1.5,1.27,25.21,2.13
4666,600388,龙净环保,14.58,-2.08,-0.31,26547,38755656.0,3.16,14.93,14.46,14.89,14.89,2.18,0.25,18.42,2.11
4667,300739,明阳电路,14.58,-2.08,-0.31,15819,23199717.0,2.69,14.93,14.53,14.79,14.89,2.25,0.54,36.39,2.43
4668,300977,深圳瑞捷,18.81,-2.08,-0.4,8482,16022840.5,2.71,19.3,18.78,19.27,19.21,1.43,2.19,51.79,2.05
4669,688114,华大智造,77.11,-2.08,-1.64,2811,21701161.0,2.86,78.73,76.48,78.72,78.75,0.44,0.13,-163.47,3.47
4670,688359,三孚新科,70.5,-2.08,-1.5,1447,10247269.0,2.43,72.15,70.4,71.08,72.0,0.76,0.29,-174.76,13.53
4671,300791,仙乐健康,24.91,-2.08,-0.53,4639,11690130.5,2.75,25.57,24.87,25.2,25.44,2.6,0.31,22.22,1.72
4672,301162,国能日新,59.2,-2.08,-1.26,14256,84212692.5,2.86,60.07,58.34,59.77,60.46,3.56,2.35,88.63,5.82
4673,603882,金域医学,60.58,-2.09,-1.29,6635,40413865.0,3.39,62.3,60.2,62.02,61.87,1.64,0.14,49.85,3.48
4674,300168,万达信息,9.39,-2.09,-0.2,71095,67395275.0,2.09,9.58,9.38,9.58,9.59,1.71,0.52,-69.91,4.33
4675,688066,航天宏图,45.98,-2.09,-0.98,17996,82381492.0,4.17,46.99,45.03,46.85,46.96,1.01,0.69,552.27,4.56
4676,603317,天味食品,12.66,-2.09,-0.27,26135,33175961.0,2.71,12.9,12.55,12.83,12.93,1.84,0.25,32.46,3.33
4677,301042,安联锐视,39.36,-2.09,-0.84,13586,54211202.0,4.73,41.2,39.3,39.75,40.2,2.13,3.21,33.15,2.44
4678,688176,亚虹医药-U,11.23,-2.09,-0.24,31327,35671377.0,3.31,11.58,11.2,11.48,11.47,1.6,1.12,-17.26,2.47
4679,603421,鼎信通讯,10.76,-2.09,-0.23,15106,16368263.0,2.46,11.0,10.73,10.9,10.99,2.12,0.23,97.79,2.09
4680,688008,澜起科技,51.89,-2.09,-1.11,37059,192376699.0,3.43,53.0,51.18,52.63,53.0,1.47,0.33,360.7,6.04
4681,688176,亚虹医药-U,11.23,-2.09,-0.24,31327,35671377.0,3.31,11.58,11.2,11.48,11.47,1.6,1.12,-17.26,2.47
4682,603421,鼎信通讯,10.76,-2.09,-0.23,15106,16368263.0,2.46,11.0,10.73,10.9,10.99,2.12,0.23,97.79,2.09
4683,688008,澜起科技,51.89,-2.09,-1.11,37059,192376699.0,3.43,53.0,51.18,52.63,53.0,1.47,0.33,360.7,6.04
4684,300069,金利华电,14.48,-2.1,-0.31,4132,6021729.0,3.04,14.9,14.45,14.79,14.79,1.64,0.35,-374.41,7.28
4685,688516,奥特维,137.73,-2.1,-2.95,2816,39100419.0,3.37,141.8,137.06,141.5,140.68,1.78,0.38,20.41,7.71
4686,600221,海航控股,1.4,-2.1,-0.03,356956,50542451.0,2.8,1.44,1.4,1.43,1.43,2.68,0.11,-18.8,58.88
4687,002137,实益达,6.53,-2.1,-0.14,42705,28068758.0,2.1,6.65,6.51,6.65,6.67,1.52,1.08,81.11,2.47
4688,688049,炬芯科技,32.16,-2.1,-0.69,6074,19609310.0,2.74,32.9,32.0,32.88,32.85,1.5,0.68,79.41,2.21
4689,688329,艾隆科技,24.7,-2.1,-0.53,2827,7046415.0,2.46,25.32,24.7,25.05,25.23,1.27,0.62,34.28,2.4
4690,002879,长缆科技,14.91,-2.1,-0.32,6413,9626228.61,2.56,15.28,14.89,15.24,15.23,1.71,0.48,55.63,1.69
4691,002455,百川股份,6.98,-2.1,-0.15,32685,22937133.16,2.24,7.13,6.97,7.1,7.13,1.82,0.66,-32.91,2.01
4692,688305,科德数控,72.58,-2.1,-1.56,2675,19445315.0,2.64,74.14,72.18,74.14,74.14,1.67,0.5,71.05,6.27
4693,300862,蓝盾光电,26.51,-2.1,-0.57,2709,7224399.0,2.51,27.08,26.4,26.9,27.08,1.18,0.21,154.72,1.77
4694,300490,华自科技,12.09,-2.11,-0.26,26786,32572610.0,2.35,12.34,12.05,12.28,12.35,1.32,0.69,710.62,1.6
4695,002459,晶澳科技,23.71,-2.11,-0.51,186310,445905654.54,4.29,24.55,23.51,24.03,24.22,2.14,0.56,8.16,2.41
4696,600212,绿能慧充,6.97,-2.11,-0.15,39965,28003879.0,2.81,7.15,6.95,7.09,7.12,0.79,0.78,644.54,8.0
4697,688608,恒玄科技,115.5,-2.11,-2.49,2975,34606855.0,3.09,119.02,115.37,118.11,117.99,1.12,0.37,140.74,2.3
4698,301023,江南奕帆,38.96,-2.11,-0.84,2060,8089558.96,2.71,39.96,38.88,39.8,39.8,1.51,0.86,40.02,2.77
4699,003026,中晶科技,36.61,-2.11,-0.79,4080,15048006.0,2.35,37.49,36.61,37.41,37.4,1.67,0.73,-149.69,5.17
4700,002895,川恒股份,17.14,-2.11,-0.37,15583,26778533.0,2.63,17.53,17.07,17.48,17.51,1.69,0.31,15.73,2.05
4701,831627,力王股份,5.98,-2.13,-0.13,4861,2923438.67,2.45,6.13,5.98,6.13,6.11,2.45,1.98,14.39,1.36
4702,300120,经纬辉开,7.36,-2.13,-0.16,36518,26992443.0,2.39,7.52,7.34,7.5,7.52,2.1,0.9,47.04,1.29
4703,688484,南芯科技,41.83,-2.13,-0.91,13116,54812991.0,3.42,42.74,41.28,42.74,42.74,1.58,2.22,88.02,5.1
4704,301065,本立科技,23.4,-2.13,-0.51,8588,20271622.66,2.43,23.98,23.4,23.92,23.91,1.89,1.88,40.59,1.96
4705,002577,雷柏科技,16.05,-2.13,-0.35,43502,70483568.44,3.48,16.58,16.01,16.48,16.4,0.83,1.54,110.32,3.96
4706,300766,每日互动,15.11,-2.14,-0.33,37786,57656613.0,3.5,15.6,15.06,15.35,15.44,1.22,1.04,380.53,3.57
4707,300827,上能电气,29.3,-2.14,-0.64,31428,92581687.74,2.47,29.94,29.2,29.58,29.94,1.86,1.21,38.8,6.82
4708,835179,凯德石英,17.38,-2.14,-0.38,297,516744.08,1.75,17.66,17.35,17.66,17.76,0.68,0.05,32.52,1.92
4709,603308,应流股份,13.68,-2.15,-0.3,22588,31086798.0,2.86,14.07,13.67,14.05,13.98,2.21,0.33,28.92,2.1
4710,600246,万通发展,4.56,-2.15,-0.1,49898,22914151.0,3.0,4.69,4.55,4.67,4.66,1.35,0.24,-48.55,1.58
4711,002610,爱康科技,2.28,-2.15,-0.05,296378,68014203.0,3.0,2.34,2.27,2.33,2.33,3.65,0.66,110.63,3.51
4712,301107,瑜欣电子,30.55,-2.15,-0.67,4008,12330561.0,3.72,31.61,30.45,31.36,31.22,1.97,1.92,28.99,2.49
4713,688663,新风光,27.35,-2.15,-0.6,9058,24907643.0,2.25,27.9,27.27,27.35,27.95,1.36,1.05,24.5,3.26
4714,688193,仁度生物,45.12,-2.15,-0.99,1007,4547098.0,4.66,46.9,44.75,46.16,46.11,2.84,0.34,-88.53,1.9
4715,603007,ST花王,4.1,-2.15,-0.09,13352,5508773.0,2.39,4.18,4.08,4.16,4.19,1.17,0.38,-15.68,5.14
4716,603118,共进股份,11.84,-2.15,-0.26,136610,162039609.0,2.4,12.03,11.74,12.01,12.1,1.25,1.74,23.18,1.76
4717,300496,中科创达,76.0,-2.15,-1.67,24124,184676210.78,2.68,77.88,75.8,77.57,77.67,1.73,0.66,44.99,3.72
4718,688396,华润微,52.78,-2.15,-1.16,11971,63634494.0,2.93,54.16,52.58,53.83,53.94,2.32,0.09,44.78,3.38
4719,002712,思美传媒,5.46,-2.15,-0.12,34751,19133742.2,2.15,5.58,5.46,5.57,5.58,1.52,0.64,147.55,1.9
4720,603051,鹿山新材,32.29,-2.15,-0.71,6402,20786947.0,2.94,33.2,32.23,33.18,33.0,2.22,1.31,-22.47,2.43
4721,688396,华润微,52.78,-2.15,-1.16,11971,63634494.0,2.93,54.16,52.58,53.83,53.94,2.32,0.09,44.78,3.38
4722,002712,思美传媒,5.46,-2.15,-0.12,34751,19133742.2,2.15,5.58,5.46,5.57,5.58,1.52,0.64,147.55,1.9
4723,603051,鹿山新材,32.29,-2.15,-0.71,6402,20786947.0,2.94,33.2,32.23,33.18,33.0,2.22,1.31,-22.47,2.43
4724,688128,中国电研,20.01,-2.15,-0.44,8804,17655187.0,2.79,20.45,19.88,20.45,20.45,2.56,0.22,21.87,3.0
4725,600288,大恒科技,10.0,-2.15,-0.22,21143,21345631.0,2.64,10.27,10.0,10.22,10.22,1.46,0.48,688.31,2.39
4726,600241,时代万恒,7.27,-2.15,-0.16,9664,7065878.0,2.56,7.4,7.21,7.4,7.43,3.28,0.33,41.84,1.95
4727,830832,齐鲁华信,3.18,-2.15,-0.07,2496,804272.51,3.69,3.29,3.17,3.29,3.25,2.19,0.2,35.12,0.57
4728,688776,国光电气,87.66,-2.15,-1.93,9830,87798253.0,9.33,93.98,85.62,90.98,89.59,3.01,2.85,99.82,5.3
4729,688255,凯尔达,26.34,-2.15,-0.58,3528,9315056.0,3.16,27.03,26.18,27.01,26.92,1.74,0.51,126.75,2.61
4730,300403,汉宇集团,7.72,-2.15,-0.17,67430,52165508.77,2.79,7.89,7.67,7.87,7.89,1.44,1.66,20.01,2.58
4731,002288,超华科技,4.54,-2.16,-0.1,46374,21239817.0,2.8,4.66,4.53,4.64,4.64,1.7,0.58,229.19,3.14
4732,000838,财信发展,3.17,-2.16,-0.07,59998,19174343.0,2.78,3.26,3.17,3.24,3.24,1.74,0.57,-33.42,3.81
4733,600584,长电科技,29.88,-2.16,-0.66,99130,296738294.0,2.85,30.49,29.62,30.45,30.54,1.83,0.55,53.92,2.11
4734,688403,汇成股份,9.95,-2.16,-0.22,24220,24229837.0,2.16,10.16,9.94,10.15,10.17,1.76,0.57,50.62,2.77
4735,688696,极米科技,120.3,-2.16,-2.66,1111,13460922.0,2.96,123.76,120.12,123.21,122.96,1.82,0.24,45.41,2.7
4736,000537,广宇发展,10.84,-2.17,-0.24,28678,31339621.0,2.8,11.13,10.82,11.08,11.08,2.5,0.15,18.74,1.18
4737,688599,天合光能,28.89,-2.17,-0.64,66547,192010714.0,2.17,29.23,28.59,29.1,29.53,1.95,0.31,8.87,2.14
4738,600171,上海贝岭,15.79,-2.17,-0.35,29921,47539801.0,2.42,16.16,15.77,16.16,16.14,1.47,0.42,-88.78,2.76
4739,300500,启迪设计,14.88,-2.17,-0.33,11963,17920253.0,3.68,15.41,14.85,15.31,15.21,2.24,0.73,30.65,1.63
4740,688611,杭州柯林,32.01,-2.17,-0.71,981,3158941.0,2.17,32.67,31.96,32.58,32.72,1.47,0.5,60.5,3.06
4741,688668,鼎通科技,54.89,-2.17,-1.22,25165,138355470.0,5.08,56.55,53.7,55.6,56.11,1.46,5.4,60.25,3.17
4742,002180,纳思达,26.08,-2.18,-0.58,23430,61394986.84,2.7,26.72,26.0,26.72,26.66,1.38,0.18,52.61,2.28
4743,301087,可孚医疗,38.21,-2.18,-0.85,5378,20773823.3,2.76,39.29,38.21,39.06,39.06,2.08,0.61,20.02,1.64
4744,603396,金辰股份,49.43,-2.18,-1.1,7171,35699427.0,3.15,50.89,49.3,50.53,50.53,2.2,0.62,57.57,3.85
4745,002373,千方科技,11.68,-2.18,-0.26,55951,65784124.7,2.51,11.98,11.68,11.88,11.94,1.51,0.41,32.37,1.5
4746,300752,隆利科技,17.05,-2.18,-0.38,20378,34903364.0,2.93,17.5,16.99,17.44,17.43,1.3,1.49,-166.26,3.69
4747,000716,黑芝麻,6.28,-2.18,-0.14,93601,58928371.0,2.8,6.41,6.23,6.41,6.42,2.5,1.34,134.31,1.87
4748,300422,博世科,5.83,-2.18,-0.13,29163,17182513.71,2.18,5.96,5.83,5.96,5.96,3.0,0.75,410.58,1.36
4749,000721,西安饮食,11.2,-2.18,-0.25,84660,95505136.88,1.83,11.41,11.2,11.4,11.45,1.43,1.94,-69.8,12.99
4750,300252,金信诺,10.3,-2.18,-0.23,353752,365865152.0,3.51,10.56,10.19,10.34,10.53,2.71,6.63,112.91,2.79
4751,300710,万隆光电,23.72,-2.19,-0.53,4420,10528322.0,2.23,24.22,23.68,24.21,24.25,1.48,0.5,-141.86,3.68
4752,688779,长远锂科,8.5,-2.19,-0.19,39457,33700032.0,2.88,8.71,8.46,8.69,8.69,1.71,0.38,127.1,2.21
4753,301051,信濠光电,57.69,-2.19,-1.29,7066,40969423.55,3.26,59.49,57.57,59.49,58.98,1.98,1.14,325.42,2.66
4754,002181,粤 传 媒,4.47,-2.19,-0.1,38401,17380701.99,2.19,4.57,4.47,4.56,4.57,2.33,0.34,387.73,1.16
4755,002802,洪汇新材,12.96,-2.19,-0.29,14554,18997124.5,3.17,13.35,12.93,13.25,13.25,0.95,0.8,44.88,3.69
4756,300142,沃森生物,24.12,-2.19,-0.54,82014,199441641.49,3.16,24.78,24.0,24.7,24.66,1.52,0.52,42.58,4.1
4757,002374,中锐股份,3.57,-2.19,-0.08,51459,18455074.0,2.74,3.65,3.55,3.65,3.65,2.92,0.47,-72.72,2.93
4758,600785,新华百货,13.83,-2.19,-0.31,10811,15070618.0,2.83,14.2,13.8,14.1,14.14,2.09,0.48,15.34,1.47
4759,688571,杭华股份,6.69,-2.19,-0.15,8093,5457279.0,3.22,6.89,6.67,6.89,6.84,1.65,0.33,34.44,2.0
4760,300375,鹏翎股份,4.46,-2.19,-0.1,232330,104273856.0,3.95,4.61,4.43,4.61,4.56,2.06,4.6,132.19,1.52
4761,600754,锦江酒店,32.98,-2.19,-0.74,30410,100875548.0,2.28,33.7,32.93,33.7,33.72,1.17,0.33,33.73,2.15
4762,301330,熵基科技,32.46,-2.2,-0.73,7383,24144064.91,2.89,33.37,32.41,33.37,33.19,1.66,1.14,35.3,2.0
4763,688347,华虹公司,45.78,-2.2,-1.03,25774,119196069.0,3.2,47.2,45.7,47.04,46.81,2.12,2.48,24.73,1.86
4764,002308,威创股份,5.33,-2.2,-0.12,222295,119094004.52,3.12,5.46,5.29,5.45,5.45,1.54,2.47,83.22,2.4
4765,002125,湘潭电化,10.66,-2.2,-0.24,32542,34868041.0,2.94,10.93,10.61,10.88,10.9,2.46,0.52,22.71,2.52
4766,301046,能辉科技,25.76,-2.2,-0.58,6276,16318503.0,2.62,26.44,25.75,26.39,26.34,2.6,1.06,330.6,4.97
4767,301280,珠城科技,35.53,-2.2,-0.8,4020,14397973.5,2.39,36.33,35.46,36.02,36.33,1.11,1.71,23.22,2.09
4768,600228,返利科技,7.55,-2.2,-0.17,22243,16967313.0,2.85,7.77,7.55,7.72,7.72,1.78,0.8,-190.58,4.12
4769,688290,景业智能,42.19,-2.2,-0.95,1391,5881355.0,3.22,43.23,41.84,43.15,43.14,1.7,0.29,205.41,3.5
4770,002182,宝武镁业,19.51,-2.21,-0.44,34657,67886862.4,3.11,20.05,19.43,19.8,19.95,2.83,0.62,56.95,2.72
4771,301272,英华特,59.38,-2.21,-1.34,4835,28666859.64,4.87,61.36,58.4,60.77,60.72,2.64,3.48,45.86,3.66
4772,301041,金百泽,28.75,-2.21,-0.65,32842,95644274.97,4.46,29.85,28.54,29.63,29.4,1.23,5.34,81.68,4.7
4773,002364,中恒电气,8.4,-2.21,-0.19,561635,482514874.37,8.73,9.0,8.25,8.78,8.59,12.07,10.06,217.33,2.11
4774,600410,华胜天成,6.63,-2.21,-0.15,100364,66963296.0,2.95,6.8,6.6,6.8,6.78,2.2,0.92,74.16,1.56
4775,688173,希荻微,16.35,-2.21,-0.37,10712,17653865.0,3.41,16.89,16.32,16.74,16.72,1.52,0.46,83.4,3.37
4776,300912,凯龙高科,18.1,-2.22,-0.41,9893,18098542.0,3.19,18.67,18.08,18.56,18.51,1.92,1.61,149.39,2.59
4777,603192,汇得科技,18.52,-2.22,-0.42,4800,8999674.0,4.54,19.35,18.49,19.35,18.94,3.13,0.35,41.53,1.82
4778,873305,九菱科技,10.14,-2.22,-0.23,565,574140.6,3.66,10.5,10.12,10.5,10.37,6.15,0.5,11.69,1.52
4779,300976,达瑞电子,50.16,-2.22,-1.14,9329,46945154.5,3.7,51.6,49.7,51.36,51.3,2.02,2.5,134.94,1.52
4780,300057,万顺新材,6.6,-2.22,-0.15,58163,38635956.03,3.11,6.78,6.57,6.77,6.75,1.95,0.79,96.27,1.09
