sender,datetime,message
友谊(wxid_46lwnapv592c22) ,2022/8/27 14:07,  收到[Fight]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/8/27 17:00,  [转发的网页]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/8/27 17:01,  @所有人?本周日晚间继续核酸大筛，具体另行通知。
102阿姨(wxid_68ejyv9j3i1g22) ,2022/8/28 11:32,images\[00136]2022-08-28 11-32-50
沈玉华502(wxid_4l2vbwjld1m212) ,2022/8/28 11:34,  收到[Fight]
周燕(wxid_6tseuu2cvcg622) ,2022/8/28 12:33,  收到，謝謝您。
102阿姨(wxid_68ejyv9j3i1g22) ,2022/8/28 13:55,"  @所有人
8月28日（今天）晚上暂定19:00时进行全小区全员核酸筛查，具体时间看采样人员到岗情况。
1、在采样时段实行“严格”封闭管理，采样结束后即解除封闭。今日做过核酸的人员可以不参加全员筛查，但请在楼组群内报备并将结果发在楼组群里。
2、明确不参加核酸筛查人员：混管阳性待复核者、抗原检测阳性待复核者、出院/出舱的人员。密接在居家隔离观察期间的人员。接种新冠疫苗48小时内的人员。
3、严格执行10合1混采，使用核酸码或身份证，请听到叫号再下楼。
4、严格遵守“2米线”间距、做好个人防护，做完核酸不要停留，不要随地吐痰！！！
谢谢！[Fight][Fight]"
周燕(wxid_6tseuu2cvcg622) ,2022/8/28 13:57,  收到，謝謝您。
102阿姨(wxid_68ejyv9j3i1g22) ,2022/8/28 16:12,  [转发的网页]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/8/28 16:12,images\[00137]2022-08-28 16-12-58
102阿姨(wxid_68ejyv9j3i1g22) ,2022/8/28 16:13,  @所有人?下周一、周三晚间继续核酸大筛，具体另行通知。
周燕(wxid_6tseuu2cvcg622) ,2022/8/28 16:16,  收到，谢谢您。
102阿姨(wxid_68ejyv9j3i1g22) ,2022/8/28 18:56,[点击播放语音]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/8/29 15:09,"  @所有人
8月29日（今天）晚上暂定19:00时进行全小区全员核酸筛查，具体时间看采样人员到岗情况。
1、在采样时段实行“严格”封闭管理，采样结束后即解除封闭。今日做过核酸的人员可以不参加全员筛查，但请在楼组群内报备并将结果发在楼组群里。
2、明确不参加核酸筛查人员：混管阳性待复核者、抗原检测阳性待复核者、出院/出舱的人员。密接在居家隔离观察期间的人员。接种新冠疫苗48小时内的人员。
3、严格执行10合1混采，使用核酸码或身份证，请听到叫号再下楼。
4、严格遵守“2米线”间距、做好个人防护，做完核酸不要停留，不要随地吐痰！！！
谢谢！[Fight][Fight]"
友谊(wxid_46lwnapv592c22) ,2022/8/29 15:37,  收到[Fight]
周燕(wxid_6tseuu2cvcg622) ,2022/8/29 16:39,  收到，谢谢您。
玲飞(wxid_1trk2srwkub521) ,2022/8/29 17:07,  好滴
102阿姨(wxid_68ejyv9j3i1g22) ,2022/8/29 18:57,[点击播放语音]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/8/31 14:46,"  @所有人
8月31日（今天）晚上暂定19:00时进行全小区全员核酸筛查，具体时间看采样人员到岗情况。
1、在采样时段实行“严格”封闭管理，采样结束后即解除封闭。今日做过核酸的人员可以不参加全员筛查，但请在楼组群内报备并将结果发在楼组群里。
2、明确不参加核酸筛查人员：混管阳性待复核者、抗原检测阳性待复核者、出院/出舱的人员。密接在居家隔离观察期间的人员。接种新冠疫苗48小时内的人员。
3、严格执行10合1混采，使用核酸码或身份证，请听到叫号再下楼。
4、严格遵守“2米线”间距、做好个人防护，做完核酸不要停留，不要随地吐痰！！！
谢谢！[Fight][Fight]"
玲飞(wxid_1trk2srwkub521) ,2022/8/31 14:47,  好滴
友谊(wxid_46lwnapv592c22) ,2022/8/31 15:03,  收到[Fight]
周燕(wxid_6tseuu2cvcg622) ,2022/8/31 17:04,  收到，谢谢您。
102阿姨(wxid_68ejyv9j3i1g22) ,2022/8/31 21:00,images\[00138]2022-08-31 21-00-13
102阿姨(wxid_68ejyv9j3i1g22) ,2022/9/1 20:01,  [转发的网页]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/9/1 20:01,  @所有人?本周日上午继续核酸大筛，具体另行通知。
英姿(wxid_azz5pbps4v3b22) ,2022/9/1 20:09,  收到[Fight]
友谊(wxid_46lwnapv592c22) ,2022/9/1 20:13,  收到[OK]
沈玉华502(wxid_4l2vbwjld1m212) ,2022/9/1 21:38,  收到[Fight]
周燕(wxid_6tseuu2cvcg622) ,2022/9/2 6:52,  收到，谢谢您
102阿姨(wxid_68ejyv9j3i1g22) ,2022/9/3 14:03,  @所有人???今天晚上常态化核酸暂停。??
友谊(wxid_46lwnapv592c22) ,2022/9/3 14:16,  [OK]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/9/3 16:42,"  @所有人
9月4日（明天）??早上暂定7:00时??进行全小区全员核酸筛查，具体时间看采样人员到岗情况。
1、在采样时段实行“严格”封闭管理，采样结束后即解除封闭。今日做过核酸的人员可以不参加全员筛查，但请在楼组群内报备并将结果发在楼组群里。
2、明确不参加核酸筛查人员：混管阳性待复核者、抗原检测阳性待复核者、出院/出舱的人员。密接在居家隔离观察期间的人员。接种新冠疫苗48小时内的人员。
3、严格执行10合1混采，使用核酸码或身份证，请听到叫号再下楼。
4、严格遵守“2米线”间距、做好个人防护，做完核酸不要停留，不要随地吐痰！！！
谢谢！[Fight][Fight]"
102阿姨(wxid_68ejyv9j3i1g22) ,2022/9/3 16:42,  @所有人???注意采样时间哦??
友谊(wxid_46lwnapv592c22) ,2022/9/3 16:56,  收到[Fight]
周燕(wxid_6tseuu2cvcg622) ,2022/9/3 17:03,  收到，谢谢您
102阿姨(wxid_68ejyv9j3i1g22) ,2022/9/4 7:01,[点击播放语音]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/9/5 19:09,"  @所有人?                                                                温馨提示

       据气象部门预测，今年11号台风“轩岚诺”来临,为了尽可能减少损失,防患于未然,温馨提醒大家,出门时关好门窗,注意人身安全。将阳台上易落的物品摆放至安全位置,并检查自家安装在户外的晒衣架、花架、遮阳棚、空调外机等构筑物是否牢固,并安善保管好自家财物。
谢谢您的配合!

"
玲飞(wxid_1trk2srwkub521) ,2022/9/5 19:10,  
友谊(wxid_46lwnapv592c22) ,2022/9/6 14:02,  @毛头?物业的报修电话有吗？
304(anyap22f) ,2022/9/6 14:04,images\[00139]2022-09-06 14-04-45
102阿姨(wxid_68ejyv9j3i1g22) ,2022/9/6 14:04,  65103284
友谊(wxid_46lwnapv592c22) ,2022/9/6 14:06,  @304?@毛头?谢谢二位[Rose][Fight]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/9/6 21:15,  [转发的网页]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/9/6 21:15,  @所有人?本周四、周日晚间继续核酸大筛，具体另行通知。
沈玉华502(wxid_4l2vbwjld1m212) ,2022/9/6 22:19,  收到[Fight]
友谊(wxid_46lwnapv592c22) ,2022/9/7 7:41,  收到
周燕(wxid_6tseuu2cvcg622) ,2022/9/7 14:03,  收到，谢谢你。
102阿姨(wxid_68ejyv9j3i1g22) ,2022/9/8 13:08,"  @所有人
9月8日（今天）晚上暂定19:00时进行全小区全员核酸筛查，具体时间看采样人员到岗情况。
1、在采样时段实行“严格”封闭管理，采样结束后即解除封闭。今日做过核酸的人员可以不参加全员筛查，但请在楼组群内报备并将结果发在楼组群里。
2、明确不参加核酸筛查人员：混管阳性待复核者、抗原检测阳性待复核者、出院/出舱的人员。密接在居家隔离观察期间的人员。接种新冠疫苗48小时内的人员。
3、严格执行10合1混采，使用核酸码或身份证，请听到叫号再下楼。
4、严格遵守“2米线”间距、做好个人防护，做完核酸不要停留，不要随地吐痰！！！
谢谢！[Fight][Fight]"
玲飞(wxid_1trk2srwkub521) ,2022/9/8 13:43,  收到
友谊(wxid_46lwnapv592c22) ,2022/9/8 13:58,  收到[Fight]
周燕(wxid_6tseuu2cvcg622) ,2022/9/8 14:01,  收到，谢谢您。
102阿姨(wxid_68ejyv9j3i1g22) ,2022/9/8 18:51,[点击播放语音]
政通路305弄1号楼组群(21444913089@chatroom) ,2022/9/8 18:56,  You invited 
政通路305弄1号楼组群 ,2022/9/8 18:56,"  Note: ""高六百-1128"" is not friends with anyone else in this group chat."
102阿姨(wxid_68ejyv9j3i1g22) ,2022/9/9 16:51,  [转发的网页]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/9/11 14:53,"  @所有人
9月11日（今天）晚上暂定19:00时进行全小区全员核酸筛查，具体时间看采样人员到岗情况。
1、在采样时段实行“严格”封闭管理，采样结束后即解除封闭。今日做过核酸的人员可以不参加全员筛查，但请在楼组群内报备并将结果发在楼组群里。
2、明确不参加核酸筛查人员：混管阳性待复核者、抗原检测阳性待复核者、出院/出舱的人员。密接在居家隔离观察期间的人员。接种新冠疫苗48小时内的人员。
3、严格执行10合1混采，使用核酸码或身份证，请听到叫号再下楼。
4、严格遵守“2米线”间距、做好个人防护，做完核酸不要停留，不要随地吐痰！！！
谢谢！[Fight][Fight]"
周燕(wxid_6tseuu2cvcg622) ,2022/9/11 14:58,  收到，谢谢您。
友谊(wxid_46lwnapv592c22) ,2022/9/11 15:04,  收到[Fight]
玲飞(wxid_1trk2srwkub521) ,2022/9/11 15:06,  好滴
雁雁_Kim(kimyan330) ,2022/9/11 19:47,  今天还做核酸吗？
友谊(wxid_46lwnapv592c22) ,2022/9/11 19:48,  做的
304(anyap22f) ,2022/9/11 19:49,  已经开始了
102阿姨(wxid_68ejyv9j3i1g22) ,2022/9/13 19:44,  @所有人???本周四晚间、周日上午??继续核酸大筛，具体另行通知。
102阿姨(wxid_68ejyv9j3i1g22) ,2022/9/13 19:44,  [转发的网页]
友谊(wxid_46lwnapv592c22) ,2022/9/13 19:46,  收到
102阿姨(wxid_68ejyv9j3i1g22) ,2022/9/15 14:24,"  @所有人
9月15日（今天）晚上暂定19:00时进行全小区全员核酸筛查，具体时间看采样人员到岗情况。
1、在采样时段实行“严格”封闭管理，采样结束后即解除封闭。今日做过核酸的人员可以不参加全员筛查，但请在楼组群内报备并将结果发在楼组群里。
2、明确不参加核酸筛查人员：混管阳性待复核者、抗原检测阳性待复核者、出院/出舱的人员。密接在居家隔离观察期间的人员。接种新冠疫苗48小时内的人员。
3、严格执行10合1混采，使用核酸码或身份证，请听到叫号再下楼。
4、严格遵守“2米线”间距、做好个人防护，做完核酸不要停留，不要随地吐痰！！！
谢谢！[Fight][Fight]"
周燕(wxid_6tseuu2cvcg622) ,2022/9/15 14:25,  收到，谢谢您。
友谊(wxid_46lwnapv592c22) ,2022/9/15 14:39,  收到[Fight]
沈玉华502(wxid_4l2vbwjld1m212) ,2022/9/15 15:25,  收到[Fight]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/9/15 18:55,[点击播放语音]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/9/17 11:22,  @所有人?今天晚上常态化核酸检测取消。
友谊(wxid_46lwnapv592c22) ,2022/9/17 11:25,  [OK]
周燕(wxid_6tseuu2cvcg622) ,2022/9/17 11:32,  收到，謝謝您。
陶陶(wxid_993wmwpzf2bd11) ,2022/9/17 17:53,"  @所有人
9月18日（明天）??早上暂定7:30时??进行全小区全员核酸筛查，具体时间看采样人员到岗情况。
1、在采样时段实行“严格”封闭管理，采样结束后即解除封闭。今日做过核酸的人员可以不参加全员筛查，但请在楼组群内报备并将结果发在楼组群里。
2、明确不参加核酸筛查人员：混管阳性待复核者、抗原检测阳性待复核者、出院/出舱的人员。密接在居家隔离观察期间的人员。接种新冠疫苗48小时内的人员。
3、严格执行10合1混采，使用核酸码或身份证，请听到叫号再下楼。
4、严格遵守“2米线”间距、做好个人防护，做完核酸不要停留，不要随地吐痰！！！
谢谢！[Fight][Fight]"
沈玉华502(wxid_4l2vbwjld1m212) ,2022/9/17 17:59,  收到[Fight]
周燕(wxid_6tseuu2cvcg622) ,2022/9/17 19:08,  收到，谢谢您。
友谊(wxid_46lwnapv592c22) ,2022/9/17 19:49,  收到[Fight]
雁雁_Kim(kimyan330) ,2022/9/19 16:03,  @毛头?阿姨，我们一号楼走廊里面的窗户好几扇窗都破了/被台风吹坏了，有几块玻璃荡在当中，可以找物业一起来上门看一下吗？
102阿姨(wxid_68ejyv9j3i1g22) ,2022/9/19 16:04,  我已经报修过了。
102阿姨(wxid_68ejyv9j3i1g22) ,2022/9/19 16:05,  物业有记录
雁雁_Kim(kimyan330) ,2022/9/19 16:07,  好的，那他们会来吗[Facepalm]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/9/19 16:08,  要看物业怎么安排了[Facepalm]
雁雁_Kim(kimyan330) ,2022/9/19 16:10,  物业电话有伐，我也再打一个
雁雁_Kim(kimyan330) ,2022/9/19 16:10,images\[00140]2022-09-19 16-10-44
雁雁_Kim(kimyan330) ,2022/9/19 16:10,images\[00141]2022-09-19 16-10-44
雁雁_Kim(kimyan330) ,2022/9/19 16:10,  两楼三楼的玻璃看着哈牢牢的
102阿姨(wxid_68ejyv9j3i1g22) ,2022/9/19 16:12,  65103284
102阿姨(wxid_68ejyv9j3i1g22) ,2022/9/19 19:31,  [转发的网页]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/9/19 19:32,  @所有人???本周三晚间、周日上午??继续核酸大筛，具体另行通知。
友谊(wxid_46lwnapv592c22) ,2022/9/19 19:33,  [OK]
304(anyap22f) ,2022/9/22 14:14,  @404 雁雁?你的快递送到我家来了
雁雁_Kim(kimyan330) ,2022/9/22 14:14,  好的 那我下班来拿[Grin]
304(anyap22f) ,2022/9/22 14:14,  你在家不？给你放门口可以吗？
雁雁_Kim(kimyan330) ,2022/9/22 14:15,  放门口可以的，我不在家
304(anyap22f) ,2022/9/22 14:15,  好的
薛雯婷(wxid_omhlkiks6h1w21) ,2022/9/22 16:50,  有人看到我们家快递吗？快递员可能送错了。
友谊(wxid_46lwnapv592c22) ,2022/9/22 17:03,  没有看到
102阿姨(wxid_68ejyv9j3i1g22) ,2022/9/22 18:11,  @503? 你再打电话给快递，送到那家了？
102阿姨(wxid_68ejyv9j3i1g22) ,2022/9/22 18:13,"  @404 雁雁?
 过道玻璃物业都换了。"
雁雁_Kim(kimyan330) ,2022/9/22 18:17,  对的，物业和我说啦
雁雁_Kim(kimyan330) ,2022/9/22 18:17,  昨天换的
102阿姨(wxid_68ejyv9j3i1g22) ,2022/9/22 18:17,"  对的
 "
102阿姨(wxid_68ejyv9j3i1g22) ,2022/9/22 18:18,  我签字的
雁雁_Kim(kimyan330) ,2022/9/22 18:20,  好的 谢谢楼组长
102阿姨(wxid_68ejyv9j3i1g22) ,2022/9/22 18:20,  大家的事，不用谢的[Fight]
薛雯婷(wxid_omhlkiks6h1w21) ,2022/9/22 18:23,  我在403门口找到了。
102阿姨(wxid_68ejyv9j3i1g22) ,2022/9/22 18:24,  快递员为了速度，楼层算错了[Facepalm]
薛雯婷(wxid_omhlkiks6h1w21) ,2022/9/22 18:25,  对的，今天他四楼送到三楼，五楼送到了四楼
102阿姨(wxid_68ejyv9j3i1g22) ,2022/9/22 18:26,  [Facepalm]
Zedd在的(wxid_wg41ckltfjwv41) ,2022/9/22 18:27,  外国快递员
102阿姨(wxid_68ejyv9j3i1g22) ,2022/9/22 18:27,  哈哈哈哈……
102阿姨(wxid_68ejyv9j3i1g22) ,2022/9/23 11:29,  @友谊? 你今年几岁？
友谊(wxid_46lwnapv592c22) ,2022/9/23 11:30,  68岁
102阿姨(wxid_68ejyv9j3i1g22) ,2022/9/23 11:33,"  哦哦
 因为马上要敬老节了，70岁有东西发。我不知道你的岁数，万一漏掉没意思的[Facepalm]所以问你一下[Fight]"
友谊(wxid_46lwnapv592c22) ,2022/9/23 11:34,  好的，
友谊(wxid_46lwnapv592c22) ,2022/9/23 11:35,  没事
102阿姨(wxid_68ejyv9j3i1g22) ,2022/9/23 11:40,"  @所有人?  如果家人有70岁的，马上报给我哦[Fight]
  因为马上要敬老节了[Fight]
 "
102阿姨(wxid_68ejyv9j3i1g22) ,2022/9/23 11:42,  @所有人? 70岁以上的[Fight]
周燕(wxid_6tseuu2cvcg622) ,2022/9/23 12:14,  毛头谢谢您对老年人关??1号301室俩位老人，陈开太，82岁，周燕75岁。谢谢您关??
102阿姨(wxid_68ejyv9j3i1g22) ,2022/9/23 12:15,  收到
102阿姨(wxid_68ejyv9j3i1g22) ,2022/9/24 15:26,"  @所有人
9月25日（明天）??早上暂定7:30时??进行全小区全员核酸筛查，具体时间看采样人员到岗情况。
1、在采样时段实行“严格”封闭管理，采样结束后即解除封闭。今日做过核酸的人员可以不参加全员筛查，但请在楼组群内报备并将结果发在楼组群里。
2、明确不参加核酸筛查人员：混管阳性待复核者、抗原检测阳性待复核者、出院/出舱的人员。密接在居家隔离观察期间的人员。接种新冠疫苗48小时内的人员。
3、严格执行10合1混采，使用核酸码或身份证，请听到叫号再下楼。
4、严格遵守“2米线”间距、做好个人防护，做完核酸不要停留，不要随地吐痰！！！
谢谢！[Fight][Fight]"
友谊(wxid_46lwnapv592c22) ,2022/9/24 15:41,  收到[Fight]
周燕(wxid_6tseuu2cvcg622) ,2022/9/24 15:42,  收到，谢谢您。
我 ,2022/9/25 13:38,  请问5，6楼是有住户在装修吗？
友谊(wxid_46lwnapv592c22) ,2022/9/25 13:41,  没有嘛
我 ,2022/9/25 13:43,  一直听到敲墙壁的声音
周燕(wxid_6tseuu2cvcg622) ,2022/9/25 13:49,  楼上敲墙壁的声音是那一家，希望做好安全，打招呼是那家。
102阿姨(wxid_68ejyv9j3i1g22) ,2022/9/27 22:01,  [转发的网页]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/9/27 22:01,  @所有人???本周三晚间7:00时??继续核酸大筛，具体另行通知。
沈玉华502(wxid_4l2vbwjld1m212) ,2022/9/27 22:27,  收到谢谢了
周燕(wxid_6tseuu2cvcg622) ,2022/9/28 6:53,  收到，谢谢您。
友谊(wxid_46lwnapv592c22) ,2022/9/28 7:08,  收到[Fight]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/9/28 15:00,"  @所有人
9月28日（今天）晚上暂定19:00时进行全小区全员核酸筛查，具体时间看采样人员到岗情况。
1、在采样时段实行“严格”封闭管理，采样结束后即解除封闭。今日做过核酸的人员可以不参加全员筛查，但请在楼组群内报备并将结果发在楼组群里。
2、明确不参加核酸筛查人员：混管阳性待复核者、抗原检测阳性待复核者、出院/出舱的人员。密接在居家隔离观察期间的人员。接种新冠疫苗48小时内的人员。
3、严格执行10合1混采，使用核酸码或身份证，请听到叫号再下楼。
4、严格遵守“2米线”间距、做好个人防护，做完核酸不要停留，不要随地吐痰！！！
谢谢！[Fight][Fight]"
沈玉华502(wxid_4l2vbwjld1m212) ,2022/9/28 15:11,  收到[Fight]
友谊(wxid_46lwnapv592c22) ,2022/9/28 15:21,  收到[Fight]
周燕(wxid_6tseuu2cvcg622) ,2022/9/28 16:06,  收到，谢谢您。
嘟嘟(wxid_zjsdshi1xzkg22) ,2022/9/28 18:39,  
102阿姨(wxid_68ejyv9j3i1g22) ,2022/9/30 15:08,  [转发的网页]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/9/30 15:09,  @所有人???10月2日（周日）晚间、10月7日（周五）上午??继续核酸大筛，具体另行通知。
友谊(wxid_46lwnapv592c22) ,2022/9/30 15:10,  收到[Fight]
周燕(wxid_6tseuu2cvcg622) ,2022/9/30 19:24,  收到，谢谢您。
102阿姨(wxid_68ejyv9j3i1g22) ,2022/10/1 7:08,  
嘟嘟(wxid_zjsdshi1xzkg22) ,2022/10/1 8:29,  
102阿姨(wxid_68ejyv9j3i1g22) ,2022/10/2 14:37,"  @所有人
10月2日（今天）晚上暂定19:00时进行全小区全员核酸筛查，具体时间看采样人员到岗情况。
1、在采样时段实行“严格”封闭管理，采样结束后即解除封闭。今日做过核酸的人员可以不参加全员筛查，但请在楼组群内报备并将结果发在楼组群里。
2、明确不参加核酸筛查人员：混管阳性待复核者、抗原检测阳性待复核者、出院/出舱的人员。密接在居家隔离观察期间的人员。接种新冠疫苗48小时内的人员。
3、严格执行10合1混采，使用核酸码或身份证，请听到叫号再下楼。                                         4、检查核酸码是否过期，如过期请及时更新核酸码。
5、严格遵守“2米线”间距、做好个人防护，做完核酸不要停留，不要随地吐痰！！！
谢谢！[Fight][Fight]   "
WEI DG(wxid_9ie0krbntfj422) ,2022/10/4 9:31,images\[00142]2022-10-04 09-31-22
102阿姨(wxid_68ejyv9j3i1g22) ,2022/10/4 9:32,  
102阿姨(wxid_68ejyv9j3i1g22) ,2022/10/4 18:02,  @所有人???重要通知：10月5日晚上7:00时增加一次核酸大筛。??
周燕(wxid_6tseuu2cvcg622) ,2022/10/4 18:03,  收到，谢谢您。
友谊(wxid_46lwnapv592c22) ,2022/10/4 18:06,  收到[Fight]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/10/4 19:00,  [转发的网页]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/10/5 18:55,[点击播放语音]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/10/6 14:32,"  @所有人
10月7日（明天）上午暂定7:30时进行全小区全员核酸筛查，具体时间看采样人员到岗情况。
1、在采样时段实行“严格”封闭管理，采样结束后即解除封闭。今日做过核酸的人员可以不参加全员筛查，但请在楼组群内报备并将结果发在楼组群里。
2、明确不参加核酸筛查人员：混管阳性待复核者、抗原检测阳性待复核者、出院/出舱的人员。密接在居家隔离观察期间的人员。接种新冠疫苗48小时内的人员。
3、严格执行10合1混采，使用核酸码或身份证，请听到叫号再下楼。                                         4、检查核酸码是否过期，如过期请及时更新核酸码。
5、严格遵守“2米线”间距、做好个人防护，做完核酸不要停留，不要随地吐痰！！！
谢谢！[Fight][Fight]   "
友谊(wxid_46lwnapv592c22) ,2022/10/6 15:00,  收到[Fight]
周燕(wxid_6tseuu2cvcg622) ,2022/10/6 20:35,  收到，谢谢您。
102阿姨(wxid_68ejyv9j3i1g22) ,2022/10/7 15:14,  @所有人???10月8日（周六）晚间、10月9日（周日）晚间继续核酸大筛，具体另行通知。
周燕(wxid_6tseuu2cvcg622) ,2022/10/7 15:24,  收到，謝謝您。
友谊(wxid_46lwnapv592c22) ,2022/10/7 15:32,  收到[Fight]
沈玉华502(wxid_4l2vbwjld1m212) ,2022/10/7 16:07,  收到[Fight]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/10/8 13:30,"  @所有人
10月8日（今天）晚上暂定19:00时进行全小区全员核酸筛查，具体时间看采样人员到岗情况。
1、在采样时段实行“严格”封闭管理，采样结束后即解除封闭。今日做过核酸的人员可以不参加全员筛查，但请在楼组群内报备并将结果发在楼组群里。
2、明确不参加核酸筛查人员：混管阳性待复核者、抗原检测阳性待复核者、出院/出舱的人员。次密接在居家隔离观察期间的人员。接种新冠疫苗48小时内的人员。
3、严格执行10合1混采，使用核酸码或身份证，请听到叫号再下楼。                                         4、检查核酸码是否过期，如过期请及时更新核酸码。
5、严格遵守“2米线”间距、做好个人防护，做完核酸不要停留，不要随地吐痰！！！
谢谢！[Fight][Fight]   "
周燕(wxid_6tseuu2cvcg622) ,2022/10/8 13:31,  收到，谢谢您。
政通路305弄1号楼组群 ,2022/10/8 14:57,"  ""102阿姨"" recalled a message"
沈玉华502(wxid_4l2vbwjld1m212) ,2022/10/8 14:58,  收到谢谢
政通路305弄1号楼组群 ,2022/10/8 14:59,"  ""102阿姨"" recalled a message"
政通路305弄1号楼组群 ,2022/10/8 15:07,"  ""102阿姨"" recalled a message"
102阿姨(wxid_68ejyv9j3i1g22) ,2022/10/8 15:08,"  各位邻居: 
 今晚核酸检测是五合一混采。
 也就是说: 五个人一根管子[Fight]"
友谊(wxid_46lwnapv592c22) ,2022/10/8 15:23,  收到[Fight]
好久不见(wxid_m3k848gg3kq222) ,2022/10/8 19:52,  [转发的网页]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/10/9 14:41,"  @所有人
10月9日（今天）晚上暂定19:00时进行全小区全员核酸筛查，具体时间看采样人员到岗情况。
1、在采样时段实行“严格”封闭管理，采样结束后即解除封闭。今日做过核酸的人员可以不参加全员筛查，但请在楼组群内报备并将结果发在楼组群里。
2、明确不参加核酸筛查人员：混管阳性待复核者、抗原检测阳性待复核者、出院/出舱的人员。次密接在居家隔离观察期间的人员。接种新冠疫苗48小时内的人员。
3、严格执行5合1混采，使用核酸码或身份证，请听到叫号再下楼。                                         4、检查核酸码是否过期，如过期请及时更新核酸码。
5、严格遵守“2米线”间距、做好个人防护，做完核酸不要停留，不要随地吐痰！！！
谢谢！[Fight][Fight]   "
友谊(wxid_46lwnapv592c22) ,2022/10/9 14:55,  收到[Fight]
周燕(wxid_6tseuu2cvcg622) ,2022/10/9 18:23,  收到，谢谢您。
102阿姨(wxid_68ejyv9j3i1g22) ,2022/10/10 18:00,  [转发的网页]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/10/10 18:00,  @所有人???10月11日（周二）晚间、10月13日（周四）??晚间继续核酸大筛，具体另行通知。
沈玉华502(wxid_4l2vbwjld1m212) ,2022/10/10 18:01,  收到[Fight]
周燕(wxid_6tseuu2cvcg622) ,2022/10/10 18:01,  收到，谢谢您。
友谊(wxid_46lwnapv592c22) ,2022/10/10 18:40,   收到
好久不见(wxid_m3k848gg3kq222) ,2022/10/11 7:02,images\[00143]2022-10-11 07-02-36
陶陶(wxid_993wmwpzf2bd11) ,2022/10/11 7:04,  @好久不见?请不要乱发与楼组无关的信息哦！
好久不见(wxid_m3k848gg3kq222) ,2022/10/11 7:05,  不好意思 ，
102阿姨(wxid_68ejyv9j3i1g22) ,2022/10/11 14:21,"  @所有人
10月11日（今天）晚上暂定19:00时进行全小区全员核酸筛查，具体时间看采样人员到岗情况。
1、在采样时段实行“严格”封闭管理，采样结束后即解除封闭。今日做过核酸的人员可以不参加全员筛查，但请在楼组群内报备并将结果发在楼组群里。
2、明确不参加核酸筛查人员：混管阳性待复核者、抗原检测阳性待复核者、出院/出舱的人员。密接、次密接在居家隔离观察期间的人员。接种新冠疫苗48小时内的人员。
3、严格执行10合1混采，使用核酸码或身份证，请听到叫号再下楼。                                         4、检查核酸码是否过期，如过期请及时更新核酸码。
5、严格遵守“2米线”间距、做好个人防护，做完核酸不要停留，不要随地吐痰！！！
谢谢！[Fight][Fight]   "
友谊(wxid_46lwnapv592c22) ,2022/10/11 15:01,  [OK]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/10/12 14:26,  @所有人???重要通知：10月12日（今天）晚上7:00时增加一次核酸大筛。??
周燕(wxid_6tseuu2cvcg622) ,2022/10/12 14:27,  收到，谢谢您。
沈玉华502(wxid_4l2vbwjld1m212) ,2022/10/12 14:31,  收到[Fight]
政通路305弄1号楼组群 ,2022/10/12 14:32,"  ""友谊"" recalled a message"
友谊(wxid_46lwnapv592c22) ,2022/10/12 14:32,  收到[Fight]
102阿姨(wxid_68ejyv9j3i1g22) ,2022/10/12 14:32,  [Rose]
喧暮笙央(wxid_2sjh2szrrmhf22) ,2022/10/12 14:32,  @毛头?收到
102阿姨(wxid_68ejyv9j3i1g22) ,2022/10/12 14:33,  [Fight]
玲飞(wxid_1trk2srwkub521) ,2022/10/12 14:43,  好滴
