"global_date","certain","uncertain","die","recure","certain_inc","uncertain_inc","die_inc","recure_inc","updatetime"
"2022.07.07","546994599","0","6345924","499470424","1188580","0","2477","643076","2023-03-15 12:00:00"
"2022.07.08","547989313","0","6347903","500040378","994714","0","1979","569954","2023-03-15 12:00:00"
"2022.07.09","549015746","0","6350136","500555269","1026433","0","2233","517647","2023-03-15 12:00:00"
"2022.07.10","549493223","0","6350883","501011483","477477","0","748","456256","2023-03-15 12:00:00"
"2022.07.11","549911954","0","6351518","501423065","418731","0","635","413798","2023-03-15 12:00:00"
"2022.07.12","551002219","0","6353127","502304204","1090265","0","1609","881161","2023-03-15 12:00:00"
"2022.07.13","552166928","0","6355168","503068067","1164709","0","2041","763910","2023-03-15 12:00:00"
"2022.07.14","553485110","0","6358742","503717203","1318182","0","3574","649159","2023-03-15 12:00:00"
"2022.07.15","554597321","0","6360542","504437659","1112211","0","1800","720528","2023-03-15 12:00:00"
"2022.07.16","555446905","0","6363374","505099197","950415","0","3455","665983","2023-03-15 12:00:00"
"2022.07.17","556242164","0","6364922","505633796","795259","0","1548","534606","2023-03-15 12:00:00"
"2022.07.18","556739278","0","6365484","506153264","497114","0","562","519525","2023-03-15 12:00:00"
"2022.07.19","557561610","0","6366704","507119082","912938","0","1831","965818","2023-03-15 12:00:00"
"2022.07.20","558739623","0","6369764","508057934","1178013","0","3060","938861","2023-03-15 12:00:00"
"2022.07.21","560584882","0","6373861","508841134","1845259","0","4097","789503","2023-03-15 12:00:00"
"2022.07.22","561661236","0","6376106","509763252","1076354","0","2245","922120","2023-03-15 12:00:00"
"2022.07.23","562852584","0","6378952","510591629","1191348","0","2846","828390","2023-03-15 12:00:00"
"2022.07.24","563504855","0","6379869","511159246","652271","0","917","567704","2023-03-15 12:00:00"
"2022.07.25","564066161","0","6380641","511905131","561306","0","772","745889","2023-03-15 12:00:00"
"2022.07.26","564940172","0","6382602","512840162","874011","0","1961","935031","2023-03-15 12:00:00"
"2022.07.27","565978569","0","6384475","513822473","1127959","0","2476","986765","2023-03-15 12:00:00"
"2022.07.28","567444886","0","6389659","515314351","1466317","0","5184","1491878","2023-03-15 12:00:00"
"2022.07.29","568454401","0","6392118","516302598","1009515","0","2459","988247","2023-03-15 12:00:00"
"2022.07.30","569719385","0","6395009","517434929","1264984","0","2891","1132331","2023-03-15 12:00:00"
"2022.07.31","570326987","0","6395322","518179304","607602","0","1008","744386","2023-03-15 12:00:00"
"2022.08.01","570855890","0","6396797","518988274","528903","0","1475","808974","2023-03-15 12:00:00"
"2022.08.02","571754685","0","6399281","520088371","898795","0","2484","1100870","2023-03-15 12:00:00"
"2022.08.03","572877453","0","6401950","521286860","1122768","0","2669","1198524","2023-03-15 12:00:00"
"2022.08.04","573963233","0","6405924","522241223","1085780","0","3974","954426","2023-03-15 12:00:00"
"2022.08.05","575350538","0","6408679","523121170","1387305","0","2755","879971","2023-03-15 12:00:00"
"2022.08.06","576283871","0","6411015","524978855","933333","0","3018","1857685","2023-03-15 12:00:00"
"2022.08.07","577449165","0","6412600","526216514","1165294","0","1585","1237726","2023-03-15 12:00:00"
"2022.08.08","577869740","0","6413208","526976960","420575","0","608","764853","2023-03-15 12:00:00"
"2022.08.09","578625685","0","6415054","528099033","857868","0","2457","1122073","2023-03-15 12:00:00"
"2022.08.10","579633768","0","6418601","528928225","1008083","0","3547","1021521","2023-03-15 12:00:00"
"2022.08.11","580701680","0","6422618","530002259","1173138","0","4643","1074034","2023-03-15 12:00:00"
"2022.08.12","581656257","0","6425664","531227847","954577","0","3046","1225588","2023-03-15 12:00:00"
"2022.08.13","582506136","0","6428934","532266708","849879","0","3271","1038865","2023-03-15 12:00:00"
"2022.08.14","583039239","0","6430276","533647228","533103","0","1342","1380636","2023-03-15 12:00:00"
"2022.08.15","583480237","0","6431247","534408456","440998","0","971","761228","2023-03-15 12:00:00"
"2022.08.16","584259338","0","6433209","535833362","779101","0","1962","1424906","2023-03-15 12:00:00"
"2022.08.17","585315654","0","6436474","536883352","1056316","0","3265","1049990","2023-03-15 12:00:00"
"2022.08.18","586303343","0","6440724","537784203","987689","0","4250","900851","2023-03-15 12:00:00"
"2022.08.19","587153605","0","6443179","538613122","850262","0","2455","828919","2023-03-15 12:00:00"
"2022.08.20","588004050","0","6446208","539473409","850445","0","3029","860383","2023-03-15 12:00:00"
"2022.08.21","588447494","0","6446796","540161842","553110","0","1224","692826","2023-03-15 12:00:00"
"2022.08.22","588537844","0","6446950","540237984","90350","0","154","76142","2023-03-15 12:00:00"
"2022.08.23","589648705","0","6450258","541733962","1110861","0","3308","1495978","2023-03-15 12:00:00"
"2022.08.24","590391469","0","6452385","542587505","742764","0","2127","853545","2023-03-15 12:00:00"
"2022.08.25","590754683","0","6454640","543251529","654560","0","2888","664024","2023-03-15 12:00:00"
"2022.08.26","592081817","0","6476269","544377302","1327134","0","21629","1125795","2023-03-15 12:00:00"
"2022.08.27","592785513","0","6479031","545160227","703696","0","2762","782927","2023-03-15 12:00:00"
"2022.08.28","593258429","0","6480454","545893535","472916","0","1423","733310","2023-03-15 12:00:00"
"2022.08.29","593584896","0","6480959","546659477","433560","0","1139","766011","2023-03-15 12:00:00"
"2022.08.30","594245999","0","6482845","547640577","661103","0","1886","981250","2023-03-15 12:00:00"
"2022.08.31","594866829","0","6485227","548333934","620830","0","2382","693358","2023-03-15 12:00:00"
"2022.09.01","595577160","0","6488558","549427658","819094","0","3968","1093785","2023-03-15 12:00:00"
"2022.09.02","596388325","0","6491993","550182175","811165","0","3435","754518","2023-03-15 12:00:00"
"2022.09.03","596924552","0","6493945","550797328","643944","0","2587","615194","2023-03-15 12:00:00"
"2022.09.04","597256191","0","6495156","551430479","331639","0","1211","633153","2023-03-15 12:00:00"
"2022.09.05","597635130","0","6496278","552158707","378939","0","1122","728297","2023-03-15 12:00:00"
"2022.09.06","598051423","0","6497691","553229141","416293","0","1413","1070435","2023-03-15 12:00:00"
"2022.09.07","598643732","0","6499779","553986952","592309","0","2089","757811","2023-03-15 12:00:00"
"2022.09.08","599140476","0","6501631","554567017","496744","0","1852","580117","2023-03-15 12:00:00"
"2022.09.09","599756022","0","6504478","555372064","615546","0","2849","805050","2023-03-15 12:00:00"
"2022.09.10","600205021","0","6506616","556225925","448999","0","2138","853865","2023-03-15 12:00:00"
"2022.09.11","600450738","0","6507427","556702898","245717","0","811","476992","2023-03-15 12:00:00"
"2022.09.12","600814909","0","6508355","557333135","364171","0","928","630238","2023-03-15 12:00:00"
"2022.09.13","601263289","0","6509837","557956569","448380","0","1483","623565","2023-03-15 12:00:00"
"2022.09.14","601775604","0","6512469","558602043","512315","0","2632","645475","2023-03-15 12:00:00"
"2022.09.15","602332300","0","6515020","559248477","556696","0","2551","646437","2023-03-15 12:00:00"
"2022.09.16","602785297","0","6517028","559679428","452997","0","2008","430965","2023-03-15 12:00:00"
"2022.09.17","603243467","0","6520554","560344601","458170","0","3526","665194","2023-03-15 12:00:00"
"2022.09.18","603623551","0","6521628","560934554","380084","0","1074","589953","2023-03-15 12:00:00"
"2022.09.19","603878647","0","6522207","561358793","255096","0","580","424239","2023-03-15 12:00:00"
"2022.09.20","604247214","0","6523375","561899319","368567","0","1168","540526","2023-03-15 12:00:00"
"2022.09.21","604638517","0","6524744","562386660","391303","0","1369","487345","2023-03-15 12:00:00"
"2022.09.22","605047612","0","6525665","562787159","409095","0","1740","400522","2023-03-15 12:00:00"
"2022.09.23","605660814","0","6527654","563339338","613202","0","1989","552179","2023-03-15 12:00:00"
"2022.09.24","605980214","0","6529416","563693657","319400","0","1762","354319","2023-03-15 12:00:00"
"2022.09.25","606296881","0","6530297","564095020","316667","0","881","401363","2023-03-15 12:00:00"
"2022.09.26","606622709","0","6531393","564529872","325828","0","1096","434854","2023-03-15 12:00:00"
"2022.09.27","606872450","0","6531894","564999520","360128","0","1141","469648","2023-03-15 12:00:00"
"2022.09.28","607511465","0","6533887","565415742","639015","0","1993","416233","2023-03-15 12:00:00"
"2022.09.29","608031242","0","6536019","565787899","630168","0","2772","372162","2023-03-15 12:00:00"
"2022.09.30","608495728","0","6538008","566096670","464486","0","1989","308771","2023-03-15 12:00:00"
"2022.10.01","608911093","0","6539435","566496531","415365","0","1427","399861","2023-03-15 12:00:00"
"2022.10.02","609152318","0","6540006","566842318","241225","0","572","345787","2023-03-15 12:00:00"
"2022.10.03","609405507","0","6540898","567231892","253189","0","892","389583","2023-03-15 12:00:00"
"2022.10.04","609538198","0","6541755","567554133","132691","0","857","322241","2023-03-15 12:00:00"
"2022.10.05","610067170","0","6543059","567921263","528972","0","1304","367130","2023-03-15 12:00:00"
"2022.10.06","610810127","0","6545883","568419917","742957","0","2824","498654","2023-03-15 12:00:00"
"2022.10.07","611325634","0","6547672","568738125","515507","0","1789","318221","2023-03-15 12:00:00"
"2022.10.08","611730449","0","6549134","569024546","404815","0","1462","286421","2023-03-15 12:00:00"
"2022.10.09","611987600","0","6549970","569376181","257151","0","836","351635","2023-03-15 12:00:00"
"2022.10.10","612198395","0","6550441","569701485","210795","0","471","325318","2023-03-15 12:00:00"
"2022.10.11","612518474","0","6551434","570050535","320079","0","993","349050","2023-03-15 12:00:00"
"2022.10.12","613116218","0","6553057","570433898","597744","0","1623","383363","2023-03-15 12:00:00"
"2022.10.13","613727178","0","6555012","570779959","610960","0","1955","346062","2023-03-15 12:00:00"
"2022.10.14","614249878","0","6557048","571121417","522700","0","2036","342492","2023-03-15 12:00:00"
"2022.10.15","614770559","0","6559243","571522086","520681","0","2195","400669","2023-03-15 12:00:00"
"2022.10.16","614984494","0","6559758","571784485","213935","0","515","262694","2023-03-15 12:00:00"
"2022.10.17","615129130","0","6560049","571973293","144636","0","291","188808","2023-03-15 12:00:00"
"2022.10.18","615434685","0","6561297","572395770","305555","0","1248","422477","2023-03-15 12:00:00"
"2022.10.19","615945612","0","6562674","572794748","510927","0","1377","398978","2023-03-15 12:00:00"
"2022.10.20","616564943","0","6565445","573191824","619331","0","2771","397076","2023-03-15 12:00:00"
"2022.10.21","617034774","0","6567675","573539414","469831","0","2230","347590","2023-03-15 12:00:00"
"2022.10.22","617454930","0","6569509","573900133","420156","0","1914","360755","2023-03-15 12:00:00"
"2022.10.23","617646366","0","6570135","574157308","191436","0","626","257180","2023-03-15 12:00:00"
"2022.10.24","617767275","0","6570504","574326182","120909","0","369","168880","2023-03-15 12:00:00"
"2022.10.25","618190205","0","6572088","574771043","422930","0","1584","444870","2023-03-15 12:00:00"
"2022.10.26","618627060","0","6573749","575250652","436855","0","1661","479609","2023-03-15 12:00:00"
"2022.10.27","618958897","0","6575276","575600705","331837","0","1527","350053","2023-03-15 12:00:00"
"2022.10.28","619372687","0","6577590","575950330","413790","0","2314","349625","2023-03-15 12:00:00"
"2022.10.29","619774877","0","6579897","576267415","402190","0","2309","317085","2023-03-15 12:00:00"
"2022.10.30","619900930","0","6580190","576526358","126053","0","293","259969","2023-03-15 12:00:00"
"2022.10.31","620074234","0","6580716","576771258","173304","0","526","244900","2023-03-15 12:00:00"
"2022.11.01","620360314","0","6582133","577144899","286080","0","1417","373641","2023-03-15 12:00:00"
"2022.11.02","620515181","0","6582482","577490660","260075","0","984","345765","2023-03-15 12:00:00"
"2022.11.03","620917940","0","6585925","577805166","402759","0","3445","314506","2023-03-15 12:00:00"
"2022.11.04","621417000","0","6589406","578144380","499060","0","3481","339214","2023-03-15 12:00:00"
"2022.11.05","621720389","0","6590663","578546412","303389","0","1257","402109","2023-03-15 12:00:00"
"2022.11.06","621946793","0","6591322","578890599","226404","0","659","344187","2023-03-15 12:00:00"
"2022.11.07","622212066","0","6592362","579066840","265273","0","1041","176241","2023-03-15 12:00:00"
"2022.11.08","622484567","0","6593287","579585259","383637","0","1579","518419","2023-03-15 12:00:00"
"2022.11.09","622811806","0","6594238","579875656","327239","0","951","290403","2023-03-15 12:00:00"
"2022.11.10","623133047","0","6596030","580161418","321241","0","1792","285762","2023-03-15 12:00:00"
"2022.11.11","623640063","0","6598481","580444532","507016","0","2451","283116","2023-03-15 12:00:00"
"2022.11.12","624230040","0","6600381","580951871","589977","0","1900","507357","2023-03-15 12:00:00"
"2022.11.13","624329058","0","6600686","581136139","99018","0","305","184268","2023-03-15 12:00:00"
"2022.11.14","624559588","0","6601215","581418683","230530","0","529","282544","2023-03-15 12:00:00"
"2022.11.15","624889769","0","6602331","581726322","330181","0","1116","307639","2023-03-15 12:00:00"
"2022.11.16","625135183","0","6603626","582011928","245414","0","1295","285611","2023-03-15 12:00:00"
"2022.11.17","625600713","0","6605395","582284767","465530","0","1769","272839","2023-03-15 12:00:00"
"2022.11.18","626147040","0","6608464","582544965","546327","0","3069","260198","2023-03-15 12:00:00"
"2022.11.19","626707528","0","6610301","583000595","669149","0","2487","455630","2023-03-15 12:00:00"
"2022.11.20","626942979","0","6610808","583178236","235451","0","507","177661","2023-03-15 12:00:00"
"2022.11.21","627071808","0","6611093","583309700","128829","0","285","131470","2023-03-15 12:00:00"
"2022.11.22","627368408","0","6612648","583664468","296600","0","1555","354773","2023-03-15 12:00:00"
"2022.11.23","627803128","0","6614076","583885166","434720","0","1428","220698","2023-03-15 12:00:00"
"2022.11.24","628346259","0","6616061","584126231","543131","0","1985","241065","2023-03-15 12:00:00"
"2022.11.25","629097390","0","6617970","584481775","751131","0","1940","355548","2023-03-15 12:00:00"
"2022.11.26","629800452","0","6619889","585111232","703062","0","1919","629457","2023-03-15 12:00:00"
"2022.11.27","630178014","0","6620583","585308716","377562","0","694","197497","2023-03-15 12:00:00"
"2022.11.28","630378720","0","6621185","585551551","200706","0","602","242835","2023-03-15 12:00:00"
"2022.11.29","630240767","0","6622123","585759769","228430","0","938","208218","2023-03-15 12:00:00"
"2022.11.30","631275793","0","6623589","586421267","1035026","0","1466","661498","2023-03-15 12:00:00"
"2022.12.01","631817986","0","6625474","586655049","542193","0","1885","233782","2023-03-15 12:00:00"
"2022.12.02","632390851","0","6627726","586888413","572865","0","2252","233364","2023-03-15 12:00:00"
"2022.12.03","633098281","0","6629728","587326192","707430","0","2002","437790","2023-03-15 12:00:00"
"2022.12.04","633368511","0","6630663","587484321","270230","0","935","158129","2023-03-15 12:00:00"
"2022.12.05","633694876","0","6631391","587666490","326370","0","728","182169","2023-03-15 12:00:00"
"2022.12.06","634087295","0","6632515","588009404","504423","0","1783","342914","2023-03-15 12:00:00"
"2022.12.07","634655191","0","6634487","588249670","567896","0","1972","240266","2023-03-15 12:00:00"
"2022.12.08","635237130","0","6636700","588462384","581939","0","2213","212714","2023-03-15 12:00:00"
"2022.12.09","635439904","0","6622574","569835823","430229","0","1659","263132","2023-03-15 12:00:00"
"2022.12.10","636170177","0","6624950","570326779","730273","0","2376","490956","2023-03-15 12:00:00"
"2022.12.11","636170177","0","6624950","570326779","0","0","0","0","2023-03-15 12:00:00"
"2022.12.12","636877946","0","6626570","594491431","707769","0","1620","24164670","2023-03-15 12:00:00"
"2022.12.13","637043913","0","6627472","594644307","165967","0","902","152876","2023-03-15 12:00:00"
"2022.12.14","638154016","0","6630379","595202036","1110103","0","2907","557729","2023-03-15 12:00:00"
"2022.12.15","639017445","0","6648905","571719434","863429","0","18526","273624","2023-03-15 12:00:00"
"2022.12.16","639777132","0","6652006","572017212","759687","0","3101","297778","2023-03-15 12:00:00"
"2022.12.17","640435701","0","6654308","572513382","658569","0","2302","496281","2023-03-15 12:00:00"
"2022.12.18","640772663","0","6654924","572712542","336962","0","616","199199","2023-03-15 12:00:00"
"2022.12.19","641012783","0","6655638","572973078","240120","0","714","260536","2023-03-15 12:00:00"
"2022.12.20","641349043","0","6641875","597170759","565372","0","1858","24197720","2023-03-15 12:00:00"
"2022.12.21","641935087","0","6643716","597489691","586044","0","1841","318974","2023-03-15 12:00:00"
"2022.12.22","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2022.12.23","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2022.12.24","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2022.12.25","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2022.12.26","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2022.12.27","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2022.12.28","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2022.12.29","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2022.12.30","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2022.12.31","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.01.01","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.01.02","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.01.03","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.01.04","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.01.05","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.01.06","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.01.07","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.01.08","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.01.09","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.01.10","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.01.11","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.01.12","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.01.13","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.01.14","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.01.15","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.01.16","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.01.17","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.01.18","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.01.19","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.01.20","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.01.21","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.01.22","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.01.23","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.01.24","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.01.25","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.01.26","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.01.27","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.01.28","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.01.29","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.01.30","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.01.31","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.02.01","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.02.02","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.02.03","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.02.04","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.02.05","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.02.06","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.02.07","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.02.08","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.02.09","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.02.10","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.02.11","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.02.12","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.02.13","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.02.14","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.02.15","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.02.16","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.02.17","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.02.18","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.02.19","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.02.20","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.02.21","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.02.22","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.02.23","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.02.24","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.02.25","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.02.26","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.02.27","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.02.28","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.03.01","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.03.02","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.03.03","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.03.04","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.03.05","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.03.06","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.03.07","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.03.08","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.03.09","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.03.10","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.03.11","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.03.12","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.03.13","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
"2023.03.14","641935087","0","6643716","597489691","0","0","0","0","2023-03-15 12:00:00"
