School_code,AgeID,School_name,Street,Town_suburb,Postcode,Phone,School_Email,Website,Fax,latest_year_enrolment_FTE,Indigenous_pct,LBOTE_pct,ICSEA_value,Level_of_schooling,Selective_school,Opportunity_class,School_specialty_type,School_subtype,Support_classes,Preschool_ind,Distance_education,Intensive_english_centre,School_gender,Late_opening_school,Date_1st_teacher,LGA,electorate_from_2023,electorate_2015_2022,Fed_electorate,Operational_directorate,Principal_network,Operational_directorate_office,Operational_directorate_office_phone,Operational_directorate_office_address,FACS_district,Local_health_district,AECG_region,ASGS_remoteness,Latitude,Longitude,Assets unit,SA4,Date_extracted
8506,46424,Tempe High School,Unwins Bridge Rd,Tempe ,2044,9558 2336,tempe-h.school@det.nsw.edu.au,https://tempe-h.schools.nsw.gov.au,9558 9460,968.6,3.0,66.0,1083,Secondary School,Partially Selective,N,Language,Year 7 to Year 12,,N,N,N,Coed,N,1973-01-01,Inner West (A),Heffron,Heffron,Barton,Metropolitan South,Marrickville,Arncliffe,9582 2800,"Cnr Segenhoe & Avenal St, Arncliffe 2205","South Eastern Sydney, Northern Sydney & Sydney",Sydney,Metropolitan East,Major Cities of Australia,-33.91975,151.16094,Sydney,Sydney - City and Inner South,2023-08-22
8507,6497,Sydney Secondary College Leichhardt Campus,Balmain Rd,Leichhardt ,2040,9560 2565,leichhardt-h.school@det.nsw.edu.au,https://leichhardt-h.schools.nsw.gov.au,9550 9397,904.0,4.0,37.0,1108,Secondary School,Partially Selective,N,Junior College,Year 7 to Year 10,,N,N,N,Coed,N,1976-01-01,Inner West (A),Balmain,Balmain,Grayndler,Metropolitan South,Iron Cove,St Peters,9582 5800,"Church St, St Peters 2044","South Eastern Sydney, Northern Sydney & Sydney",Sydney,Metropolitan East,Major Cities of Australia,-33.879463,151.159003,Sydney,Sydney - Inner West,2023-08-22
8508,6441,Callaghan College Waratah Campus,Turton Rd,Waratah ,2298,4968 1939,waratah-h.school@det.nsw.edu.au,https://waratah-h.schools.nsw.gov.au,4968 4401,863.0,16.0,21.0,946,Secondary School,Not Selective,N,Junior College,Year 7 to Year 10,,N,N,N,Coed,N,1977-02-01,Newcastle (C),Newcastle,Newcastle,Newcastle,Regional North,Callaghan,Newcastle,4924 9900,"Level 1, 117 Bull St, Newcastle 2300",Hunter New England & Central Coast,Hunter New England,Hunter,Major Cities of Australia,-32.904742,151.729165,Hunter/Central Coast,Newcastle and Lake Macquarie,2023-08-22
8509,49142,Newcastle High School,Park Way Ave,Hamilton,2303,4969 3177,newcastle-h.school@det.nsw.edu.au,https://newcastle-h.schools.nsw.gov.au,4961 2912,1188.9999999999998,11.0,10.0,1027,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1976-01-01,Newcastle (C),Newcastle,Newcastle,Newcastle,Regional North,Newcastle,Newcastle,4924 9900,"Level 1, 117 Bull St, Newcastle 2300",Hunter New England & Central Coast,Hunter New England,Hunter,Major Cities of Australia,-32.931677,151.758378,Hunter/Central Coast,Newcastle and Lake Macquarie,2023-08-22
8510,49105,Merewether High School,Chatham St,Broadmeadow,2303,4969 3855,merewether-h.school@det.nsw.edu.au,https://merewether-h.schools.nsw.gov.au,4961 2246,1069.5,1.0,30.0,1207,Secondary School,Fully Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1977-01-01,Newcastle (C),Newcastle,Newcastle,Newcastle,Regional North,Newcastle,Newcastle,4924 9900,"Level 1, 117 Bull St, Newcastle 2300",Hunter New England & Central Coast,Hunter New England,Hunter,Major Cities of Australia,-32.929684,151.734749,Hunter/Central Coast,Newcastle and Lake Macquarie,2023-08-22
8511,7701,Northern Beaches Secondary College Cromer Campus,South Creek Rd,Cromer ,2099,9981 1155,nbsccromer-h.school@det.nsw.edu.au,https://nbsccromer-h.schools.nsw.gov.au,9982 5398,953.4,2.0,29.0,1036,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1976-01-01,Northern Beaches (A),Wakehurst,Wakehurst,Mackellar,Metropolitan North,The Beaches,Dee Why,9982 0500,"72 Fisher Rd, Dee Why 2099","South Eastern Sydney, Northern Sydney & Sydney",Northern Sydney,Metropolitan North,Major Cities of Australia,-33.737765,151.284453,Northern Sydney,Sydney - Northern Beaches,2023-08-22
8512,47712,Narrabeen Sports High School,10 Namona St,NORTH NARRABEEN,2101,9913 7820,narrabeen-h.school@det.nsw.edu.au,https://narrabeen-h.schools.nsw.gov.au,9913 3526,1000.6,1.0,18.0,1038,Secondary School,Not Selective,N,Sports,Year 7 to Year 12,,N,N,N,Coed,N,1976-01-01,Northern Beaches (A),Pittwater,Pittwater,Mackellar,Metropolitan North,Pittwater,Dee Why,9982 0500,"72 Fisher Rd, Dee Why 2099","South Eastern Sydney, Northern Sydney & Sydney",Northern Sydney,Metropolitan North,Major Cities of Australia,-33.700941,151.298401,Northern Sydney,Sydney - Northern Beaches,2023-08-22
8513,8704,Brisbane Water Secondary College Umina Campus,Veron Rd,Umina ,2257,4341 9066,umina-h.school@det.nsw.edu.au,https://umina-h.schools.nsw.gov.au,4343 1704,865.0,11.0,11.0,965,Secondary School,Not Selective,N,Junior College,Year 7 to Year 9,,N,N,N,Coed,N,1976-01-01,Central Coast (C),Gosford,Gosford,Robertson,Regional North,Brisbane Water,Tuggerah,4348 9100,"14 Pioneer Ave, Tuggerah 2259",Hunter New England & Central Coast,Central Coast,Central Coast,Major Cities of Australia,-33.507421,151.308139,Hunter/Central Coast,Central Coast,2023-08-22
8514,57849,Plumpton High School,Hyatts Rd,Plumpton ,2761,9625 7020,plumpton-h.school@det.nsw.edu.au,https://plumpton-h.schools.nsw.gov.au,9832 1582,1040.0,10.0,53.0,946,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1976-01-01,Blacktown (C),Mount Druitt,Mount Druitt,Chifley,Metropolitan South and West,Eastern Creek,Nirimba,9208 7611,"Building T3C, Nirimba Education Precinct, Eastern Rd, Quakers Hill 2763",Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.748126,150.835498,Western Sydney,Sydney - Blacktown,2023-08-22
8515,46371,Gorokan High School,43 Goobarabah Avenue,LAKE HAVEN,2263,4393 7000,gorokan-h.school@det.nsw.edu.au,https://gorokan-h.schools.nsw.gov.au,4393 1157,932.8,17.0,8.0,933,Secondary School,Partially Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1976-01-01,Central Coast (C),Wyong,Wyong,Dobell,Regional North,Tuggerah Lakes,Tuggerah,4348 9100,"14 Pioneer Ave, Tuggerah 2259",Hunter New England & Central Coast,Central Coast,Central Coast,Major Cities of Australia,-33.242182,151.508233,Hunter/Central Coast,Central Coast,2023-08-22
8516,50685,Cambridge Park High School,Harrow Rd,Cambridge Park ,2747,4731 6722,cambridge-h.school@det.nsw.edu.au,https://cambridge-h.schools.nsw.gov.au,4721 3811,629.0,14.0,20.0,911,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1976-01-01,Penrith (C),Penrith,Londonderry,Lindsay,Metropolitan North,Cambridge Park,Nirimba,9208 7611,"Building T3C, Nirimba Education Precinct, Eastern Rd, Quakers Hill 2763",Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-33.752164,150.732892,Western Sydney,Sydney - Outer West and Blue Mountains,2023-08-22
8517,16223,"Denison College of Secondary Education, Kelso High Campus",88 Boyd Street,Kelso,2795,6331 4544,kelso-h.school@det.nsw.edu.au,https://kelso-h.schools.nsw.gov.au,6332 1678,831.0,17.0,4.0,936,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1976-01-01,Bathurst Regional (A),Bathurst,Bathurst,Calare,Regional North and West,Bathurst,Bathurst,02 6334 8200,"Cnr George and Rocket St, Bathurst 2795","Murrumbidgee, Far West & Western NSW",Western NSW,Western 1,Inner Regional Australia,-33.410541,149.61444,North Western NSW,Central West,2023-08-22
8518,51018,Canowindra High School,Browns Avenue,CANOWINDRA,2804,6344 1305,canowindra-h.school@det.nsw.edu.au,https://canowindra-h.schools.nsw.gov.au,6344 1085,278.0,14.0,np,929,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1976-01-01,Cabonne (A),Orange,Orange,Calare,Rural South and West,Cowra,Orange,02 6392 8400,"Level 1, 60-62 McNamara Lane, Orange 2800","Murrumbidgee, Far West & Western NSW",Western NSW,Western 1,Inner Regional Australia,-33.55892,148.670951,North Western NSW,Central West,2023-08-22
8519,49504,Warialda High School,Apollo Ave,Warialda ,2402,6729 1000,warialda-h.school@det.nsw.edu.au,https://warialda-h.schools.nsw.gov.au,6729 1760,165.6,20.0,np,914,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,Y,1976-01-01,Gwydir (A),Northern Tablelands,Northern Tablelands,Parkes,Rural North,Namoi,Moree,6757 3000,"66-68 Frome St, Moree 2400",Hunter New England & Central Coast,Hunter New England,North Western 1,Outer Regional Australia,-29.547875,150.574806,North Western NSW,New England and North West,2023-08-22
8520,9808,"The Rivers Secondary College, Kadina High Campus",Kadina St,Goonellabah ,2480,6624 3133,kadina-h.school@det.nsw.edu.au,https://kadina-h.schools.nsw.gov.au,6625 2137,310.00000000000006,35.0,7.0,900,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1977-01-01,Lismore (C),Lismore,Lismore,Page,Rural North,Lismore,Goonellabah,6623 5900,"610 Ballina Rd, Goonellabah 2480",Mid North Coast & Northern NSW,Northern NSW,Upper North Coast,Inner Regional Australia,-28.81788,153.33864,North Coast,Richmond - Tweed,2023-08-22
8521,50224,Elderslie High School,48 Hilder Street,ELDERSLIE,2570,4658 1110,elderslie-h.school@det.nsw.edu.au,https://elderslie-h.schools.nsw.gov.au,4658 0219,938.4,6.0,19.0,990,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1977-01-01,Camden (A),Camden,Camden,Hume,Regional South,Camden,Campbelltown,4633 2700,"Cnr Lindesay & Lithgow Streets, Campelltown 2560",South Western Sydney,South Western Sydney,Dharawal,Major Cities of Australia,-34.052603,150.715295,South Western Sydney,Sydney - Outer South West,2023-08-22
8522,50838,Blaxland High School,Coughlan Rd,Blaxland ,2774,4739 4655,blaxland-h.school@det.nsw.edu.au,https://blaxland-h.schools.nsw.gov.au,4739 8237,991.1999999999999,4.0,9.0,1064,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1977-01-01,Blue Mountains (C),Blue Mountains,Blue Mountains,Macquarie,Regional North,Blue Mountains,Nirimba,9208 7611,"Building T3C, Nirimba Education Precinct, Eastern Rd, Quakers Hill 2763",Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-33.754247,150.60859,Western Sydney,Sydney - Outer West and Blue Mountains,2023-08-22
8524,46375,Karabar High School,Donald Rd,Queanbeyan ,2620,6298 4333,karabar-h.school@det.nsw.edu.au,https://karabar-h.schools.nsw.gov.au,6299 3035,986.0,9.0,16.0,1003,Secondary School,Partially Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1977-01-01,Queanbeyan-Palerang Regional (A),Monaro,Monaro,Eden-Monaro,Rural South and West,Queanbeyan,Queanbeyan,02 6200 5000,"Level 1, City Link Plaza, 24-36 Morisset St, Queanbeyan 2620",Illawarra Shoalhaven & Southern NSW,Southern NSW,Upper South Coast,Major Cities of Australia,-35.365337,149.224822,Southern NSW,Capital Region,2023-08-22
8525,49351,Peel High School,88 Gunnedah Rd,Tamworth ,2340,6765 7088,peel-h.school@det.nsw.edu.au,https://peel-h.schools.nsw.gov.au,6765 3506,715.5999999999999,42.0,5.0,847,Secondary School,Partially Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1977-02-01,Tamworth Regional (A),Tamworth,Tamworth,New England,Connected Communities,Connected Communities Team 1,Batemans Bay,4475 3333Â,"30B Orient St, Batemans Bay 2536",Hunter New England & Central Coast,Hunter New England,North Western 2,Inner Regional Australia,-31.099764,150.89299,North Western NSW,New England and North West,2023-08-22
8526,50734,Colo High School,218 Bells Line of Road,NORTH RICHMOND,2754,4571 2011,colo-h.school@det.nsw.edu.au,https://colo-h.schools.nsw.gov.au,4571 3391,837.4000000000001,6.0,8.0,1010,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1978-01-01,Hawkesbury (C),Hawkesbury,Hawkesbury,Macquarie,Regional North,Hawkesbury,Nirimba,9208 7611,"Building T3C, Nirimba Education Precinct, Eastern Rd, Quakers Hill 2763",Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-33.569359,150.708204,Western Sydney,Sydney - Outer West and Blue Mountains,2023-08-22
8527,49670,Toormina High School,Armstrong Drive,Toormina ,2452,6653 3077,toormina-h.school@det.nsw.edu.au,https://toormina-h.schools.nsw.gov.au,6658 2310,740.8,17.0,5.0,934,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1980-01-01,Coffs Harbour (C),Coffs Harbour,Coffs Harbour,Cowper,Regional North and West,Coffs Harbour,Coffs Harbour,6656 6666,"Level 2 (West Wing), Rigby House, 27-29 Duke St, Coffs Harbour 2450",Mid North Coast & Northern NSW,Mid North Coast,Lower North Coast,Inner Regional Australia,-30.351016,153.084399,North Coast,Coffs Harbour - Grafton,2023-08-22
8528,17407,Chifley College Bidwill Campus,Bunya Rd,Bidwill ,2770,9628 2222,bidwill-h.school@det.nsw.edu.au,https://bidwill-h.schools.nsw.gov.au,9628 0359,658.6,23.0,46.0,853,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1977-02-01,Blacktown (C),Mount Druitt,Mount Druitt,Chifley,Metropolitan North,Mount Druitt,Nirimba,9208 7611,"Building T3C, Nirimba Education Precinct, Eastern Rd, Quakers Hill 2763",Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.733854,150.827271,Western Sydney,Sydney - Blacktown,2023-08-22
8530,46498,Newtown High School of Performing Arts,King St,Newtown ,2042,9519 1544,newtown-h.school@det.nsw.edu.au,https://newtown-h.schools.nsw.gov.au,9519 1657,1125.6,2.0,28.0,1131,Secondary School,Not Selective,N,Performing Arts,Year 7 to Year 12,,N,N,N,Coed,N,1990-01-01,Sydney (C),Newtown,Newtown,Sydney,Metropolitan South,Marrickville,Arncliffe,9582 2800,"Cnr Segenhoe & Avenal St, Arncliffe 2205","South Eastern Sydney, Northern Sydney & Sydney",Sydney,Metropolitan East,Major Cities of Australia,-33.899534,151.178338,Sydney,Sydney - City and Inner South,2023-08-22
8531,46387,St Johns Park High School,Mimosa Rd,St Johns Park ,2176,9610 8035,stjohnspk-h.school@det.nsw.edu.au,https://stjohnspk-h.schools.nsw.gov.au,9823 7827,923.5999999999999,3.0,91.0,927,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1978-01-01,Fairfield (C),Cabramatta,Cabramatta,Fowler,Metropolitan South and West,Cowpasture,Glenfield,9203 9900,"Roy Watts Rd, Glenfield 2167",South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.873073,150.892002,South Western Sydney,Sydney - South West,2023-08-22
8532,46508,Leumeah High School,Junction Rd,Leumeah ,2560,46257755,leumeah-h.school@det.nsw.edu.au,https://leumeah-h.schools.nsw.gov.au,4628 5015,718.0,8.0,41.0,949,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1978-01-01,Campbelltown (C),Campbelltown,Macquarie Fields,Macarthur,Metropolitan South and West,St Andrews,Glenfield,9203 9900,"Roy Watts Rd, Glenfield 2167",South Western Sydney,South Western Sydney,Dharawal,Major Cities of Australia,-34.054339,150.84737,South Western Sydney,Sydney - Outer South West,2023-08-22
8533,48722,Terrigal High School,Charles Kay Drive,Terrigal ,2260,4384 4677,terrigal-h.school@det.nsw.edu.au,https://terrigal-h.schools.nsw.gov.au,4385 2469,952.5999999999999,6.0,8.0,1034,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1978-01-01,Central Coast (C),Terrigal,Terrigal,Robertson,Regional North,Brisbane Water,Tuggerah,4348 9100,"14 Pioneer Ave, Tuggerah 2259",Hunter New England & Central Coast,Central Coast,Central Coast,Major Cities of Australia,-33.442167,151.429342,Hunter/Central Coast,Central Coast,2023-08-22
8534,6432,Great Lakes College Forster Campus,2 Cape Hawke Drive,Forster ,2428,6554 6062,glcforster-h.school@det.nsw.edu.au,https://glcforster-h.schools.nsw.gov.au,6555 6904,565.0,18.0,3.0,945,Secondary School,Not Selective,N,Junior College,Year 7 to Year 10,,N,N,N,Coed,N,1978-01-01,Mid-Coast (A),Myall Lakes,Myall Lakes,Lyne,Regional North and West,Great Lakes,Forster,6591 7600,"Middle St, Forster 2428",Hunter New England & Central Coast,Hunter New England,Manning,Inner Regional Australia,-32.215652,152.52788,North Coast,Mid North Coast,2023-08-22
8535,47783,Concord High School,Stanley St,Concord ,2137,9745 3777,concord-h.school@det.nsw.edu.au,https://concord-h.schools.nsw.gov.au,9744 2683,1244.8,2.0,69.0,1068,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1980-01-01,Canada Bay (A),Drummoyne,Drummoyne,Reid,Metropolitan South,Strathfield,St Peters,9582 5800,"Church St, St Peters 2044","South Eastern Sydney, Northern Sydney & Sydney",Sydney,Metropolitan South West,Major Cities of Australia,-33.864062,151.109271,South Western Sydney,Sydney - Inner West,2023-08-22
8536,46376,Narooma High School,Princes Hwy,Narooma ,2546,4476 4377,narooma-h.school@det.nsw.edu.au,https://narooma-h.schools.nsw.gov.au,4476 3953,493.8,16.0,4.0,953,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1979-01-01,Eurobodalla (A),Bega,Bega,Eden-Monaro,Connected Communities,Connected Communities Team 1,Batemans Bay,4475 3333Â,"30B Orient St, Batemans Bay 2536",Illawarra Shoalhaven & Southern NSW,Southern NSW,Lower South Coast,Outer Regional Australia,-36.235506,150.128648,Southern NSW,Capital Region,2023-08-22
8539,6496,Sydney Secondary College Blackwattle Bay Campus,Taylor St,Glebe ,2037,9660 5688,sscbwattle-h.school@det.nsw.edu.au,https://sscbwattle-h.schools.nsw.gov.au,9552 1796,746.4,2.0,38.0,1094,Secondary School,Partially Selective,N,Senior College,Year 11 to Year 12,,N,N,N,Coed,N,1979-01-01,Sydney (C),Balmain,Balmain,Sydney,Metropolitan South,Iron Cove,St Peters,9582 5800,"Church St, St Peters 2044","South Eastern Sydney, Northern Sydney & Sydney",Sydney,Metropolitan East,Major Cities of Australia,-33.875142,151.188357,Sydney,Sydney - City and Inner South,2023-08-22
8540,46394,Marrickville High School,Northcote St,Marrickville ,2204,9569 2444,marrickvil-h.school@det.nsw.edu.au,https://marrickvil-h.schools.nsw.gov.au,9560 3693,540.0,4.0,44.0,1063,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,Y,Coed,N,1979-01-01,Inner West (A),Summer Hill,Summer Hill,Grayndler,Metropolitan South,Marrickville,Arncliffe,9582 2800,"Cnr Segenhoe & Avenal St, Arncliffe 2205","South Eastern Sydney, Northern Sydney & Sydney",Sydney,Metropolitan East,Major Cities of Australia,-33.905781,151.155995,Sydney,Sydney - City and Inner South,2023-08-22
8541,50008,Keira High School,Lysaght St,Fairy Meadow ,2519,4229 4644,keira-h.school@det.nsw.edu.au,https://keira-h.schools.nsw.gov.au,4226 9983,804.1999999999999,4.0,35.0,982,Secondary School,Not Selective,N,Technology,Year 7 to Year 12,,N,N,N,Coed,N,1944-01-01,Wollongong (C),Keira,Keira,Cunningham,Regional South,Wollongong,Wollongong,4247 1007,"Block H, Level 2, 84 Crown Street, Wollongong 2500",Illawarra Shoalhaven & Southern NSW,Illawarra Shoalhaven,Upper South Coast,Major Cities of Australia,-34.405282,150.88651,Southern NSW,Illawarra,2023-08-22
8542,46369,Smiths Hill High School,Gipps St,Wollongong ,2500,4229 4266,smithshill-h.school@det.nsw.edu.au,https://smithshill-h.schools.nsw.gov.au,4226 5104,724.4,np,38.0,1192,Secondary School,Fully Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1979-01-01,Wollongong (C),Wollongong,Wollongong,Cunningham,Regional South,Wollongong,Wollongong,4247 1007,"Block H, Level 2, 84 Crown Street, Wollongong 2500",Illawarra Shoalhaven & Southern NSW,Illawarra Shoalhaven,Upper South Coast,Major Cities of Australia,-34.418889,150.89561,Southern NSW,Illawarra,2023-08-22
8543,6451,Dubbo College Delroy Campus,East St,Dubbo West,2830,6882 7955,delroy-h.school@det.nsw.edu.au,https://delroy-h.schools.nsw.gov.au,6881 8749,624.0,51.0,3.0,828,Secondary School,Not Selective,N,Junior College,Year 7 to Year 10,,N,N,N,Coed,N,1980-01-01,Dubbo Regional (A),Dubbo,Dubbo,Parkes,Regional North and West,Wambuul-Macquarie,Dubbo,02 6883 6300,"Level 2, 37 Carrington Ave, Dubbo 2830","Murrumbidgee, Far West & Western NSW",Western NSW,Western 1,Inner Regional Australia,-32.251619,148.582683,North Western NSW,Far West and Orana,2023-08-22
8544,54977,Lisarow High School,2 The Ridgeway,LISAROW,2250,4328 4599,lisarow-h.school@det.nsw.edu.au,https://lisarow-h.schools.nsw.gov.au,4329 1416,762.1999999999998,7.0,9.0,1008,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1980-01-01,Central Coast (C),The Entrance,The Entrance,Dobell,Regional North,Central Coast,Tuggerah,4348 9100,"14 Pioneer Ave, Tuggerah 2259",Hunter New England & Central Coast,Central Coast,Central Coast,Major Cities of Australia,-33.385327,151.370354,Hunter/Central Coast,Central Coast,2023-08-22
8545,47565,South Sydney High School,2-36 O'Sullivan Avenue,MAROUBRA,2035,9349 3868,sthsydney-h.school@det.nsw.edu.au,https://sthsydney-h.schools.nsw.gov.au,9349 7384,736.0,5.0,46.0,1023,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1953-01-01,Randwick (C),Maroubra,Maroubra,Kingsford Smith,Metropolitan South,Botany Bay,St Peters,9582 5800,"Church St, St Peters 2044","South Eastern Sydney, Northern Sydney & Sydney",South Eastern Sydney,Metropolitan East,Major Cities of Australia,-33.944154,151.234397,Sydney,Sydney - Eastern Suburbs,2023-08-22
8546,51086,Gulgong High School,Belmore Street,GULGONG,2852,6374 1201,gulgong-h.school@det.nsw.edu.au,https://gulgong-h.schools.nsw.gov.au,6374 2360,252.8,23.0,3.0,886,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1981-01-01,Mid-Western Regional (A),Dubbo,Dubbo,Calare,Regional North and West,Mudgee,Dubbo,02 6883 6300,"Level 2, 37 Carrington Ave, Dubbo 2830","Murrumbidgee, Far West & Western NSW",Western NSW,North Western 1,Outer Regional Australia,-32.360172,149.540002,North Western NSW,Central West,2023-08-22
8547,46372,Northlakes High School,Brava Ave,San Remo ,2262,4390 0555,northlake-h.school@det.nsw.edu.au,https://northlake-h.schools.nsw.gov.au,4399 1792,782.5999999999999,18.0,5.0,899,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1981-01-01,Central Coast (C),Swansea,Swansea,Shortland,Regional North,Tuggerah Lakes,Tuggerah,4348 9100,"14 Pioneer Ave, Tuggerah 2259",Hunter New England & Central Coast,Central Coast,Central Coast,Major Cities of Australia,-33.216762,151.513395,Hunter/Central Coast,Central Coast,2023-08-22
8548,49682,Woolgoolga High School,Centenary Drive,Woolgoolga ,2456,6654 1500,woolgoolga-h.school@det.nsw.edu.au,https://woolgoolga-h.schools.nsw.gov.au,6654 1936,817.5999999999999,16.0,13.0,956,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1981-01-01,Coffs Harbour (C),Coffs Harbour,Coffs Harbour,Page,Rural North,Grafton,Grafton,6641 5000,"97 Mary St, Grafton 2460",Mid North Coast & Northern NSW,Mid North Coast,Lower North Coast,Inner Regional Australia,-30.100448,153.190225,North Coast,Coffs Harbour - Grafton,2023-08-22
8550,46467,Fairfield High School,The Horsley Drive,Fairfield ,2165,9727 2111,fairfield-h.school@det.nsw.edu.au,https://fairfield-h.schools.nsw.gov.au,9724 3496,1062.0,1.0,94.0,871,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,Y,Coed,N,1981-01-01,Fairfield (C),Fairfield,Fairfield,McMahon,Metropolitan South and West,Fairfield,Glenfield,9203 9900,"Roy Watts Rd, Glenfield 2167",South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.865214,150.958647,South Western Sydney,Sydney - South West,2023-08-22
8551,56314,Sarah Redfern High School,1 Monaghan Street,Minto,2566,9820 1566,sarahredfe-h.school@det.nsw.edu.au,https://sarahredfe-h.schools.nsw.gov.au,9820 3050,651.0,10.0,63.0,932,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1981-01-01,Campbelltown (C),Macquarie Fields,Macquarie Fields,Macarthur,Metropolitan South and West,St Andrews,Glenfield,9203 9900,"Roy Watts Rd, Glenfield 2167",South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-34.026782,150.85088,South Western Sydney,Sydney - Outer South West,2023-08-22
8552,47855,Crestwood High School,17 Chapel Lane,Baulkham Hills ,2153,9639 7422,crestwood-h.school@det.nsw.edu.au,https://crestwood-h.schools.nsw.gov.au,9686 3462,1011.3,1.0,51.0,1086,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1981-01-01,The Hills Shire (A),Kellyville,Baulkham Hills,Mitchell,Metropolitan North,The Hills,Nirimba,9208 7611,"Building T3C, Nirimba Education Precinct, Eastern Rd, Quakers Hill 2763",Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.743607,150.975672,Western Sydney,Sydney - Baulkham Hills and Hawkesbury,2023-08-22
8553,46510,Macquarie Fields High School,2 Harold St,Macquarie Fields ,2564,9605 3111,macfields-h.school@det.nsw.edu.au,https://macfields-h.schools.nsw.gov.au,9605 3044,1107.6,2.0,85.0,1065,Secondary School,Partially Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1981-01-01,Campbelltown (C),Macquarie Fields,Macquarie Fields,Werriwa,Metropolitan South and West,St Andrews,Glenfield,9203 9900,"Roy Watts Rd, Glenfield 2167",South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.996784,150.884901,South Western Sydney,Sydney - Outer South West,2023-08-22
8554,15117,"Hastings Secondary College, Westport Campus",Findlay Ave,Port Macquarie,2444,026583 6400,hsc-westport-school@det.nsw.edu.au,https://hsc-westport.schools.nsw.gov.au,026584 3527,625.4,19.0,5.0,932,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1981-01-01,Port Macquarie-Hastings (A),Port Macquarie,Port Macquarie,Cowper,Regional North and West,Hastings,Port Macquarie,6586 6900,"Findlay Ave, Port Macquarie 2444",Mid North Coast & Northern NSW,Mid North Coast,Lower North Coast,Inner Regional Australia,-31.435345,152.895386,North Coast,Mid North Coast,2023-08-22
