,博主名称,博主主页,关注数,粉丝数,博文链接,发布内容,Unnamed: 6,图片数量,是否存在图片,是否存在视频,发布时间,转发数,评论数,点赞数,confidence,score,sentiment
374,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1ra5uG8f?uid=2493592183&rl=0#cmtfrm,#除隐患 铸平安##主题教育#【时尚话反诈】近日，长宁公安分局江苏路派出所的民警来到愚园路上的咖啡文化节，将反诈知识巧妙地融入到咖啡文化中，在时尚的咖啡氛围中开启“啡尝安全”的特色反诈宣传。警民直通车_长宁的微博视频,信息类,,,有,05月20日 11:01,1.0,1.0,4.0,0.0864153,0.411113,0
375,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1qZxekHE?uid=2493592183&rl=0#cmtfrm,#除隐患 铸平安##520表白日#【叮，520警察“蜀黍”有话说】在这个充满爱意与浪漫的日子，让我们一起听听金山分局朱泾派出所“蜀黍”们的表白吧！金山警务百事通的微博视频,参与类,,,有,05月20日 10:35,48.0,66.0,107.0,0.993523,0.997086,2
376,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1qXUxWOp?uid=2493592183&rl=0#cmtfrm,#规范行车文明通行# 广大驾驶员们，这些交通手势，你们认识吗？警民直通车-奉贤的微博视频,信息类,,,有,05月20日 10:31,261.0,88.0,239.0,0.165935,0.624671,2
377,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1qLkE91b?uid=2493592183&rl=0#cmtfrm,#除隐患 铸平安#遇到火灾怎么办？通通为你统统解答！#通通为你统统解答# 警民直通车-上海的微博视频,信息类,,,有,05月20日 10:00,1.0,1.0,3.0,0.255031,0.664764,2
378,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1qxx0anM?uid=2493592183&rl=0#cmtfrm,#除隐患 铸平安# 【女贼脱鞋盗窃却“露马脚”】近日，杨浦警方接到辖区居民报警，称睡觉前放在床边的裤子不见了，里面还有500多元现金，怀疑被盗。接报后，通过调阅小区公共视频，民警发现一可疑女子有作案嫌疑。经循线追踪，最终将其抓获。现犯罪嫌疑人金某因涉嫌盗窃罪，已被依法批准逮捕。警民直通车-杨浦的微博视频,信息类,,,有,05月20日 09:26,,1.0,2.0,0.999201,0.000359555,0
379,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1qaO1m3n?uid=2493592183&rl=0#cmtfrm,#早安# 除隐患 铸平安# 【反诈日历】充值收获甜美爱情？充值只会掉进陷阱！@虹口公安分局,信息类,,有,,05月20日 08:30,1.0,9.0,7.0,0.206642,0.642989,2
380,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1lPH8dy2?uid=2493592183&rl=0#cmtfrm,#除隐患 铸平安# #主题教育# 【开展水域模拟警情处突演练】近日，宝山警方联合海警局、海事部门开展水域模拟警情处突演练。有效提高各警种对突发性事件的集结拉动、装备车辆保障、人员到场迅速的反应能力和应急处置能力，有效磨合了与各涉水部门之间的密切配合度，达到了演练的预期效果，为切实提升社会面治安稳控能力起到积极作用。@上海宝山公安,信息类,4.0,有,,05月19日 21:27,106.0,92.0,101.0,0.899447,0.954751,2
381,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1lEJ9gvM?uid=2493592183&rl=0#cmtfrm,#除隐患 铸平安# 【反携手共筑安全线】近日，长宁公安分局周家桥派出所民警联合轨交总队警犬支队民警深入校园开展反恐安全教育活动。期间，民警通过播放宣传卡通、互动问答、发放宣传材料等方式，使师生了解了突发事件发生时的应对方法、逃生技能，进一步提升大家的应变能力和安全防范意识。@警民直通车_长宁,信息类,4.0,有,,05月19日 21:00,,1.0,3.0,0.165618,0.375472,0
382,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1lq7s7R4?uid=2493592183&rl=0#cmtfrm,#除隐患 铸平安# 【蜀黍抓个小偷需要多久？】近日，轨交民警接市民报警称，其价值4000多元的自行车在秀沿路地铁站外被盗。民警迅速开展侦查，通过公共视频发现有一男子在停车场不断徘徊，后将报警人自行车盗走。民警不间断进行公共视频追踪，最终在接报4小时后将其抓获，目前该男子因涉嫌盗窃罪，已被依法刑事拘留。轨交幺幺零的微博视频,信息类,,,有,05月19日 20:24,1.0,1.0,4.0,0.99923,0.000346571,0
383,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1lgnsZ08?uid=2493592183&rl=0#cmtfrm,#暖心警事# 【孩子负气离家出走 蜀黍暖心助力团圆】近日，一孩子与父母争吵后骑车离家出走，家长向普陀公安分局长寿路派出所求助。蜀黍查阅公共视频，一路循线追踪找到孩子，进行了耐心地劝导。在孩子意识到错误后，蜀黍联系上孩子家人，带所照看。考虑到孩子饿了，蜀黍还为他准备了简餐，修理好自行车。最终，孩子在派出所等来了他的妈妈～@警民直通车_普陀,信息类,4.0,有,,05月19日 20:00,51.0,1.0,109.0,0.974812,0.988665,2
384,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1laO3mBe?rl=0#cmtfrm,#除隐患 铸平安# 【徐汇警方全力做好“申花对阵国安”中超安保工作】5月19日，上海体育场迎来了2023赛季“上海申花VS北京国安”的比赛。为确保本场赛事顺利开展，徐汇警方提前谋划、研判，从治安、交通等方面制定完善安保工作预案，确保赛事前后赛场内外平安有序。,信息类,9.0,有,,05月19日 19:46,4.0,4.0,5.0,0.976793,0.989557,2
385,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1ldr8U5d?uid=2493592183&rl=0#cmtfrm,#除隐患 铸平安# 【徐汇警方全力做好“申花对阵国安”中超安保工作】5月19日，上海体育场迎来了2023赛季“上海申花VS北京国安”的比赛。为确保本场赛事顺利开展，徐汇警方提前谋划、研判，从治安、交通等方面制定完善安保工作预案，确保赛事前后赛场内外平安有序。,信息类,9.0,有,,05月19日 19:52,,,4.0,0.976793,0.989557,2
386,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1la1ztvv?uid=2493592183&rl=0#cmtfrm,#除隐患 铸平安# 【反诈意式 啡常重要】5月18日至21日，汇集上百家品牌咖啡的首届“#西岸国际咖啡生活节# ”在徐汇滨江公共开放空间和油罐公园火热上线。徐汇警方除了做好活动安保工作，也为咖啡香注入了反诈元素——“美式加冰 网恋小心”、“卡布奇诺醇香 卡号密码保密”这杯反诈咖啡，你喝了吗！ @警民直通车-徐汇站,信息类,6.0,有,,05月19日 19:44,2.0,1.0,2.0,0.413456,0.263945,0
387,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1l2YyDcI?uid=2493592183&rl=0#cmtfrm,#除隐患 铸平安# 【反诈宣传进社区 警民织密“防骗网”】近日，青浦公安分局徐乐路派出所与沈巷派出所组织民警至辖区开展反诈宣传。民警与反诈劝导队队员耐心讲解各种诈骗手法并指导居民、企业员工等下载国家反诈中心APP。进一步增强了群众防骗反诈意识。青浦警坛的微博视频,信息类,,,有,05月19日 19:27,,1.0,3.0,0.99925,0.0003377,0
388,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1kL7jZuF?uid=2493592183&rl=0#cmtfrm,#除隐患 铸平安# 【消防演练 防患未“燃”】为增强辖区群众的安全防火意识，近日，上海松江公安各派出所联合消防部门至居民区开展消防演练活动。通过模拟火情应对处置，提高辖区群众紧急疏散逃生、火情场景应对的能力和水平。@警民直通车-松江,信息类,4.0,有,,05月19日 18:43,,1.0,1.0,0.383905,0.722757,2
389,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1kh59J8k?uid=2493592183&rl=0#cmtfrm,#暖心警事# 【环卫车辆起火 辅警紧急驰援】一辆环卫车在行驶时突然起火，不知情的驾驶员仍在道路上行驶。正在附近巡逻的上海松江公安辅警发现这一情况后立即将车辆拦停，使用环卫车携带的灭火器扑灭明火，为防止死灰复燃，又利用路边的消防栓将火情彻底扑灭。警方提示 高温天气来袭，驾驶车辆时切勿将易燃、易爆等危险物品存放至车内，以免温度过高产生火灾隐患。警民直通车-松江的微博视频,信息类,,,有,05月19日 17:29,1.0,1.0,1.0,0.681411,0.143365,0
390,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1k5jl2Bm?uid=2493592183&rl=0#cmtfrm,#除隐患 铸平安# 【深度美颜，她定了假身份证……】为给自己“减龄”、更改户籍，增加在男友心中的地位，女子吴某在网上“私人定制”了两张假身份证……近日，普陀警方从查获的一起购买伪造居民身份证案件着手深挖，成功对一伪造、买卖身份证、房产证等其他国家机关证件黑色产业链进行了全链条、全环节的精准打击！警民直通车_普陀的微博视频,信息类,,,有,05月19日 17:00,50.0,1.0,109.0,0.448205,0.248308,0
391,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1jYu81C9?uid=2493592183&rl=0#cmtfrm,#暖心警事# 【天空精灵又飞翔啦！！】近日，崇明三只野生鸟类相继被市民和民警救助。其中，两只为“三有”保护动物，一只为二级野生保护动物。警秀崇明的微博视频,信息类,,,有,05月19日 16:43,206.0,139.0,144.0,0.978044,0.99012,2
392,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1jUL94Ep?uid=2493592183&rl=0#cmtfrm,#除隐患 铸平安#【家中惊现一米长蛇……】近日，金山分局蒙山路派出所接到群众求助称，家中有蛇出没。两名正在附近巡逻的辅警第一时间赶至现场处置，发现是一条一米长的菜花蛇，两人将其成功抓捕后带至偏僻河道放生。警方提醒：居民如遇蛇类闯入家中，切勿擅自捕捉或驱赶，应第一时间向警方求助，以免造成不必要的人身伤害。金山警务百事通的微博视频,信息类,,,有,05月19日 16:34,44.0,123.0,209.0,0.878124,0.054844,0
393,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1jGXBsMy?uid=2493592183&rl=0#cmtfrm,#除隐患 铸平安# 【反诈小剧场：反诈“三心法则”】兼职赚钱？小心有诈！宝山警方为您送上反诈“三心法则”：天上不会掉馅饼，不要有“贪心”。遇事沉着冷静，一定多“留心”。及时接听“96110”全国反诈劝阻专线，送您一颗“放心”。全民反诈，你我同行！上海宝山公安的微博视频,信息类,,,有,05月19日 16:00,107.0,90.0,96.0,0.993944,0.00272519,0
394,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1jwucAna?uid=2493592183&rl=0#cmtfrm,#除隐患 铸平安#【上海崇明警方破获一起非法经营案】近日，上海崇明警方打掉一个网络虚假刷单团伙，抓获涉案人员13人，扣押作案手机40部、电脑20台，涉及全国6个省市，涉案金额达5000余万元。@警秀崇明,信息类,4.0,有,,05月19日 15:34,208.0,141.0,147.0,0.988483,0.00518253,0
395,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1jvZsC5y?uid=2493592183&rl=0#cmtfrm,#主题教育##公安心向党 护航新征程# 牢记嘱托，上海公安经侦部门学思悟践砥砺奋进！@上海经侦ECID,信息类,6.0,有,,05月19日 15:32,,1.0,3.0,0.924226,0.965902,2
396,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1juMjPID?uid=2493592183&rl=0#cmtfrm,#除隐患 铸平安# #全民反诈在行动# 预警到人，劝阻到心！青浦公安组建反诈劝导队，构筑全民反诈防线！青浦警坛的微博视频,信息类,,,有,05月19日 15:30,,1.0,2.0,0.93962,0.027171,0
397,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1jiBm0jS?uid=2493592183&rl=0#cmtfrm,#除隐患 铸平安# 近日，杨浦公安分局长海路派出所民警走进社区，针对老年群体开展反诈宣传。民警结合真实的诈骗案例，用老年人通俗易懂的话语，为群众讲解养老诈骗常见陷阱，守护好百姓“钱袋子”。警民直通车-杨浦的微博视频,信息类,,,有,05月19日 15:00,212.0,1.0,242.0,0.987811,0.00548505,0
398,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1j6qpfLD?uid=2493592183&rl=0#cmtfrm,#除隐患 铸平安# 【先酒驾，后逃逸，原因只为“争口气”？】酒后在电话中与好友发生争执，一怒之下竟驱车前往外省与其“当面对质”？到头来把车送进了修理厂，把自己送进了公安局，落得刑事拘留的下场，值得吗？警民直通车_长宁的微博视频,信息类,,,有,05月19日 14:30,,1.0,1.0,0.99663,0.0015167,0
399,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1iUfo7Lp?uid=2493592183&rl=0#cmtfrm,#除隐患 铸平安# 【闯红灯不承认，结果……】“同志你好，跟你告知一下，你在老沪闵路罗香路路口闯红灯过来的。”“我没有闯呀，没有闯……”结果如何？请回看VCR！警民直通车-徐汇站的微博视频,信息类,,,有,05月19日 14:00,,2.0,6.0,0.984651,0.00690694,0
400,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1iI50NYJ?uid=2493592183&rl=0#cmtfrm,#除隐患 铸平安# 【偷前先拍照…因职业习惯露出“马脚”】看房拍照时发现业主的餐柜上摆着两枚钻戒，他竟伸出了“贼手”。出于职业习惯，他还顺手给戒指拍了照，最终露出“马脚”......警民直通车-闵行的微博视频,信息类,,,有,05月19日 13:30,,1.0,3.0,0.000898573,0.449596,0
401,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1ivTqfr9?uid=2493592183&rl=0#cmtfrm,#除隐患 铸平安#【猫鼠“游戏”，急速5小时】近日，外滩派出所接110警情称本辖区某住房内发生入室盗窃案。经查，狡猾的嫌疑人在短时间内辗转于各个不同的场所，与蜀黍上演了一场“猫鼠游戏”。最终，在案发5小时内，民警将犯罪嫌疑人抓获归案。阳光外滩的微博视频,信息类,,,有,05月19日 13:00,55.0,50.0,55.0,0.861491,0.062329,0
402,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1inre9wu?uid=2493592183&rl=0#cmtfrm,#除隐患 铸平安# 近日，虹口公安分局北外滩派出所组织民警至辖区国家电网会同其工作人员一道开展“三电”设施安全保护宣传活动，通过发放宣传资料、案例讲解等方式，耐心细致讲解了相关知识，切实提高了人民群众自觉保护“三电”设施安全，提升防范能力，确保辖区持续安全稳定。@虹口公安分局,信息类,4.0,有,,05月19日 12:39,2.0,1.0,2.0,0.954224,0.979401,2
403,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1ilzaTZK?uid=2493592183&rl=0#cmtfrm,第四届上海创新创业青年50人论坛有何看点？他们这样说 网页链接,信息类,,有,,05月19日 12:34,,2.0,2.0,0.967647,0.0145589,0
404,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1ilkFVR9?uid=2493592183&rl=0#cmtfrm,近三年上海人才保有量全国占比第一，青年人如何引领未来产业近三年上海人才保有量全国占比第一，青年人如何引领未来产业,信息类,,有,,05月19日 12:33,1.0,1.0,1.0,0.975796,0.989108,2
405,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1il43Oz7?uid=2493592183&rl=0#cmtfrm,【“上海对青年人处处是希望”】上海的城市发展史，也是一部青年创新创业的奋斗史。当前，上海正努力建设青年发展型城市，用心打造青年为之向往、皆有可为的希望之城，助力青年与城市双向奔赴、双向赋能、相互成就。在第四届上海创新创业青年50人论坛即将召开之际，我们邀请多位在上海创新创业追逐梦想的青年企业家，围绕青年对城市的意义、青年如何实现更好发展、城市给予青年哪些支持等话题，畅谈关于上海建设青年发展型城市的思考。网页链接,信息类,,有,,05月19日 12:33,3.0,1.0,1.0,0.999054,0.999574,2
406,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1ikoaBxy?uid=2493592183&rl=0#cmtfrm,上海向未来，等你一起来——写在2023“青年50人论坛”开幕之际 网页链接,信息类,,有,,05月19日 12:31,,1.0,1.0,0.0795803,0.585811,2
407,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1ijIriGy?uid=2493592183&rl=0#cmtfrm,#除隐患 铸平安# 【安全防范集中宣传】近日，杨浦公安分局四平路派出所组织民警深入社区，通过发放宣传资料、开展知识讲座的形式，从反诈、消防、交通安全等角度对辖区居民开展集中宣传，切实提高大家安全防范意识。警民直通车-杨浦的微博视频,信息类,,,有,05月19日 12:30,1.0,1.0,1.0,0.863604,0.0613782,0
408,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1i7xvEAa?uid=2493592183&rl=0#cmtfrm,#暖心警事#【手划皮划艇遇困 紧急救援！】新手第一次尝试手划皮划艇，就遇上恶劣天气被困湖中？别害怕，蜀黍来帮你！警方提示：广大市民在进行户外运动时，要注意保护自身安全，如发生意外请及时报警！警民直通车-奉贤的微博视频,信息类,,,有,05月19日 12:00,257.0,89.0,243.0,0.781058,0.901476,2
409,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1i0dmyri?uid=2493592183&rl=0#cmtfrm,“闯上海 创巅峰”，上海正在为创新创业青年厚植发展沃土。第四届上海创新创业青年50人论坛将于5月20日在沪举行，本届论坛以“未来产业引领未来”为主题，聚焦上海“3+6”产业体系等五大未来产业。网页链接,信息类,,有,,05月19日 11:41,,1.0,1.0,0.992215,0.996497,2
410,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1hZsALHh?uid=2493592183&rl=0#cmtfrm,【啥样的城市，能吸引“千里马”竞相奔腾？】中新网上海5月18日电 (记者 范宇斌)常言道：“千里马常有，而伯乐不常有。”在新一轮城市“招贤纳士”热潮中，千里马如何竞相奔腾，找到自己心仪的伯乐之城。 『啥样的城市，能吸引“千里马”竞相奔腾？』网页链接,信息类,,有,,05月19日 11:40,,1.0,1.0,0.155146,0.619816,2
411,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1hVmtpHk?uid=2493592183&rl=0#cmtfrm,#暖心警事# 【“我在这里上班”...】凭着记忆回家，老奶奶走错了地方，好心的外卖小哥帮其拨打了110求助电话。见到民警后，老奶奶坚称自己是在这里上班，殊不知，这其实是她早已拆迁的旧住址.....警民直通车-静安的微博视频,信息类,,,有,05月19日 11:30,7.0,37.0,20.0,0.753053,0.888874,2
412,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1hJbwGa3?uid=2493592183&rl=0#cmtfrm,#暖心警事# 【喝酒一时爽，喝醉路边躺】老人倒地不起，身旁竟放着一桶5升装的白酒，其四分之一早已下肚。好酒量也禁不起这么个“喝法”！民警见状，赶忙拨打120......警民直通车-奉贤的微博视频,信息类,,,有,05月19日 11:00,255.0,92.0,250.0,0.202238,0.358993,0
413,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1gF3fIP3?rl=0#cmtfrm,【习近平和彭丽媛为出席中国－中亚峰会的中亚国家元首夫妇举行欢迎仪式和欢迎宴会并共同观看演出】#学习强警# 5月18日晚，国家主席习近平和夫人彭丽媛在陕西省西安市大唐芙蓉园为出席中国-中亚峰会的中亚国家元首夫妇举行欢迎仪式和欢迎宴会。宴会后，习近平夫妇同贵宾们共同观看中国同中亚国家人民文化艺术年暨中国－中亚青年艺术节开幕式演出。这是习近平夫妇在紫云楼前同贵宾合影留念。 习近平和彭丽媛为出席中国－中亚峰会的中亚国家元首夫妇举行欢迎仪式,信息类,,,,05月19日 08:17,242.0,8.0,14.0,0.997713,0.998971,2
414,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1hBcyBuF?uid=2493592183&rl=0#cmtfrm,【习近平和彭丽媛为出席中国－中亚峰会的中亚国家元首夫妇举行欢迎仪式和欢迎宴会并共同观看演出】#学习强警# 5月18日晚，国家主席习近平和夫人彭丽媛在陕西省西安市大唐芙蓉园为出席中国-中亚峰会的中亚国家元首夫妇举行欢迎仪式和欢迎宴会。宴会后，习近平夫妇同贵宾们共同观看中国同中亚国家人民文化艺术年暨中国－中亚青年艺术节开幕式演出。这是习近平夫妇在紫云楼前同贵宾合影留念。 习近平和彭丽媛为出席中国－中亚峰会的中亚国家元首夫妇举行欢迎仪式,信息类,,,,05月19日 10:40,2.0,,2.0,0.997713,0.998971,2
415,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1gvY2eRU?rl=0#cmtfrm,【习近平同吉尔吉斯斯坦总统扎帕罗夫会谈】#学习强警# 5月18日，国家主席习近平在西安同来华出席中国—中亚峰会并进行国事访问的吉尔吉斯斯坦总统扎帕罗夫会谈。 习近平指出，欢迎扎帕罗夫总统来华出席中国—中亚峰会并进行国事访问。去年我们两度会面，就中吉关系和两国各领域合作达成重要共识。这些共识正在得到有效落实，为两国关系发展注入强劲动力。你就职以来励精图治，发展经济，改善民生，推动各派政治力量和解，得到广大吉尔吉斯斯坦人民拥护和支持。相信在你领导下，吉尔吉斯斯坦各项事业一定会不断取得新成就。 中吉关系已经走过31年发展历程，中方愿同吉方构建睦邻友好、共享繁荣的中吉命运共同体，开展全方位合作，助力两国发展振兴。 人民日报的微博视频,信息类,,,有,05月19日 07:54,171.0,6.0,5.0,0.99777,0.998996,2
416,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1hB8plTV?uid=2493592183&rl=0#cmtfrm,【习近平同吉尔吉斯斯坦总统扎帕罗夫会谈】#学习强警# 5月18日，国家主席习近平在西安同来华出席中国—中亚峰会并进行国事访问的吉尔吉斯斯坦总统扎帕罗夫会谈。 习近平指出，欢迎扎帕罗夫总统来华出席中国—中亚峰会并进行国事访问。去年我们两度会面，就中吉关系和两国各领域合作达成重要共识。这些共识正在得到有效落实，为两国关系发展注入强劲动力。你就职以来励精图治，发展经济，改善民生，推动各派政治力量和解，得到广大吉尔吉斯斯坦人民拥护和支持。相信在你领导下，吉尔吉斯斯坦各项事业一定会不断取得新成就。 中吉关系已经走过31年发展历程，中方愿同吉方构建睦邻友好、共享繁荣的中吉命运共同体，开展全方位合作，助力两国发展振兴。 人民日报的微博视频,信息类,,,有,05月19日 10:40,,,2.0,0.99777,0.998996,2
417,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1gvB1z8A?rl=0#cmtfrm,【#以学增智要学到三种本领提升三种能力#】#学习强警# 主题教育是今年的一件大事，目的是要在以学铸魂、以学增智、以学正风、以学促干上见实效。在陕西西安，习近平总书记具体阐述了如何以学增智。总书记说，以学增智，就是要从党的科学理论中悟规律、明方向、学方法、增智慧。主要包括学到看家本领、兴党本领、强国本领，不断提升政治能力、思维能力和实践能力。知行合一、学以致用。以学增智，落脚点还是在见实效上，才能不断推动主题教育走深走实。 央视新闻的微博视频,信息类,,,有,05月19日 07:53,178.0,6.0,5.0,0.999554,0.999799,2
418,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1hB3sn7Y?uid=2493592183&rl=0#cmtfrm,【#以学增智要学到三种本领提升三种能力#】#学习强警# 主题教育是今年的一件大事，目的是要在以学铸魂、以学增智、以学正风、以学促干上见实效。在陕西西安，习近平总书记具体阐述了如何以学增智。总书记说，以学增智，就是要从党的科学理论中悟规律、明方向、学方法、增智慧。主要包括学到看家本领、兴党本领、强国本领，不断提升政治能力、思维能力和实践能力。知行合一、学以致用。以学增智，落脚点还是在见实效上，才能不断推动主题教育走深走实。 央视新闻的微博视频,信息类,,,有,05月19日 10:39,,,1.0,0.999554,0.999799,2
419,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1gusrkvm?rl=0#cmtfrm,【#习近平会见土库曼斯坦总统#】#学习强警# 18日，国家主席习近平在西安会见来华出席#中国—中亚峰会#的土库曼斯坦总统别尔德穆哈梅多夫。 习近平指出，欢迎别尔德穆哈梅多夫总统来华出席中国—中亚峰会。今年1月你对中国成功进行国事访问，我们一道宣布将两国关系提升为全面战略伙伴关系，在双边层面践行命运共同体，翻开中土关系发展新篇章。 今年是中国全面贯彻中共二十大精神的开局之年。中国共产党将团结带领全国人民，以中国式现代化全面推进中华民族伟大复兴。不久前，土库曼斯坦成功举行新一届议会选举，顺利完成国内重大政治议程，在你领导下朝着“强国的新时代复兴”目标迈进。 中土建交31年来，两国始终秉持相互尊重、互利共赢原则进行友好合作。中土关系发展潜力巨大，前景广阔。中方愿同土方一道努力，把两国关系不断向前推进，更好造福两国人民。（总台记者史伟 王晓东） 央视新闻的微博视频,信息类,,,有,05月19日 07:50,163.0,4.0,5.0,0.995095,0.997793,2
420,警民直通车-上海,https://weibo.cn/shanghaipolice?gid=10001,1413,509.4万,https://weibo.cn/comment/N1hAYD49P?uid=2493592183&rl=0#cmtfrm,【#习近平会见土库曼斯坦总统#】#学习强警# 18日，国家主席习近平在西安会见来华出席#中国—中亚峰会#的土库曼斯坦总统别尔德穆哈梅多夫。 习近平指出，欢迎别尔德穆哈梅多夫总统来华出席中国—中亚峰会。今年1月你对中国成功进行国事访问，我们一道宣布将两国关系提升为全面战略伙伴关系，在双边层面践行命运共同体，翻开中土关系发展新篇章。 今年是中国全面贯彻中共二十大精神的开局之年。中国共产党将团结带领全国人民，以中国式现代化全面推进中华民族伟大复兴。不久前，土库曼斯坦成功举行新一届议会选举，顺利完成国内重大政治议程，在你领导下朝着“强国的新时代复兴”目标迈进。 中土建交31年来，两国始终秉持相互尊重、互利共赢原则进行友好合作。中土关系发展潜力巨大，前景广阔。中方愿同土方一道努力，把两国关系不断向前推进，更好造福两国人民。（总台记者史伟 王晓东） 央视新闻的微博视频,信息类,,,有,05月19日 10:39,,,1.0,0.995095,0.997793,2
