id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id
4809358712246720,M3VsH9qtq,5880983797,路人斯_,一张图告诉你普通人和富人面对疫情的思维差别。我有两套房，两个业主群，图1⃣️刚需房，今天一整天在群里探讨如何封闭小区，明明是没有任何确诊病例的低风险开放式小区，最后业主自己喊把自己封控起来，真的喊了保安和自愿者去守住各个道闸，不让自己出去。明明已经很糟了，还自己给自己添堵，这是什么思维？我理解不了，第一次见，开眼界了。👏图2⃣️大平层邻居，对已经发生的事情无力改变的事情，平静地接受，但跳出来去思考逆境中我有什么机会——平时约不到的医疗资源，利用大家都不能出门的静默期错峰去约，事半功倍。很牛的逆向思维👍所以过得差、生活糟糕都是自己作的,,,,,15,20,101,2022-09-02 21:05,iPhone 11,"['https://wx3.sinaimg.cn/large/006q00xnly1h5skd9olm0j32dr36aary.jpg', 'https://wx3.sinaimg.cn/large/006q00xnly1h5sjxkmh4rj30l20sg77f.jpg']",,
4809346686390121,M3V9iqOmt,5092890473,追星阿姨李纳尼,#李易峰直播#好暖心的峰哥李易峰因为疫情去不了活动现场，还开了直播跟粉丝说抱歉，好宠啊，这波是跟粉丝双向奔赴了L追星阿姨李纳尼的微博视频,,,,李易峰直播,380,94,1557,2022-09-02 20:17,微博视频号,,"http://f.video.weibocdn.com/o0/D6aFMQ2plx07YU1ZMzJ6010412006MjC0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1670242423&ssig=emKsMkmP1V&KID=unistore,video",
4809348485748822,M3Vcco7wW,2461590813,贝叶斯Bayes,#深圳全城静默管理系严重误读#然后#深圳分区静默#就来了！深圳：我不封城！各区：那我们封自己！从市到区，精准静默！这进步也算挺大的。希望这一轮深圳疫情早点过去吧，真的累了。,,,,"深圳全城静默管理系严重误读,深圳分区静默",7,18,57,2022-09-02 20:24,,"['https://wx1.sinaimg.cn/large/92b8e51dgy1h5sj2gvc1jj20of0djjt7.jpg', 'https://wx1.sinaimg.cn/large/92b8e51dgy1h5sj5meia9j20tz1y5k0u.jpg', 'https://wx2.sinaimg.cn/large/92b8e51dgy1h5sjk9qnozj20ps0e53z1.jpg']",,
4809362599578908,M3VyXEbUw,1222239070,广州拍客,#广州疫情防控#住荔湾老城区，傍晚接到通知要全员做核酸检测，晚饭后出去散步路过这里见排队人不多，进去排队十几分钟就搞掂。中秋节快到了，希望一切都好起来，大家开开心心过中秋！#一拍了之##广州疫情##广州城事##城西夜话#L广州拍客的微博视频,,广州,,"广州疫情防控,一拍了之,广州疫情,广州城事,城西夜话",13,24,70,2022-09-02 21:21,微博视频号,,"http://f.video.weibocdn.com/u0/pus7nIoXgx07YU6hVd9S01041200kzZe0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1670242423&ssig=XUYoDYElmH&KID=unistore,video",
4809371860601866,M3VNU2wzw,2311331195,深圳地铁,【运营公告】根据新冠疫情防控需要，2022年9月3日0时至9月4日24时，深圳地铁所辖线路运营做如下调整：1.6号线长圳站至薯田埔站区段各站（含长圳站、薯田埔站）及8号线深外高中站、盐田路站实施有限度运营，运营服务时间为早上8点至晚上21点，行车间隔约30分钟，各站点开放两个出入口通行；2.其它线路及6、8号线其它区段各站停止运营服务。【温馨提示】请市民乘客合理做好出行安排，配合工作人员验码及测温，并全程佩戴口罩。给您出行带来不便，我们深表歉意！#深圳地铁#,,,,深圳地铁,127,630,2557,2022-09-02 21:57,iPhone客户端,,,
4808994445855064,M3LZaozaw,7296653886,jksfjsjxbjjd,#江西疫情##贵溪疫情##江西鹰潭方舱隔离条件堪忧##鹰潭疫情#疫情已经从鹰潭蔓延到了周边城市，宜春，上饶，甚至距离更远的吉安都沦陷了，再这样下去整个江西都要被感染，我在赣州，目前为止还没有新冠出现，但最近也是人心惶惶，最近开学全民都做了核酸，真心希望疫情尽快控制住，我要去鹰潭读书，现在开学遥遥无期，据说至少要国庆放假之后了,,,,"江西疫情,贵溪疫情,江西鹰潭方舱隔离条件堪忧,鹰潭疫情",11,154,473,2022-09-01 20:58,Redmi K40S,"['https://wx3.sinaimg.cn/large/007XO0ZUgy1h5rehpo0dwj30qy0v940q.jpg', 'https://wx4.sinaimg.cn/large/007XO0ZUgy1h5rehswmmwj30i30qawj9.jpg']",,
4808987961197515,M3LOI51wL,1523766213,成都发布,#小布播报#疫情期间省医院六大措施为你的健康护航！（来源：四川省人民医院）,,,,小布播报,17,23,53,2022-09-01 20:32,,['https://wx2.sinaimg.cn/large/001F7zcply1h5rdr0hu4kj60u03tne2b02.jpg'],,
4808993631378062,M3LXR5MuO,2487830357,吉林乌拉圈,【#吉林往返长春走高速出行要求#】最新！出长春需要24小时核酸，没有24小时，高速口现做核酸。进入吉林只要你是从长春来的，无论多长时间核酸，全部高速口做核酸！#吉林疫情#L吉林乌拉圈的微博视频,,长春·长吉高速入口,,"吉林往返长春走高速出行要求,吉林疫情",16,33,72,2022-09-01 20:54,吉林市超话,,"http://f.video.weibocdn.com/o0/c1ocgjSJlx07YStDYvk401041200ekVc0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1670242438&ssig=OycCHsy48s&KID=unistore,video",
4808979886905575,M3LBGsYsf,1919955065,西南铁路,#成铁微提示#根据疫情防控需要以及客流变化情况，铁路部门于9月1日起临时调整成都地区列车开行方案，车次调整情况请以12306网站（手机APP）、车站公告为准。截至9月1日18时，部分停运车次如下：2022年9月2日至9月4日，成都东至峨眉山C6251次、峨眉山至成都南C6258次、成都南至宜宾西C5653次、宜宾西至成都东C5656次、成都东至内江北G8691次、内江北至德阳G8694次、德阳至重庆西G8695次、重庆西至成都东C6006次、成都东至峨眉山C6273次、成都西至雅安C6607次、雅安至成都西C6616次、成都西至邛崃C6623次、邛崃至成都西C6628次、雅安至成都西C6612次、成都西至雅安C6619次、离堆公园至成都C5580次、成都至彭州C6051次、成都至青城山C6101次、宜宾西至成都南C5652次、成都南至六盘水C5973次、六盘水至成都东C5988次、成都东至江油C6206次、泸州至西安北G1574次、西安北至泸州G1573次、成都东至贵阳北C9187次，贵阳北至成都南C9158次、成都南至宜宾西C9159次、宜宾西至成都东C9186次停运。2022年9月2日至9月5日，成都东至成都东C6045/6次、成都东至成都东C6017/8次、成都东至贵阳北C6009次、德阳至双流机场C6325次、双流机场至德阳C6324次、德阳至成都东C6223次、雅安至成都西C6602次、成都西至邛崃C6609次、邛崃至成都西C6610次、成都西至雅安C6627次、雅安至成都西C6652次、成都西至雅安C6659次、雅安至成都西C6666次、贵阳北至成都东C5992次停运。2022年9月2日至9月6日，贵阳北至贵阳北C6048/7次、雅安至成都西C6604次、成都西至雅安C6611次停运。铁路部门提醒旅客朋友关注铁路微博、密切留意站车广播通知及电子显示屏等平台信息，或通过铁路12306APP、客服电话查询列车停运以及开行信息，以免耽误行程。因列车运行调整，给您出行带来不便，敬请谅解。乘车时，请配合做好体温检测，主动出示健康绿码、24小时核酸检测阴性证明，自觉佩戴口罩，保持一米安全距离，听从工作人员引导，有序进站乘车。已购买停运列车车票的旅客，可于票面乘车日期起30日内（含当日）办理退票手续。在12306网站购买车票的旅客，如尚未换取纸质车票（报销凭证），可在网站直接办理退票；已换取纸质车票（报销凭证）的旅客，请到车站窗口办理退票，以上均不收取退票费。,,,,成铁微提示,26,68,125,2022-09-01 20:00,微博 weibo.com,,,
4808982931703855,M3LGB79fx,2489610225,天津发布,【直播结束：第188场天津市新型冠状病毒肺炎疫情防控工作新闻发布会】市疾病预防控制中心主任、市卫生健康委副主任韩金艳，市文旅局副局长陈冰出席发言。L天津发布的微博视频,,,,,9,386,195,2022-09-01 20:12,微博视频号,,"http://live.video.weibocdn.com/b2a71a18-d8bf-476a-8d5c-3339341da283_index.m3u8?ori=0&ps=1BVp4ysnknHVZu&Expires=1670242438&ssig=KVT7VeS%2FqM&KID=unistore,video",
4809022958477657,M3MJ9zzqp,5236032763,科技事儿,#巴黎贝甜疫情期间无证生产被罚58万#难怪上海疫情初期，京东进不了上海，京东小哥不惜用自杀式物流支援上海。这回懂了,,,,巴黎贝甜疫情期间无证生产被罚58万,7,10,135,2022-09-01 22:51,拯救者 Y90 双擎风冷,"['https://wx3.sinaimg.cn/large/005IlRjlgy1h5rhqmm4cbj30hs0kjgn7.jpg', 'https://wx2.sinaimg.cn/large/005IlRjlgy1h5rhp3beooj30qo0qoadp.jpg', 'https://wx2.sinaimg.cn/large/005IlRjlgy1h5rhrn1tjdj30hi0hita6.jpg']",,
4809009645224517,M3MnGlV8p,5687780671,cczfdsb,#长春疫情#长春可真是没好得瑟，又车展，又农博会，又航空展，这展那展的，这回好了，搁家展吧。,,,,长春疫情,3,40,208,2022-09-01 21:58,iPhone客户端,,,
4809003659428680,M3Me1DyPu,1676664091,华杉2009,#疫情时的大一新生大四了#大学的意义，不在于教学，而是把有知识、有理想的年轻人召集在一起，让他们共同生活一段时间。大学生活没了，也就等于没上过大学。,,,,疫情时的大一新生大四了,43,18,242,2022-09-01 21:34,iPhone 12 Pro,,,
4809006248106556,M3Micy0SU,1656831930,环球资讯,【西方国家“躺平式”抗疫的灾害级“疗效”】日本多家医院发布声明，称这一波新冠肺炎疫情蔓延已达“灾害级别”；英媒报道，今年夏天英国新冠死亡人数为去年同期近两倍……这些事实表明：西方国家“躺平式”抗疫，带来了灾害级“疗效”，“躺”出了疫情失控，“躺”出了社会失序，“躺”出了民众失去生命。看↓O西方国家躺平式抗疫的灾害级“疗效”,,,,,12,6,26,2022-09-01 21:44,微博 weibo.com,,,
4818730658041116,M7RgJxJRq,1229253383,财入门,这个疫情真的改变了人们的很多习惯，也改变了人们的很多观念，以前我们觉得现在交通那么便利，通信那么便利，走的远一点到其他城市到其他省，甚至到其他国家也没什么，放假的时候，买个机票或者买个高铁票就回家了，疫情彻底改变了人们的这种想法。即使你在北京上班，家在河北廊坊，也不是想回家就能回家的。昆明这一轮又开始了，太原也出了病例，很多人的假期计划全都泡汤了。#太原疫情防控#,,,,太原疫情防控,11,154,997,2022-09-28 17:46,,"['https://wx3.sinaimg.cn/large/4944eb07ly1h6mgkiw47fj20qo13ugoa.jpg', 'https://wx1.sinaimg.cn/large/4944eb07ly1h6mgkjfs7cj20qo1cgjul.jpg', 'https://wx4.sinaimg.cn/large/4944eb07ly1h6mgkjs6x5j20qo177wfj.jpg', 'https://wx1.sinaimg.cn/large/4944eb07ly1h6mgn4esfgj20qo1b5dpi.jpg']",,
4818708977157363,M7QHLu1Xl,1496814565,封面新闻,【四川疾控发布国庆节防疫提醒：倡导居民就地过节，减少跨市（州）流动】国庆假期到来之际，四川疾控发布防疫提醒：倡导居民就地过节，减少跨市（州）流动。不前往中、高风险区及所在县（市、区），非必要不前往中、高风险区所在市（州）的其它县（市、区）及有本土疫情的地区。详戳：O四川疾控发布国庆节防疫提醒：倡导居民就地过节，减少跨市（州）流动,,,,,15,42,59,2022-09-28 16:20,微博 weibo.com,"['https://wx4.sinaimg.cn/large/001DitQply1h6me6uhhz8j60ku08877e02.jpg', 'https://wx3.sinaimg.cn/large/001DitQply1h6me6yewpsj60ch0akweu02.jpg']",,
4818684407976014,M7Q48xsVo,7789840937,東門房老秦,#東門房的叨叨屋#老秦，在香港的天津人，时刻关注天津的疫情。希望这一波疫情能够赶快过去父老乡亲们团结起来啊，希望咱们这次能够控制到位，别反复了，我还想回家过年。,,,,東門房的叨叨屋,2,75,265,2022-09-28 14:42,iPhone客户端,,,
4818747593854610,M7RI3gaL8,1230618630,马晗soliman,街上东亚人的密度小了很多，偶尔碰上都是韩国人，似乎是恢复了生活秩序，朋友带去一间疫情前常去的河景餐厅规模小了一倍，生意倒是不错，从商场的拥挤程度以及依然是我心目中全世界的堵车之都来看，人类的的韧性是不可小看的，可惜，只可惜，泰国人标志性的笑容，被口罩挡住了…,,泰国·曼谷,,,4,22,94,2022-09-28 18:53,iPhone 14 Pro Max,"['https://wx2.sinaimg.cn/large/4959c006gy1h6mih4w37aj21el0xr1az.jpg', 'https://wx1.sinaimg.cn/large/4959c006gy1h6mi6wg6bkj24h62zkkjt.jpg', 'https://wx1.sinaimg.cn/large/4959c006gy1h6mi7vyhcej26gg4b4b2n.jpg', 'https://wx4.sinaimg.cn/large/4959c006gy1h6mi9bwjx2j24nn33v7wt.jpg', 'https://wx4.sinaimg.cn/large/4959c006gy1h6mi9waqdmj24a36exx6y.jpg', 'https://wx4.sinaimg.cn/large/4959c006gy1h6miaqz2ynj26gg4b4b2o.jpg', 'https://wx2.sinaimg.cn/large/4959c006gy1h6mia9mua6j25yt3zcu18.jpg', 'https://wx3.sinaimg.cn/large/4959c006gy1h6mi8j2hezj26gg4b4qvf.jpg', 'https://wx1.sinaimg.cn/large/4959c006gy1h6mibkvt73j24x13a5u16.jpg']",,
4818728590511673,M7Rdp296N,2461590813,贝叶斯Bayes,#深圳疫情#节假日不缺席的疫情，又来了。对于深圳常年核酸来说也不例外，常态化核酸的价值和意义到底有多大？（不否认核酸检测的能力和价值）。背靠香港，好像每次都可以拉背锅的，但3年了，好像也不能一直这样。咱们还能防住吗？咱们还能靠现在这样的方法防住吗？咱们还要不要……未来的某一天想说每日核酸的经历，会不会有点怀念？,,,,深圳疫情,14,64,440,2022-09-28 17:38,,"['https://wx1.sinaimg.cn/large/92b8e51dgy1h6mg87r1qhj20l60rz0tn.jpg', 'https://wx1.sinaimg.cn/large/92b8e51dgy1h6mgg2klqij20yi22o7nk.jpg']",,
4818683836761465,M7Q3dsmXT,1717833412,华商报,【9月27日咸阳本土新增5+1主要活动轨迹公布】今日，咸阳市疫情防控指挥部办公室发布通告。9月27日0-24时，咸阳市新增5例本土确诊病例（1例为无症状感染者转确诊）、1例本土无症状感染者。主要活动轨迹如下：本土确诊病例3：系9月27日省上公布的本土无症状感染者、咸阳市公布的本土无症状感染者3，隔离医学观察期间出现症状，被订正为确诊病例。活动轨迹9月27日已公布。本土确诊病例4（省上9月28日公布本土确诊病例3）：9月23日20:00延安大学咸阳医院看望本土确诊病例1。9月24日6:00西咸新区泾河新城泾河智谷项目部1期1标段，15:30秦都区高新一中参加家长会。9月25日6:00泾阳县泾河新城水电15局工地，14:30居家隔离。9月26日--27日居家隔离。9月27日13:45负压救护车闭环转运至定点医院。本土确诊病例5（省上9月28日公布本土确诊病例4）：9月23日20:00延大咸阳医院探视咸阳本土确诊病例1。9月24日7:00民院市场“户县大肉”买肉，7:20民院第二餐厅，7:30-8:20民院3号学生公寓楼，8:40毕塬路十字京小盒，13:20-14:30民院3号学生公寓楼，14:40毕塬东路华秦小区，15:00三号桥北口赵氏骨科，16:00--16:30高新一中接孩子，17:36北门口华润万家做全员核酸检测，17:40北门口路西“脆皮烧苕皮店”，19:00中央领域南门口送孩子上辅导班。9月25日7:20-9:50民院3号学生公寓楼，10:00中央领域门口，10:20彩虹医院门口，10:50三号桥北口赵氏骨科，11:02汇通十字“聚饺天下鲜饺店”“老潼关肉夹馍店”，12:06联盟二路，12:15毕塬东路做全员核酸。9月26--27：日居家隔离。9月27日2:00被转运至隔离酒店，13:45负压救护车闭环转运至定点医院。本土确诊病例6（省上9月28日公布本土确诊病例5）：9月23-26日毕塬东路华秦小区家中。9月27日9:00被转运至隔离酒店，16:30负压救护车闭环转运至定点医院。本土确诊病例7（省上9月28日公布本土确诊病例6）：9月22日19：00从外省乘坐第三方救护车到达延安大学咸阳医院，21：56医院西侧李记泡馍馆，23：18铁原宾馆。9月23日--24日白天在延安大学咸阳医院陪护，期间在B超、脑CT、动态心电图、血管彩超等检查室及医院餐厅停留。23日18:38汇通什字附近帕芙林蛋糕店，20:08汇通夜市钱塘潮麻辣烫。9月25日被转运至隔离酒店。9月27日1:40负压救护车闭环转运至定点医院。本土无症状感染者3（省上9月28日公布本土无症状感染者2）：9月24日17:15北门口肯德基，17:36北门口华润万家做全员核酸检测，17:40北门口路西“脆皮烧苕皮店”，19:00中央领域补课，21:00毕塬路十字京小盒超市。9月25日7:30迎宾大道门口站乘坐11路公交车到中央领域补课，10:50三号桥北赵氏骨科，11:02汇通十字“聚饺天下鲜饺店”，12:06联盟二路，12:15毕塬东路做全员核酸。9月26日--27日居家隔离。9月27日9:00被转运至隔离酒店，16:30负压救护车闭环转运至定点医院。（咸阳日报）,,,,,8,45,232,2022-09-28 14:40,微博 weibo.com,['https://wx3.sinaimg.cn/large/001SfQWwly1h6mbb0bsnqj60gp0bdt9q02.jpg'],,
4818700744531093,M7Quuj0K9,1455197710,晨晓同学,#石家庄疫情#你们小区咋通知的？,,,,石家庄疫情,1,46,41,2022-09-28 15:47,iQOO Android,['https://wx2.sinaimg.cn/large/56bc8e0ely1h6md8p5n3jj20tw11kjtl.jpg'],,
4818706285465320,M7QDqmVMk,1960433983,威海日报,#威海日报·微提醒#【山东发布国庆假期疫情防控健康提示】国庆假期前后，人员流动性增加，国内局地发生聚集性疫情和散发病例，存在一定传播风险。为有效防止疫情蔓延，山东省疾病预防控制中心发布疫情防控公众#健康提示#（如下图所示）。#9月28日山东新闻#（来源：山东省疾病预防控制中心）,,,,"威海日报·微提醒,健康提示,9月28日山东新闻",31,33,40,2022-09-28 16:09,微博 weibo.com,['https://wx3.sinaimg.cn/large/74d9d93fly1h6mdv7vuroj20j21dv7e0.jpg'],,
4818748362460264,M7RJiak1G,2814305010,学生华东,深圳应该是算比较奇葩的一个城市，但凡节假日之前都会曝疫情，一堆的那种，平时不多，一到节就恨不得天天曝，恨不得把所有人留在深圳，奇怪,,,,,3,73,574,2022-09-28 18:56,iPhone 14 Pro Max,['https://wx1.sinaimg.cn/large/a7bee2f2gy1h6mioks16uj20zu25oqsd.jpg'],,
4818736576463296,M7Rqhr7oI,1700720163,钱江晚报,【#杭州倡导市民国庆留杭过节#】刚刚，杭州市新冠肺炎疫情防控指挥部发布消息——倡导广大市民朋友就地过节，出游不出省。如您确需离杭，请在出行前了解目的地疫情情况和防控政策，合理规划出行路线，乘坐飞机、高铁、列车、跨省长途客运汽车、跨省客运船舶等交通工具离开时须持48小时内核酸检测阴性证明。,,,,杭州倡导市民国庆留杭过节,29,90,178,2022-09-28 18:09,微博 weibo.com,['https://wx2.sinaimg.cn/large/001R630nly1h6mhd2ndzwj60ee09kmxg02.jpg'],,
4842378701835842,MhMsK7HAm,7072228400,大风吹奏,#杭州东站疫情防控#因为疫情防的好，因为疫情控的住，毫无疑问，杭州就是下一个被攻击的目标，乃至浙江。,,,,杭州东站疫情防控,221,474,4487,2022-12-02 23:55,YYDS ,,,
4842365317033931,MhM79tvQv,1338738570,石述思,#我的疫情观察#转自一个大爷大妈群的议论：赶紧放开出镜游吧。省的境外势力老是派人来祸祸咱，咱也派人去祸祸他，咱十四亿人，看谁能扛到最后？#v评智库#,,,,"我的疫情观察,v评智库",32,49,270,2022-12-02 23:02,iPhone 14 Pro Max,"['https://wx2.sinaimg.cn/large/001sBd3Aly1h8pv33a3znj60g10ofabe02.jpg', 'https://wx1.sinaimg.cn/large/001sBd3Aly1h8pv332y04j60d60mxwfk02.jpg', 'https://wx3.sinaimg.cn/large/001sBd3Aly1h8pv33fln7j60qo0qxn0a02.jpg']",,
4842379532304715,MhMu59FyP,1229253383,财入门,现在那些没有疫情的城市，看那些疫情严重的城市，就像以前咱们看美国一样。采取的措施也跟以前咱们对境外来的人防控措施差不多。但这种情况应该持续不了多久，防的再严恐怕也防不住，只是早晚的问题。但是采取什么措施还是得看本地大部分居民的意见，当本地没有疫情的时候，本地大部分人应该还是支持对外来人员严格管控的，当本地疫情严重了导致很多本地人被封控在家不能出门的时候，时间一长大家也就支持放开了。#杭州东站疫情防控#,,,,杭州东站疫情防控,5,49,183,2022-12-02 23:58,,,,
4842370249792664,MhMf6F5wc,2679053417,满仓喝酒吃药,不要从一个极端，到另一个极端。我一直支持居家隔离，包括阳性，有条件都可以考虑居家隔离！但防控疫情要坚持，要预防阳性和无症状感染者处乱跑。野蛮粗暴防控疫情，如果有违法和丧失人性的行为，应该严惩不贷。没必要花钱去建方舱医院，而且环境很糟糕，劳民伤财很不好。#广州本轮疫情16万感染者有4例危重症##广州多区宣布解除疫情防控临时管控区#,,,,"广州本轮疫情16万感染者有4例危重症,广州多区宣布解除疫情防控临时管控区",5,59,276,2022-12-02 23:21,财经博主Android,,,
4842369331758369,MhMdD7nqN,5911890963,是为了摸你头说你乖,#济南疫情#毁灭吧👋🏻,,,,济南疫情,1,23,72,2022-12-02 23:17,小甜菜ᵒ兴Android,['https://wx4.sinaimg.cn/large/006s5GU3ly1h8pvj7ozplj30u0192aof.jpg'],,
4842366005151069,MhM8glC1L,1749694623,王光海,#广州本轮疫情16万感染者有4例危重症#疫情大概是进入尾声了吧，不少朋友建议，能不能跟以前的深圳一样，划一个特区出来，比如就叫方舱市吧，把到现在还坚定支持封控的人集中起来保护，应收尽收，再关个一年吧，要是差钱我甚至愿意适当的额外交点税。题,,,,广州本轮疫情16万感染者有4例危重症,4,12,79,2022-12-02 23:04,,,,
4842366730766343,MhM9r3dmn,1974576991,环球时报,#香港长新冠研究结果公布#【港大专家：香港“长新冠”比例很低，或与奥密克戎致病力下降有关】香港大学医学院对香港3000多名新冠康复人员进行的调查显示，仅约1%的人有新冠“后遗症”（即“长新冠”）。该研究始于2021年年初，覆盖截至2021年5月底香港前四波疫情的患者。港大传染病科教授孔繁毅表示，出现这一情况的原因，是大部分新冠病毒感染者能够在早期就得到治疗，恢复得很好，患有“长新冠”的人大多是曾经的重症患者。另外，今年香港奥密克戎的疫情中，因疫苗接种率上升和毒株本身变弱，大部分感染者都没有症状或症状非常轻微，他认为“长新冠”的比例会更低。O港大专家：香港“长新冠”比例很低，或与奥密克戎致病力下降有关,,,,香港长新冠研究结果公布,224,261,1438,2022-12-02 23:07,微博 weibo.com,,,
4842365255161193,MhM73lEF3,5055538479,石家庄榜哥,#石家庄疫情防控##石家庄疫情#这是我目前看到，关于新冠最警醒的一篇解读，但愿每个人都能晚点入场！！！,,石家庄,,"石家庄疫情防控,石家庄疫情",29,39,181,2022-12-02 23:01,华为手机HarmonyOS设备,['https://wx3.sinaimg.cn/large/005w8wvdly1h8pv0f2vu3j30u032mwu1.jpg'],,
4842367897573398,MhMbjvMbA,1633805552,金融好小子--张翔,#广州本轮疫情16万感染者有4例危重症#日本的数据：目前新冠的重症化率远低于流感，致死率和流感基本差不多……（左边流感，右边新冠）,,无锡·无锡市人民医院急诊中心,,广州本轮疫情16万感染者有4例危重症,2,41,71,2022-12-02 23:12,iPhone SE,['https://wx3.sinaimg.cn/large/6161e4f0ly1h8pvcq9prxj21400u0nfj.jpg'],,
4842366031368942,MhM8j5K7I,3569314904,京吃,三里屯继续禁止堂食，限流一半#北京疫情#,,北京·三里屯太古里,,北京疫情,3,12,59,2022-12-02 23:04,iPhone 14 Pro Max,['https://wx1.sinaimg.cn/large/d4bf6c58ly1h8pv5ilsynj20u01uogzj.jpg'],,
4818048446109290,M7zwopDiW,7576391546,伊川县融媒体中心,伊川：疫情防控措施落实不到位？6家经营单位被关停！近日，县文广旅局组织相关人员对伊川县文化艺术类校外培训机构、文化娱乐市场疫情防控工作落实情况进行督导检查，6家经营单位违反疫情防控政策被关停。督导检查中发现，辛巴星钢琴存在学生进入场所体温检测信息登记不完整问题；米兰朵琴行、磐达美术存在学生进入场所未登记体温检测信息问题。陶艺网吧、橄榄树网吧、崇速网吧存在工作人员、上网人员未按要求正确佩戴口罩等问题，责令6家经营单位进行停业整顿。县文广旅局再次呼吁广大经营单位要增强防护意识，绷紧疫情防控这根弦，严格落实正确佩戴口罩、扫场所码等防控措施，有效切断病毒传播途径，共同维护疫情防控大局。,,,,,12,21,51,2022-09-26 20:35,微博 weibo.com,"['https://wx4.sinaimg.cn/large/008gJLxEly1h6kaba9244j30dj08xwfl.jpg', 'https://wx2.sinaimg.cn/large/008gJLxEly1h6kaba9bdej30d007bq3h.jpg', 'https://wx3.sinaimg.cn/large/008gJLxEly1h6kabaaznhj30cn0b5wfh.jpg', 'https://wx2.sinaimg.cn/large/008gJLxEly1h6kabadxx8j31hc0u0gxc.jpg', 'https://wx4.sinaimg.cn/large/008gJLxEly1h6kabaduwzj31hc0u017m.jpg', 'https://wx3.sinaimg.cn/large/008gJLxEly1h6kabaexnvj31hc0u0n2p.jpg', 'https://wx3.sinaimg.cn/large/008gJLxEly1h6kabaftqej31hc0u079u.jpg', 'https://wx1.sinaimg.cn/large/008gJLxEly1h6kabagd9qj31hc0u0wt2.jpg']",,
4818047090559052,M7zud2lqY,3420174470,八哥爱看球,#国外抗疫#整个疫情期间，阿尔巴尼亚电视台的主持人凭借巧夺天工的着装规范，几乎是以一己之力让全国人民整天都待在家里，守在屏幕前，从而避免了病毒的快速传播。,,,,国外抗疫,16,8,32,2022-09-26 20:30,新版微博 weibo.com,"['https://wx4.sinaimg.cn/large/cbdbb886gy1h6k50cpku3j20k00b9ab8.jpg', 'https://wx1.sinaimg.cn/large/cbdbb886gy1h6k50cuws1j20k00b9dgw.jpg', 'https://wx4.sinaimg.cn/large/cbdbb886gy1h6k50d1fxbj20ju0b4aax.jpg', 'https://wx2.sinaimg.cn/large/cbdbb886gy1h6k50dcekhj20hm0bw75p.jpg', 'https://wx4.sinaimg.cn/large/cbdbb886gy1h6k50djzqoj20k00b9jsj.jpg', 'https://wx3.sinaimg.cn/large/cbdbb886gy1h6k50dq3p9j20h30beaay.jpg', 'https://wx4.sinaimg.cn/large/cbdbb886gy1h6k50dw8htj20k00dl0tr.jpg', 'https://wx1.sinaimg.cn/large/cbdbb886gy1h6k50e2ijfj20k009dgmu.jpg', 'https://wx3.sinaimg.cn/large/cbdbb886gy1h6k50eegy5j20hs0a0t9y.jpg']",,
4818047095015329,M7zudl2Ip,1643971635,凤凰卫视,【韩媒：中朝跨境货运铁路恢复运营，此前为防范新冠疫情传播中断运营近5个月】据韩国媒体报道，一列货运列车9月26日早上跨过中朝友谊桥，从中国边境城市丹东驶向朝鲜边境城市新义州，这标志着中断5个月之久的中朝货运铁路重新恢复运营。有消息人士表示，随着新冠疫情逐步稳定，两国的货运铁路已恢复正常，每天会运行1到2次。此前为防范新冠疫情传播，中朝跨境铁路自4月29日起暂停运营，朝鲜方面也封锁边境，实施了极为严格的防疫措施。但朝鲜领导人金正恩8月宣布朝鲜抗疫胜利，并随之放松了一些相应限制。（凤凰卫视孙舒阳综合报道）L凤凰卫视的微博视频,,,,,10,4,36,2022-09-26 20:30,微博视频号,,"http://f.video.weibocdn.com/o0/z93V5y07lx07ZvWlUdZu0104120055h80E010.mp4?label=mp4_hd&template=640x360.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1670242475&ssig=KZOCuCRYLt&KID=unistore,video",
4818077755642322,M7AhFnFPc,3813079522,WANGJINGJJJ,#天津疫情##天津疫情防控#经过全市人民一个多月核酸的不懈努力终于封了大半个天津市,,,,"天津疫情,天津疫情防控",2,1,100,2022-09-26 22:31,Android,,,
