,,Annual Mean Annual MRT (C),,,,,Annual Mean Solar Gains ,,,,,Volumne Flow Rate ,,,,,Total Ventilation Heat Gain [W],,,,,Total Ventilation Heat Loss [W],,,,,Daylight - Glare percentage ,,,,,Cooing Energy Uses,,,,,Lighting Energy Uses,,,,,Total Energy Uses,,,,,Embodied Carbon,,,,,
64,136.6583466,28.71778,28.79314,29.83073,26.32694,24.16654,595.9344284,739.098109,692.6710536,531.3803083,498.825943,4.395854814,4.671865227,5.542276326,8.893811945,6.069305469,10.05784122,7.426046245,8.265429527,13.58053077,4.199783432,405.2115104,494.8095637,467.5103623,397.5449503,380.2450876,0.135200706,0.125743415,0.11289288,0.176624509,0.157395429,160473.2259,137052.9047,216397.8225,186325.2004,63463.3728,206.084492,199.4759169,215.6105387,218.3559273,302.6965514,160679.3104,137252.3807,216613.433,186543.5563,63766.06935,,,,,,
441,137.0354296,28.72859,28.80899,29.84327,26.3385,24.17603,603.9045006,749.8267007,701.6848367,539.4058562,506.0260228,4.395865707,4.671885488,5.542283894,8.893825126,6.069314294,9.831843347,7.134781088,7.908792401,13.2620429,4.173895169,408.5124739,499.6166778,471.2931161,400.9185674,383.5081305,0.134539038,0.125106202,0.115244815,0.176188399,0.157826649,160514.9933,137101.7278,216429.9489,186354.3341,63484.61961,206.0375651,199.3041973,215.3741702,218.1585195,302.5968078,160721.0308,137301.032,216645.3231,186572.4926,63787.21642,,,,,,
40,137.496405,28.93686,29.08411,30.05787,26.51607,24.30754,767.2131798,951.1236728,869.301289,676.7503034,624.5226927,4.396060539,4.672198923,5.542524207,8.894017086,6.069454831,7.085958819,4.941768769,4.325553809,9.901927351,4.117498388,478.35473,591.7224278,542.1280245,458.1800199,432.4642385,0.084472872,0.061172472,0.064785119,0.068033144,0.104570936,161356.0269,138035.7518,217010.4237,186811.9781,63780.61138,159.1994856,154.5074374,170.6270455,161.0235689,218.9406094,161515.2263,138190.2593,217181.0508,186973.0017,63999.55199,,,,,,
424,137.5540065,29.27111,29.47856,30.37305,26.78054,24.51493,1056.732509,1272.791938,1146.199428,903.5765979,821.5649728,4.396339843,4.672608078,5.542840719,8.894293677,6.069678802,5.896809632,4.386933419,2.968991677,7.708944459,4.420477457,608.2330584,743.9300635,664.0954037,557.8970252,518.3570767,0.047860609,0.033984707,0.040838144,0.061709551,0.06101768,162942.293,139655.1652,218100.4412,187628.4139,64342.94821,142.7525085,140.3652188,153.0553157,143.1947129,177.9907292,163085.0455,139795.5304,218253.4965,187771.6086,64520.93894,,,,,,
450,138.1553113,29.0029,29.16331,30.11995,26.56821,24.34753,821.7274647,1012.875856,921.3065157,719.5252449,661.5005495,4.396111277,4.67227971,5.542585856,8.894063228,6.069495074,6.671541756,4.737260815,3.884673437,9.312976747,4.1488541,502.561606,620.8271499,564.7580149,476.7928259,448.3729853,0.052933392,0.050339847,0.065212743,0.06694287,0.087322122,161651.6796,138342.0569,217209.1003,186964.4576,63882.91232,153.8594386,150.1452351,165.2685426,155.3367408,206.7120757,161805.5391,138492.2021,217374.3688,187119.7943,64089.62439,,,,,,
265,138.4375487,28.93691,29.08269,30.05676,26.51594,24.30753,767.1659765,950.0179928,868.4294662,676.5618553,624.1958142,4.396061063,4.672197623,5.54252193,8.894016722,6.06945261,7.077665489,4.939633934,4.32316085,9.889265483,4.115976008,478.3378466,591.1744554,541.740251,458.1114695,432.4202687,0.086898985,0.061809686,0.064571306,0.069995639,0.107373868,161356.139,138031.1912,217008.5653,186812.0862,63780.2852,160.3495037,155.6444425,171.9878781,162.4717661,221.8448866,161516.4885,138186.8357,217180.5532,186974.558,64002.13009,,,,,,
10,138.8675112,28.73938,28.82484,29.85727,26.35321,24.18574,613.0439322,761.1282555,712.3324658,550.2009561,514.8604061,4.395880348,4.671907927,5.542297895,8.893844352,6.069321693,9.545637325,6.729703254,7.273752092,12.75021057,4.147381032,411.8736253,504.0568816,475.0775036,404.7979731,386.7152886,0.119320688,0.107901444,0.097926021,0.154382904,0.148555412,160548.4895,137135.7045,216454.748,186384.086,63500.25969,196.7271273,189.4337399,206.3333273,205.6065985,288.6615483,160745.2167,137325.1382,216661.0813,186589.6926,63788.92124,,,,,,
65,139.2062089,28.69829,28.76513,29.80772,26.31142,24.15348,581.3984581,719.1952237,675.7546243,519.7841768,488.1337069,4.395840218,4.671834052,5.542253053,8.893801078,6.069291838,10.28711764,7.590875007,8.627679237,13.87918674,4.217268494,398.7041046,485.2807151,459.9716594,392.4131185,375.4187823,0.135641817,0.12595582,0.113320505,0.176624509,0.157826649,160389.2764,136946.8002,216329.5257,186283.9069,63429.48394,206.1073057,199.5437289,215.6296842,218.4204929,303.022748,160595.3838,137146.3439,216545.1554,186502.3274,63732.50669,,,,,,
251,139.6726896,28.91573,29.05515,30.03493,26.49882,24.29367,750.3473856,929.172349,850.9440743,663.0267169,612.2298374,4.396042723,4.672169142,5.542503674,8.89399976,6.069438522,7.217581807,5.022205029,4.479941587,10.08902235,4.114684006,470.7525087,581.1895247,533.9756413,452.0842205,427.0173544,0.087119541,0.061809686,0.064143682,0.069341474,0.107158258,161262.5625,137926.1401,216940.3478,186764.0778,63744.83503,160.3568009,155.6680896,172.0121687,162.4999327,221.8605878,161422.9193,138081.8082,217112.36,186926.5777,63966.69562,,,,,,
86,139.9687142,29.00141,29.15877,30.11649,26.56665,24.34619,820.7433761,1009.66637,918.8437949,718.4055707,660.2746985,4.39611068,4.672279133,5.542580543,8.894061225,6.069495047,6.674740661,4.743324911,3.893600764,9.308106832,4.149747523,502.0638224,619.1785247,563.5613599,476.2411019,447.8368222,0.057123952,0.052463891,0.066281805,0.066288705,0.092927986,161645.5545,138326.6785,217201.202,186961.5415,63879.83543,154.7618153,151.0108978,166.2697838,156.4920806,209.0511759,161800.3163,138477.6894,217367.4717,187118.0336,64088.8866,,,,,,
389,140.1067344,29.09418,29.26887,30.2047,26.64002,24.4028,900.634877,1098.870562,995.6605369,781.1631259,714.8734539,4.396178107,4.672389358,5.54266862,8.894135938,6.069557107,6.304047238,4.571224792,3.461699622,8.631707651,4.232916572,537.6090655,661.0807252,597.1126088,503.4439502,471.1132273,0.049625055,0.044604928,0.058584563,0.069123419,0.072229409,162080.8734,138772.254,217499.8302,187185.9556,64032.0091,146.6847129,143.5771341,157.4847114,147.2315204,188.4404786,162227.5581,138915.8311,217657.3149,187333.1872,64220.44958,,,,,,
369,140.4571295,28.62177,28.64445,29.71285,26.24771,24.09896,520.2259453,634.1319191,605.1043508,467.960855,438.8148363,4.395774877,4.671681274,5.542150182,8.89373563,6.069234864,11.8766378,9.614652482,11.2953543,15.79128623,4.371640138,374.3697952,448.4405492,431.8268365,373.2598174,356.3927991,0.245037494,0.1971113,0.201197349,0.232664631,0.19469599,160124.3386,136600.5035,216112.9855,186161.3351,63334.24267,258.4676028,244.1159302,257.7111411,279.1033882,362.8862721,160382.8062,136844.6194,216370.6966,186440.4385,63697.12894,,,,,,
319,140.7877816,28.67238,28.72708,29.77712,26.28839,24.13273,563.5876825,694.0930538,654.8177106,504.2039966,473.5943195,4.395816372,4.671790506,5.54221887,8.893777924,6.069268449,10.7341903,8.065584163,9.310894592,14.43577373,4.275697529,390.5339895,473.1852235,450.3909301,385.2397183,368.112194,0.116453463,0.11299915,0.09685696,0.159834278,0.149202242,160278.7348,136807.0852,216237.5091,186220.3896,63375.83801,197.3884392,190.337235,206.7224664,207.2763232,289.5843076,160476.1232,136997.4224,216444.2316,186427.666,63665.42232,,,,,,
249,141.2672006,29.09436,29.26763,30.20385,26.63994,24.40241,901.1967325,1098.296958,995.3969261,781.4061397,714.9319783,4.396178905,4.672387749,5.542667187,8.894138787,6.069556803,6.308254506,4.574799758,3.463354724,8.623869154,4.238117005,537.7647089,660.6773209,596.8637218,503.4560708,471.0094486,0.050727834,0.042905692,0.056232628,0.069123419,0.070935748,162082.9962,138769.3414,217498.7629,187187.2129,64031.32207,145.954833,143.1143266,156.4868894,146.6835774,186.8279239,162228.951,138912.4557,217655.2498,187333.8965,64218.15,,,,,,
52,141.7011486,29.31311,29.52473,30.41096,26.81356,24.5414,1095.575473,1312.850091,1181.9271,933.600518,847.5283185,4.396378891,4.672665212,5.542880192,8.894327522,6.06971151,5.877500691,4.366009891,2.899731662,7.531158569,4.481319922,625.8223503,762.8603956,679.9097486,571.1964927,529.8279579,0.044552272,0.03462192,0.038700021,0.058220672,0.06037085,163156.4754,139861.9782,218249.6908,187738.4464,64418.8082,142.2316905,140.0063837,152.4853795,142.674947,176.9372366,163298.7071,140001.9846,218402.1762,187881.1214,64595.74544,,,,,,
357,142.0534536,28.82766,28.94106,29.94542,26.42811,24.24017,679.8215713,843.2201,779.2458022,606.3382439,562.4165212,4.395965762,4.672035401,5.542399269,8.893926836,6.069375699,8.032631543,5.478292325,5.378783868,11.08965935,4.08648452,439.9824594,541.0432322,502.8734696,427.9198005,406.3378956,0.101455668,0.07497876,0.083814411,0.10880942,0.130012937,160887.6554,137510.1569,216679.2058,186570.996,63617.67366,177.6423815,171.4954976,188.6803859,182.6224891,256.4251792,161065.2977,137681.6524,216867.8862,186753.6184,63874.09884,,,,,,
90,142.4228979,28.77755,28.87512,29.89448,26.38797,24.21125,639.9813138,794.3413683,738.8511385,574.022187,534.2357156,4.395925086,4.671961909,5.542344983,8.893885778,6.069350056,8.662453718,5.913538021,6.14651029,11.85123967,4.090664522,423.2591967,518.9319283,486.1043535,414.9733852,395.4930577,0.120423467,0.107901444,0.103057516,0.160706498,0.150495903,160690.3018,137288.8306,216546.7928,186472.0217,63557.77411,197.9234959,190.4145758,207.7726502,207.6129422,291.1955076,160888.2253,137479.2452,216754.5655,186679.6347,63848.96962,,,,,,
196,142.6285272,28.61102,28.63063,29.69954,26.23698,24.08941,514.2942593,625.9131179,597.1827068,462.2679476,433.6192737,4.395766267,4.671667732,5.542142753,8.893726895,6.069226502,12.00459675,9.616584492,11.51656723,16.02863575,4.393542815,370.968243,443.5167498,427.4088093,369.8547383,352.972221,0.211071901,0.183942226,0.163780201,0.221979939,0.18326865,160061.7908,136523.1992,216056.3813,186120.4875,63300.53288,240.5795736,228.1790373,241.4505414,258.4452059,343.6057367,160302.3704,136751.3782,216297.8319,186378.9327,63644.13862,,,,,,
140,143.250315,28.62646,28.65467,29.7183,26.24948,24.10105,525.9287355,642.0061272,610.4511496,471.7438497,442.8543618,4.395778015,4.671698308,5.542160767,8.89374286,6.069239362,11.62458439,9.115637811,10.92881594,15.62000446,4.351760807,375.7857408,450.6180936,432.8515167,373.6741821,357.0005439,0.211071901,0.182455395,0.161214454,0.223288269,0.18240621,160122.0003,136597.0896,216105.0675,186150.1278,63325.12832,240.391294,228.0498814,241.2976897,258.204595,343.3494178,160362.3916,136825.1395,216346.3652,186408.3324,63668.47774,,,,,,
14,143.5162495,29.4148,29.64326,30.50664,26.89412,24.60661,1189.083149,1414.83663,1271.211614,1006.488652,911.0688409,4.396483322,4.672805697,5.542981608,8.894424387,6.069787278,5.79102934,4.336949934,2.780614248,7.207382432,4.623794358,668.5740362,811.7038237,720.051193,604.0096074,558.3037118,0.045655051,0.033559898,0.036775711,0.053423463,0.059939629,163676.122,140386.4933,218612.26,188004.4747,64606.5712,141.6819691,139.4937648,151.8891551,141.9923173,175.2909743,163817.804,140525.9871,218764.1491,188146.467,64781.86217,,,,,,
134,143.6610854,29.004,29.15601,30.11433,26.56751,24.34612,824.069122,1008.750612,918.6293515,720.0408198,661.0099872,4.396111679,4.672273129,5.542576006,8.894064627,6.069492325,6.679105392,4.748597747,3.884522221,9.260035409,4.160005457,503.2750674,618.3194043,563.0117444,476.6619312,447.9150088,0.057344508,0.052463891,0.066067992,0.06607065,0.092927986,161660.5475,138322.2686,217202.3454,186969.5725,63881.98578,154.7607585,151.003776,166.2700958,156.4947511,209.0618263,161815.3082,138473.2724,217368.6155,187126.0673,64091.04761,,,,,,
448,144.2148566,28.66007,28.70572,29.75791,26.27989,24.12789,550.2857798,675.7103686,638.0466089,493.4312374,463.2700684,4.395809897,4.671765443,5.542210898,8.893764918,6.069264574,10.82423563,8.041950519,9.596773856,14.64832245,4.250348135,386.0476291,465.6921902,444.3028421,382.5295111,366.1049361,0.208425232,0.175446049,0.160145392,0.224596598,0.18240621,160251.4481,136752.3506,216206.145,186223.5793,63385.9374,239.7246548,227.1990138,240.9786725,256.8165291,342.8551395,160491.1727,136979.5496,216447.1236,186480.3959,63728.79254,,,,,,
158,144.7045149,28.82611,28.93512,29.93909,26.42544,24.23688,678.5552066,838.8198799,774.7525863,604.3400185,559.7973878,4.395970734,4.672028935,5.542404476,8.893922163,6.069373422,7.976892398,5.460987808,5.378018466,11.09610124,4.087225771,439.2441156,538.6986818,500.6196987,426.8934458,405.0217555,0.101455668,0.07497876,0.083172974,0.10880942,0.130228547,160877.5149,137484.3571,216659.2772,186565.92,63610.38629,177.6375718,171.4489634,188.6156212,182.613436,256.422287,161055.1525,137655.806,216847.8928,186748.5334,63866.80858,,,,,,
263,144.7504134,29.20127,29.39055,30.30285,26.72408,24.46892,995.5425386,1200.400066,1084.183783,854.7742408,778.4472546,4.396277873,4.672519207,5.542759587,8.894230994,6.069625595,6.018744051,4.453797809,3.125632975,8.010896836,4.35180837,580.1734833,708.958436,636.0397796,535.8557911,498.8957649,0.049845611,0.035683942,0.042762455,0.06476232,0.062958172,162601.9711,139289.2223,217855.1809,187453.8356,64215.9592,143.2879903,140.8265235,153.696955,143.763386,179.5688994,162745.2591,139430.0488,218008.8778,187597.599,64395.5281,,,,,,
6,145.4147032,28.78877,28.88512,29.90011,26.39555,24.21569,648.1827288,801.1880044,743.4731349,579.6466423,538.0048384,4.395939079,4.671973478,5.542359082,8.893894452,6.069354366,8.408800069,5.734232889,5.910868638,11.64382922,4.080899068,426.5236854,521.749493,487.7040265,417.1623265,396.9998915,0.120202911,0.106202209,0.103698952,0.159398168,0.151789564,160730.8559,137317.7163,216560.5787,186494.5039,63569.3597,197.5845675,190.266646,207.7320883,207.4857506,291.4262178,160928.4404,137507.983,216768.3108,186701.9896,63860.78592,,,,,,
187,145.4459648,28.55861,28.53363,29.62228,26.19619,24.05119,463.1328664,553.6108239,534.6686839,419.746783,391.2497006,4.395723351,4.671576364,5.542072393,8.893698674,6.069188107,13.55756436,11.6207375,14.24362804,17.6857655,4.533010536,354.8805062,415.7354662,405.7334446,358.4585521,340.2129381,0.246360829,0.216652506,0.24460124,0.221107719,0.178309616,159957.4013,136323.7493,215953.2515,186125.9938,63284.6106,366.5380161,335.7504648,353.407021,389.2508182,453.6518043,160323.9393,136659.4998,216306.6585,186515.2446,63738.2624,,,,,,
413,146.0372929,29.06044,29.22074,30.16606,26.6114,24.37862,873.5193583,1061.885272,964.5477598,758.3207293,693.9203697,4.396147943,4.672344596,5.542627637,8.89410798,6.069528486,6.440675842,4.640675373,3.606740682,8.837667207,4.223343887,524.9613835,642.95199,582.7021731,492.971792,461.4015133,0.049625055,0.043542906,0.059012187,0.070213694,0.07287624,161927.6682,138586.0114,217379.4151,187107.1887,63971.12198,146.7885059,143.6694552,157.6816764,147.4546692,188.754437,162074.4567,138729.6809,217537.0968,187254.6434,64159.87642,,,,,,
34,146.3389147,28.97103,29.11201,30.0787,26.53998,24.32319,797.5749301,975.1500862,889.9634904,698.1639275,641.2396826,4.396085694,4.672222782,5.542544006,8.894035981,6.069470008,6.839951196,4.846862827,4.086164742,9.538578926,4.152892257,491.1492979,602.0826263,550.0735518,466.8078206,438.8572687,0.057123952,0.052463891,0.066709429,0.06607065,0.093143596,161512.022,138151.7922,217090.0141,186893.0658,63824.67757,154.7683952,151.0158755,166.2754028,156.5374122,209.0974656,161666.7904,138302.8081,217256.2895,187049.6033,64033.77503,,,,,,
237,146.6958872,28.72272,28.79759,29.83049,26.34058,24.17148,599.3843208,739.7457809,691.9642211,539.2519329,502.2416918,4.395873249,4.671889078,5.542278088,8.893830036,6.06930885,9.376910772,6.418280603,7.109211745,12.8067252,4.13367312,405.1126226,492.9773714,465.1881115,399.6341217,380.9024227,0.120864579,0.109175871,0.101988454,0.162668993,0.152220785,160461.2853,137006.9527,216362.2876,186351.6214,63464.74087,198.5615622,190.6325456,207.9264756,208.1266764,292.1628469,160659.8469,137197.5853,216570.2141,186559.748,63756.90372,,,,,,
28,147.0060345,29.01435,29.16352,30.11994,26.57419,24.34942,834.4408066,1016.295412,925.3528497,727.094628,666.3832726,4.396116551,4.672280515,5.542580317,8.894070119,6.069494754,6.64084505,4.738740859,3.832316241,9.179007583,4.186004648,507.4799191,621.347331,565.4121818,479.262006,449.5057501,0.036171151,0.044817332,0.064357494,0.068469254,0.080638206,161712.4818,138357.5323,217227.0253,186996.4318,63894.49854,150.5292826,147.111671,161.9055806,151.8222193,198.5187027,161863.0111,138504.6439,217388.9309,187148.254,64093.01724,,,,,,
209,147.2416519,28.93608,29.06753,30.04298,26.51153,24.30135,768.40505,940.4575989,860.2543172,674.6724333,620.4356502,4.396062639,4.672178778,5.542509378,8.894008751,6.069445908,7.043238589,4.946987566,4.330784357,9.861281746,4.131462178,478.2325545,585.7448728,537.152534,456.6415639,430.1360597,0.087340097,0.062659303,0.064357494,0.069123419,0.107805088,161354.5163,137979.9441,216977.6841,186811.4781,63769.82557,160.3453746,155.6056291,171.9908085,162.4833561,221.9138984,161514.8617,138135.5497,217149.6749,186973.9614,63991.73946,,,,,,
374,147.7105218,29.29899,29.50435,30.39477,26.80141,24.5311,1083.619811,1296.53005,1168.180637,923.4911607,838.2477504,4.396363067,4.672641111,5.542859977,8.89431622,6.069697948,5.898596501,4.384575035,2.927448017,7.582352958,4.471526886,620.1907449,754.8133053,673.4928104,566.4863983,525.490465,0.044552272,0.034197111,0.038700021,0.058656782,0.06037085,163089.0327,139780.4394,218196.9194,187703.6833,64391.95387,142.3236336,140.0068455,152.4855737,142.6859385,176.9439487,163231.3563,139920.4462,218349.4049,187846.3692,64568.89782,,,,,,
66,148.1804963,29.15745,29.33465,30.25768,26.68798,24.43918,957.7722998,1155.112472,1045.11549,824.1963361,751.1676414,4.396237156,4.672457136,5.542712424,8.894193644,6.069597184,6.136821642,4.510769246,3.261036402,8.239834242,4.314335915,562.9680696,687.0843025,618.3588836,522.014074,486.52023,0.050507278,0.036321155,0.045542014,0.06563454,0.064251833,162391.3845,139058.3022,217700.4728,187345.4132,64136.73099,143.5789522,141.0914832,154.0654727,144.2218186,180.5279229,162534.9634,139199.3937,217854.5383,187489.635,64317.25891,,,,,,
373,148.5376136,28.5421,28.50638,29.59754,26.18051,24.03639,450.6922242,535.3731751,517.4323386,407.9895399,379.6270236,4.395713607,4.671534558,5.542049364,8.893688052,6.069174673,14.00181916,12.02801816,15.10610064,18.33190622,4.585494528,350.1523819,407.5402707,398.8284827,354.1379569,335.380407,0.244816939,0.217077315,0.240966431,0.220017444,0.175291074,159901.5312,136234.5085,215895.3601,186101.8549,63259.22413,380.7934508,347.7078688,366.6343038,404.8510993,464.5659928,160282.3246,136582.2164,216261.9944,186506.706,63723.79013,,,,,,
476,148.7268416,29.39535,29.61896,30.48713,26.87824,24.59352,1171.360355,1394.199316,1253.347554,992.3513478,898.5415478,4.396464745,4.672776539,5.542955878,8.894406851,6.069773973,5.804450717,4.346716753,2.801509557,7.260897167,4.599455518,660.3913493,801.7185616,711.9084454,597.5376476,552.5935569,0.045655051,0.03462192,0.036989523,0.053423463,0.059939629,163577.0304,140281.6049,218540.777,187953.6322,64569.77228,141.6820915,139.4952574,151.8892889,141.9948507,175.2925633,163718.7125,140421.1002,218692.6663,188095.627,64745.06484,,,,,,
359,149.1896087,28.62989,28.6573,29.71554,26.25459,24.10524,526.1765003,641.0086371,606.8970536,472.6444002,442.6853296,4.395796325,4.671705534,5.542175685,8.893739949,6.069243023,11.2627038,8.355285923,10.38778916,15.33195852,4.279157694,376.1820084,449.827703,431.0905536,374.6912805,358.0068104,0.246360829,0.196049278,0.216805645,0.249672918,0.193402329,160144.3438,136591.6436,216100.0496,186182.4174,63349.22796,266.6690367,248.3310036,261.2759523,287.648425,370.5657018,160411.0129,136839.9746,216361.3255,186470.0658,63719.79366,,,,,,
497,149.4606595,28.52733,28.48278,29.57716,26.167,24.02349,440.9574009,521.0348984,504.5339264,399.1500064,370.7029781,4.395704003,4.671508225,5.542035154,8.893675194,6.069160339,14.43403488,12.58985444,15.86139605,18.85488096,4.640043916,345.7843083,400.8240289,393.1442004,350.2015335,331.1111771,0.254080282,0.221537808,0.2473808,0.224160488,0.178525226,159838.1133,136152.7533,215836.4489,186069.9281,63233.55556,376.2210773,344.249384,362.0251269,400.402532,461.4622541,160214.3344,136497.0027,216198.474,186470.3306,63695.01782,,,,,,
387,149.8928319,28.59445,28.60307,29.67155,26.22071,24.07537,501.0239352,605.6613281,576.8691437,449.1968523,420.5458558,4.39576272,4.671644699,5.542132036,8.893718418,6.069210487,12.13385954,9.397759459,11.93341657,16.46745453,4.387994692,365.4669813,433.7790214,418.5319702,364.9592683,348.0070427,0.251874724,0.197536109,0.220654266,0.250327082,0.1949116,160006.6275,136416.6185,215984.4743,186100.8885,63282.64427,267.547228,249.3867592,261.7621358,289.5059998,371.2826459,160274.1748,136666.0053,216246.2365,186390.3945,63653.92692,,,,,,
415,150.2715355,29.28077,29.48082,30.37571,26.78624,24.51845,1067.636848,1277.17101,1151.420916,910.4387819,826.5372361,4.396343454,4.672611574,5.542834949,8.89430055,6.069683471,5.916742523,4.401033861,2.963052559,7.657691611,4.454274027,612.8057054,745.4163184,665.8421079,560.5325348,520.1441101,0.047640053,0.034197111,0.038913834,0.059092891,0.06037085,162999.6622,139682.2031,218128.1831,187657.574,64358.09741,142.3307548,140.0073386,152.4857545,142.6890801,176.9547118,163141.9929,139822.2104,218280.6688,187800.2631,64535.05212,,,,,,
230,150.6521524,28.84534,28.94881,29.94659,26.43624,24.24083,696.1608945,851.3613528,784.0560985,615.3753771,567.2596883,4.395989568,4.672047069,5.542416809,8.893932722,6.069380673,7.728606953,5.341739772,5.162739582,10.87717733,4.118776196,446.0389768,543.4291882,503.3784873,430.6285171,406.8017393,0.103220115,0.067757009,0.062646996,0.082642826,0.120310479,160957.7533,137531.5514,216683.0205,186605.7436,63624.01794,167.6809423,161.7616797,178.5247833,170.6564074,236.9975512,161125.4343,137693.3131,216861.5453,186776.4,63861.01549,,,,,,
75,151.0617292,28.72372,28.78923,29.8203,26.33953,24.17069,596.1889163,730.9239741,682.4693962,534.5415442,496.0640016,4.395886722,4.671875225,5.542282415,8.893837395,6.069308065,9.187159134,6.309389767,7.077280854,12.82584769,4.105710875,404.8066962,489.7750254,461.9087894,399.2963526,380.4694757,0.213939127,0.172684792,0.161000641,0.233754906,0.18283743,160488.2376,137004.014,216359.7227,186380.3697,63490.77323,239.5327355,226.4737056,242.1405711,257.7450813,345.0300441,160727.7703,137230.4877,216601.8633,186638.1148,63835.80327,,,,,,
193,151.3281399,28.98529,29.12124,30.08466,26.54826,24.32789,810.800683,984.1048857,897.242239,706.4365989,647.0326409,4.396092157,4.672238047,5.542546778,8.894042314,6.069473496,6.763850589,4.817144158,4.013911677,9.430195647,4.170895466,496.731415,605.7621574,552.6592302,470.0270186,440.9594171,0.054036171,0.050552251,0.065212743,0.064980375,0.088184562,161580.5532,138195.2696,217118.8841,186927.2909,63843.75605,154.0472292,150.3544518,165.4627404,155.7317529,207.340192,161734.6005,138345.6241,217284.3469,187083.0226,64051.09624,,,,,,
5,151.8612342,29.1326,29.30063,30.22943,26.66635,24.42074,936.8336272,1128.24666,1021.598434,806.4251205,734.8334875,4.396215528,4.672419396,5.542684335,8.894165197,6.06957631,6.207987597,4.548416959,3.346732074,8.394130931,4.298738183,553.3301318,674.003441,607.5664324,513.8986089,478.9907214,0.05094839,0.03653356,0.045969639,0.065416485,0.064251833,162274.0622,138921.8424,217607.0849,187284.2398,64090.59524,143.5867975,141.0964509,154.0727761,144.2359299,180.5314928,162417.649,139062.9389,217761.1577,187428.4757,64271.12674,,,,,,
340,151.9422941,28.51438,28.45375,29.55069,26.15472,24.01025,420.5352558,494.2356724,478.5680222,380.6119874,352.5315418,4.395705243,4.671478134,5.542013965,8.893668135,6.069144878,14.89418503,13.23343864,17.06660959,19.62949329,4.690637495,341.9561892,392.8071503,386.2811464,347.3924555,326.9947746,0.202911337,0.187128292,0.193500107,0.163977322,0.122682191,159853.2604,136111.3477,215813.2107,186087.913,63233.117,463.6886314,417.2096351,434.1217919,479.1346119,522.0944496,160316.949,136528.5573,216247.3325,186567.0476,63755.21145,,,,,,
77,152.4227819,28.56748,28.5534,29.6294,26.19773,24.05486,469.7868108,564.5385233,539.2170183,421.7935989,394.0906236,4.395741923,4.671600425,5.542093586,8.893697206,6.069192669,12.95584272,10.27706616,13.49676883,17.59989505,4.457684406,357.1810685,419.3080326,406.9581637,359.0770077,341.2888384,0.248125276,0.224723874,0.251015608,0.223506324,0.179818887,159986.9207,136344.9106,215957.8258,186129.7512,63285.332,373.6417784,342.8427883,360.5126279,397.9171481,459.6014559,160360.5625,136687.7534,216318.3384,186527.6683,63744.93346,,,,,,
256,152.721481,29.14914,29.31976,30.24476,26.67929,24.43103,951.3081002,1144.034669,1035.23381,817.6392408,744.4913975,4.396230338,4.672438221,5.542700204,8.894185877,6.069587244,6.165942358,4.531516839,3.293099157,8.299441012,4.314325197,559.8730233,681.4905405,613.5915747,518.8530563,483.2811967,0.050727834,0.036321155,0.045969639,0.06563454,0.064251833,162353.898,139002.2143,217662.0717,187325.2031,64119.43666,143.5795542,141.0940495,154.072472,144.2330303,180.5299821,162497.4776,139143.3084,217816.1442,187469.4361,64299.96665,,,,,,
36,153.0246295,28.67841,28.72788,29.76838,26.3004,24.13769,562.6170946,688.2029113,644.9457977,505.8560462,469.7358266,4.395844701,4.671806637,5.542229734,8.893797807,6.069277596,9.895596694,6.836369356,8.107160204,13.78895914,4.15599315,390.2359682,469.8079335,445.4695696,387.0241918,368.617262,0.215483017,0.176720476,0.161000641,0.235063236,0.18262182,160301.6072,136782.6049,216210.281,186280.7041,63415.45376,240.3697636,227.2492464,242.3927714,258.3863886,345.8948871,160541.977,137009.8542,216452.6737,186539.0905,63761.34865,,,,,,
286,153.411125,28.53375,28.5018,29.58588,26.16874,24.02738,445.3193187,531.1186273,509.5989819,400.791316,373.4096369,4.395723747,4.671524709,5.542049272,8.893675622,6.069164948,13.94096803,11.43565994,15.19510323,18.76929117,4.581314511,347.1342774,404.4033225,394.6590534,350.6670271,332.1283575,0.252315836,0.226635514,0.249946547,0.224814653,0.179387667,159853.5024,136175.1158,215839.6275,186062.4788,63228.83708,375.3414082,343.8474674,361.5908797,400.1881461,460.6002119,160228.8438,136518.9633,216201.2183,186462.667,63689.43729,,,,,,
385,153.8603428,28.51227,28.46634,29.5568,26.15089,24.00965,428.669084,507.9991985,489.1480233,386.8025381,359.2906182,4.395700155,4.671483242,5.542023006,8.893665178,6.06914906,14.72793021,12.4205574,16.51107299,19.58597269,4.680831517,340.9571415,394.6834795,386.87936,345.6130476,326.4016103,0.241288046,0.219838573,0.237759247,0.217836895,0.172488141,159779.5285,136073.3624,215772.2859,186032.2121,63200.80698,387.529136,353.2918165,372.3177368,411.6250438,469.7359012,160167.0577,136426.6542,216144.6037,186443.8372,63670.54288,,,,,,
