区域,区域.1,房屋,链接,参考总价,参考单价,小区,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房协编码
南山区,前海,前海 自贸区  大新地铁口  星海名城两房出售,https://sz.lianjia.com/ershoufang/105106766355.html,584万,73900元/平米,星海名城二期八组团,2室2厅1厨1卫,低楼层 (共18层),78.96㎡,平层,69.65㎡,塔楼,东,钢混结构,其他,两梯六户,有,2021/3/25,商品房,2017/3/23,普通住宅,满两年,非共有,有抵押 310万元 中国银行 客户偿还,已上传房本照片,U21590800277
南山区,前海,自贸区住宅，南向，方正大两房，满五唯一，视野好,https://sz.lianjia.com/ershoufang/105106015431.html,935万,107100元/平米,前海时代广场,2室1厅1厨1卫,低楼层 (共27层),87.22㎡,平层,66.36㎡,塔楼,南,钢混结构,简装,三梯七户,有,2020/12/13,商品房,2015/4/27,普通住宅,满五年,非共有,有抵押 200万元 中国银行 客户偿还,已上传房本照片,20170094283
南山区,前海,佳兆业三房，视野开阔，精装修，保养好。,https://sz.lianjia.com/ershoufang/105105806073.html,920万,106000元/平米,佳兆业前海广场一期,3室1厅1厨1卫,中楼层 (共33层),86.79㎡,平层,64.32㎡,塔楼,南,钢混结构,其他,两梯四户,有,2020/11/17,商品房,2017/1/6,普通住宅,满两年,非共有,有抵押 200万元,已上传房本照片,2.07E+11
南山区,前海,前海半山大宅，汉京九榕台诚意出售,https://sz.lianjia.com/ershoufang/105103299864.html,1953万,110000元/平米,汉京九榕台,3室2厅1厨2卫,中楼层 (共16层),177.48㎡,平层,110.36㎡,板楼,南,钢混结构,精装,一梯两户,有,2019/11/2,商品房,2016/2/29,普通住宅,满五年,非共有,有抵押 100万元 中国银行 业主自还,已上传房本照片,2.11E+11
南山区,前海,前海月亮湾三房户型  满五年唯一  诚意出售,https://sz.lianjia.com/ershoufang/105107050739.html,606万,57900元/平米,月亮湾花园,3室2厅1厨1卫,高楼层 (共8层),104.5㎡,平层,暂无数据,板塔结合,东南,钢混结构,其他,一梯两户,无,2021/4/19,商品房,2016/5/5,普通住宅,满五年,非共有,有抵押 200万元,已上传房本照片,1111
南山区,前海,泛海拉菲花园二期 3室2厅 东,https://sz.lianjia.com/ershoufang/105106594547.html,801万,94300元/平米,泛海拉菲花园二期,3室2厅1厨1卫,高楼层 (共16层),84.91㎡,复式,66.5㎡,塔楼,东,钢混结构,精装,两梯五户,有,2021/3/9,商品房,2015/11/20,普通住宅,满五年,共有,有抵押 483万元 招商银行 客户偿还,已上传房本照片,2.14E+11
南山区,前海,离前海自贸区近，大南山脚下，环境优美。,https://sz.lianjia.com/ershoufang/105105179775.html,540万,101900元/平米,万豪御景苑,5室2厅1厨2卫,高楼层 (共18层),52.99㎡,复式,暂无数据,塔楼,西南,钢混结构,精装,两梯四户,有,2020/8/27,商品房,2013/8/26,普通住宅,满五年,非共有,有抵押 410万元 中国建设银行 金融公司垫资,已上传房本照片,2.04E+11
南山区,前海,前海自贸区正规大三房，高层看山景，满五年,https://sz.lianjia.com/ershoufang/105106203776.html,1187万,106000元/平米,中海阳光玫瑰园,3室2厅1厨2卫,中楼层 (共31层),111.97㎡,平层,85.86㎡,板塔结合,东南,钢混结构,精装,三梯六户,有,2021/1/7,商品房,2010/8/11,普通住宅,满五年,非共有,有抵押 480万元 华夏银行 金融公司垫资,已上传房本照片,2.16E+11
南山区,前海,此房满五年，红本在手，楼栋位置好，安静不吵,https://sz.lianjia.com/ershoufang/105106918442.html,693万,71000元/平米,前海花园,3室1厅1厨1卫,低楼层 (共7层),97.59㎡,平层,89㎡,板塔结合,南,砖混结构,其他,一梯两户,无,2021/4/7,商品房,1999/7/2,普通住宅,满五年,共有,无抵押,已上传房本照片,2.19E+12
南山区,前海,诚意出售，朝南向安静看花园，近社区北门出入生活方便,https://sz.lianjia.com/ershoufang/105104764024.html,741万,79300元/平米,阳光棕榈园一期,3室2厅1厨2卫,高楼层 (共6层),93.4㎡,复式,暂无数据,板塔结合,东北,砖混结构,其他,一梯四户,无,2020/7/6,商品房,2003/3/31,普通住宅,满五年,非共有,无抵押,已上传房本照片,2.17E+11
南山区,前海,前海鼎太风华二期 复式3层结构，南向看花园,https://sz.lianjia.com/ershoufang/105104662166.html,2078万,95000元/平米,鼎太风华二期,5室3厅1厨3卫,高楼层 (共11层),218.72㎡,跃层,195.48㎡,塔楼,南,钢混结构,其他,一梯四户,有,2020/6/23,商品房,2006/7/20,普通住宅,满五年,非共有,有抵押 自己赎楼,已上传房本照片,2.03E+11
南山区,前海,前海标准大两房，低总价，装修好,https://sz.lianjia.com/ershoufang/105105509359.html,478万,78000元/平米,前海明珠,2室2厅1厨1卫,高楼层 (共20层),61.28㎡,平层,51.94㎡,塔楼,北,钢混结构,其他,四梯九户,有,2020/10/11,商品房,2017/10/23,普通住宅,满两年,非共有,有抵押 200万元 银行 客户偿还,已上传房本照片,2.06E+11
南山区,前海,满五唯一，一楼带露台花园适合自住。,https://sz.lianjia.com/ershoufang/105105115041.html,1049万,95000元/平米,鼎太风华一期,3室1厅1厨2卫,低楼层 (共11层),110.42㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,一梯五户,有,2020/8/19,商品房,2003/9/16,普通住宅,满五年,非共有,有抵押 400万元 招商银行 客户偿还,已上传房本照片,2.04E+11
南山区,前海,顶层复式，带超大顶楼花园，满五年带车位,https://sz.lianjia.com/ershoufang/105105123202.html,1084万,79300元/平米,阳光棕榈园一期,6室2厅1厨3卫,高楼层 (共6层),136.64㎡,复式,暂无数据,板塔结合,南 北,砖混结构,精装,一梯四户,无,2020/8/20,商品房,2012/11/13,普通住宅,满五年,非共有,有抵押 35万元 北京银行深圳分行 客户偿还,已上传房本照片,U204208898654
南山区,前海,太子山庄二期，安静3房，看房方便,https://sz.lianjia.com/ershoufang/105105945282.html,705万,71300元/平米,太子山庄,3室2厅1厨1卫,中楼层 (共15层),98.75㎡,平层,暂无数据,塔楼,西南,砖混结构,精装,两梯六户,有,2020/12/4,商品房,2009/7/3,普通住宅,满五年,非共有,有抵押 390万元 浦发,已上传房本照片,4000403081
南山区,前海,房子满五年，户型方正，安静不吵,https://sz.lianjia.com/ershoufang/105106599820.html,643万,71000元/平米,前海花园,3室1厅1厨1卫,高楼层 (共7层),90.55㎡,平层,暂无数据,板塔结合,南 北,砖混结构,其他,一梯两户,有,2021/3/10,商品房,2013/3/12,普通住宅,满五年,非共有,有抵押 500万元 客户偿还,已上传房本照片,2.12E+11
南山区,前海,大南山脚下优质四房业主诚意出售,https://sz.lianjia.com/ershoufang/105106670288.html,934万,106000元/平米,铭筑,4室2厅1厨2卫,低楼层 (共34层),88.02㎡,平层,87㎡,塔楼,东南 西北,钢混结构,精装,两梯四户,有,2021/3/17,商品房,2012/3/22,普通住宅,满五年,非共有,有抵押 45万元 业主自还,已上传房本照片,2.14E+11
南山区,前海,雷圳碧榕湾海景花园，精装两房，满五年唯一,https://sz.lianjia.com/ershoufang/105106973675.html,776万,96100元/平米,雷圳碧榕湾海景花园,2室1厅1厨1卫,高楼层 (共16层),80.73㎡,平层,64.69㎡,板塔结合,南,钢混结构,其他,两梯四户,有,2021/4/13,商品房,2009/2/20,普通住宅,满五年,非共有,有抵押 中国银行 金融公司垫资,已上传房本照片,2.14E+11
南山区,前海,前海大社区，小两房 业主诚心出售 满五不唯一,https://sz.lianjia.com/ershoufang/105106674188.html,428万,88800元/平米,星海名城五期,2室1厅1厨1卫,低楼层 (共32层),48.16㎡,平层,39.61㎡,塔楼,东南,钢混结构,其他,三梯十三户,有,2021/3/17,商品房,2009/12/9,普通住宅,满五年,非共有,有抵押 100万元,已上传房本照片,U218722938169
南山区,前海,蛇口自贸区一线海景 超高实用 稀有一本证 业主诚心卖,https://sz.lianjia.com/ershoufang/105106381889.html,1095万,85000元/平米,前海丹华,5室2厅1厨2卫,低楼层 (共22层),128.71㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,两梯四户,有,2021/2/4,商品房,2016/3/22,普通住宅,满五年,非共有,有抵押 750万元 中国工商银行 客户偿还,已上传房本照片,U213434562559
南山区,前海,满五唯一 红本在手地铁口物业，精装三房，使用率高，,https://sz.lianjia.com/ershoufang/105105562563.html,642万,104600元/平米,汉京确悦,3室1厅1厨1卫,高楼层 (共24层),61.29㎡,平层,46.43㎡,板塔结合,东南,钢混结构,精装,三梯八户,有,2020/10/18,商品房,2012/3/21,普通住宅,满五年,非共有,无抵押,已上传房本照片,2.07E+11
南山区,前海,前海自贸区 次新房 南北通 大五房 精装修,https://sz.lianjia.com/ershoufang/105105729722.html,1441万,106000元/平米,佳兆业前海广场一期,5室2厅1厨2卫,低楼层 (共32层),135.85㎡,平层,暂无数据,塔楼,南 北,钢混结构,其他,两梯四户,有,2020/11/7,商品房,2014/5/13,普通住宅,满五年,非共有,有抵押,已上传房本照片,2.11E+11
南山区,前海,鼎太风华二期，满五年，诚意出售,https://sz.lianjia.com/ershoufang/105106732883.html,1134万,95000元/平米,鼎太风华二期,3室2厅1厨2卫,高楼层 (共10层),119.27㎡,平层,暂无数据,塔楼,南,钢混结构,精装,一梯四户,有,2021/3/22,商品房,2013/9/10,普通住宅,满五年,非共有,有抵押 客户偿还,已上传房本照片,2.06E+12
南山区,前海,南山前海 15年次新小区，高层看海 精装修 拎包入住,https://sz.lianjia.com/ershoufang/105106371882.html,906万,106000元/平米,佳兆业前海广场一期,3室2厅1厨1卫,高楼层 (共32层),85.38㎡,平层,64.88㎡,塔楼,南,钢混结构,精装,两梯四户,有,2021/2/2,商品房,2017/11/1,普通住宅,满两年,非共有,有抵押 522万元 建设银行 客户偿还,已上传房本照片,U211530573183
南山区,前海,恒立心海湾花园 4室1厅 东南,https://sz.lianjia.com/ershoufang/105105297684.html,856万,96400元/平米,恒立心海湾花园,4室1厅1厨2卫,高楼层 (共31层),88.71㎡,平层,65.51㎡,板塔结合,东南,钢混结构,精装,两梯四户,有,2020/9/11,商品房,2011/3/14,普通住宅,满五年,非共有,有抵押 50万元,已上传房本照片,2.06E+11
南山区,前海,前海花园社区 户型方正 装修保养好 业主诚心卖,https://sz.lianjia.com/ershoufang/105106616913.html,1501万,96400元/平米,恒立心海湾花园,4室2厅1厨2卫,低楼层 (共32层),155.69㎡,平层,暂无数据,板塔结合,东南,钢混结构,其他,两梯四户,有,2021/3/11,商品房,2015/5/22,普通住宅,满五年,非共有,有抵押 310万元,已上传房本照片,2.11E+11
南山区,前海,前海自贸区 精装南向大两房  小区中间位置 前后看花园,https://sz.lianjia.com/ershoufang/105107075216.html,637万,82500元/平米,绿海名都,2室2厅1厨1卫,中楼层 (共18层),77.16㎡,平层,65.14㎡,板楼,南,钢混结构,其他,两梯七户,有,2021/4/21,商品房,2017/3/20,普通住宅,满两年,非共有,有抵押 220万元 建设银行 客户偿还,已上传房本照片,2.11E+11
南山区,前海,泛海拉菲二期满五唯一三房，业主诚心出售,https://sz.lianjia.com/ershoufang/105106802245.html,801万,94300元/平米,泛海拉菲花园二期,3室2厅1厨1卫,中楼层 (共15层),84.91㎡,平层,67.3㎡,塔楼,东南,钢混结构,简装,两梯五户,有,2021/3/28,商品房,2012/12/25,普通住宅,满五年,非共有,有抵押 100万元 中国建设银行,已上传房本照片,2.16E+11
南山区,前海,特殊户型 客厅很宽 东南朝向 位置安静 诚心卖 便看房,https://sz.lianjia.com/ershoufang/105106708301.html,703万,80200元/平米,椰风海岸,3室2厅1厨1卫,低楼层 (共14层),87.65㎡,平层,73.09㎡,板塔结合,南,钢混结构,精装,一梯四户,有,2021/3/20,商品房,2001/12/7,普通住宅,满五年,共有,无抵押,已上传房本照片,U210788863505
南山区,前海,雷圳碧榕湾精装三房，业主诚心出售,https://sz.lianjia.com/ershoufang/105106796026.html,760万,78000元/平米,雷圳碧榕湾名苑,3室2厅1厨1卫,低楼层 (共7层),97.42㎡,平层,86.93㎡,板塔结合,南,钢混结构,其他,一梯两户,无,2021/3/27,商品房,2009/3/23,普通住宅,满五年,共有,有抵押 200万元 招商银行 金融公司垫资,已上传房本照片,2.19E+11
南山区,前海,满五不唯一三房两卫，带大阳台，朝小区安静舒服,https://sz.lianjia.com/ershoufang/105106319919.html,786万,79300元/平米,阳光棕榈园一期,3室2厅1厨2卫,低楼层 (共6层),99㎡,平层,暂无数据,板塔结合,北 东北,钢混结构,简装,一梯四户,无,2021/1/23,商品房,2003/4/4,普通住宅,满五年,共有,无抵押,已上传房本照片,U211953601609
南山区,前海,南山 满五唯一 花园大社区 诚心出售 低密度,https://sz.lianjia.com/ershoufang/105106743142.html,571万,59000元/平米,港湾生活小区,3室2厅1厨2卫,中楼层 (共8层),96.7㎡,平层,暂无数据,板楼,东南,钢混结构,其他,一梯四户,暂无数据,2021/3/23,商品房,2013/11/1,普通住宅,满五年,非共有,有抵押 111.5万元 招商银行 客户偿还,已上传房本照片,1.61E+11
南山区,前海,星海名城六期 4室2厅 南,https://sz.lianjia.com/ershoufang/105106800871.html,1174万,86000元/平米,星海名城六期,4室2厅1厨2卫,高楼层 (共31层),136.4㎡,平层,暂无数据,塔楼,南,钢混结构,精装,三梯六户,有,2021/3/28,商品房,2007/7/26,普通住宅,满五年,非共有,有抵押 600万元 金融贷 业主自还,已上传房本照片,2.13E+11
南山区,前海,大新地铁站，高楼层朝南，视野好，满五年，带入户花园,https://sz.lianjia.com/ershoufang/105106182803.html,846万,82100元/平米,星海名城三期,3室1厅1厨1卫,中楼层 (共28层),103㎡,平层,86.77㎡,塔楼,东南,钢混结构,精装,三梯八户,有,2021/1/4,商品房,2005/6/1,普通住宅,满五年,非共有,无抵押,已上传房本照片,2.10E+11
南山区,前海,此房满五唯一，户型方正，南向采光好。,https://sz.lianjia.com/ershoufang/105106082555.html,716万,73900元/平米,星海名城二期七组团,3室2厅1厨1卫,高楼层 (共14层),96.79㎡,平层,84.48㎡,板塔结合,南,钢混结构,其他,两梯六户,有,2020/12/22,商品房,1995/5/18,普通住宅,满五年,非共有,有抵押 400万元 客户偿还,已上传房本照片,2.18E+11
南山区,前海,雷圳2+1房改好三房满五红本在手 使用率达到90%,https://sz.lianjia.com/ershoufang/105106371030.html,640万,78000元/平米,雷圳碧榕湾名苑,3室1厅1厨1卫,高楼层 (共8层),82㎡,平层,72.15㎡,板塔结合,南,钢混结构,简装,一梯两户,无,2021/2/1,商品房,2015/12/2,普通住宅,满五年,非共有,有抵押 500万元 银行,已上传房本照片,2.16E+11
南山区,前海,此房满五年唯一、朝社区花园很安静，业主诚意出售,https://sz.lianjia.com/ershoufang/105106748878.html,724万,98400元/平米,鼎太风华五期,3室2厅1厨1卫,低楼层 (共28层),73.51㎡,平层,61.27㎡,板塔结合,北,钢混结构,其他,两梯六户,有,2021/3/24,商品房,2011/12/26,普通住宅,满五年,非共有,有抵押 90万元 招行 业主自还,已上传房本照片,2.19E+11
南山区,前海,前海花园三期南向三房 满五唯一红本  安静不吵,https://sz.lianjia.com/ershoufang/105105799826.html,578万,71000元/平米,前海花园三期,3室1厅1厨1卫,低楼层 (共17层),81.4㎡,平层,暂无数据,塔楼,南,钢混结构,简装,两梯六户,有,2020/11/16,商品房,2008/3/14,普通住宅,满五年,共有,无抵押,已上传房本照片,2.10E+11
南山区,前海,南山脚下，朝南四房两卫，安静看花园远眺大南山山景,https://sz.lianjia.com/ershoufang/105103527001.html,1504万,96400元/平米,恒立心海湾花园,5室1厅1厨2卫,中楼层 (共32层),156㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯五户,有,2019/12/11,商品房,2013/4/16,普通住宅,满五年,共有,有抵押 200万元 业主自还,已上传房本照片,20435791217
南山区,前海,房子精装修，安静看花园，拎包入住，超大露台唯一住宅,https://sz.lianjia.com/ershoufang/105106427413.html,851万,96400元/平米,恒立心海湾花园,3室2厅1厨1卫,中楼层 (共18层),88.21㎡,平层,71.92㎡,板塔结合,西南,钢混结构,其他,两梯六户,有,2021/2/21,商品房,2015/5/28,普通住宅,满五年,非共有,有抵押 220万元,已上传房本照片,2.16E+11
南山区,前海,通透三房南向看花园，精装保养好,https://sz.lianjia.com/ershoufang/105106765722.html,828万,80200元/平米,椰风海岸,3室2厅1厨2卫,低楼层 (共16层),103.18㎡,平层,85.79㎡,板塔结合,南,钢混结构,精装,一梯三户,有,2021/3/25,商品房,2004/9/20,普通住宅,满五年,非共有,无抵押,已上传房本照片,2.14E+11
南山区,前海,前海11年小区 精装修南向三房 看南山 满五年唯一红本,https://sz.lianjia.com/ershoufang/105105814666.html,741万,80000元/平米,东方银座公馆,3室2厅1厨2卫,低楼层 (共31层),92.59㎡,复式,66.13㎡,板塔结合,南 北,钢混结构,简装,两梯八户,有,2020/11/18,商品房,2012/5/29,普通住宅,满五年,非共有,无抵押,已上传房本照片,1.99E+11
南山区,前海,此房满五年 业主自住 装修保养好 高层朝南带大阳台,https://sz.lianjia.com/ershoufang/105106929982.html,1157万,98400元/平米,鼎太风华四期,3室2厅1厨2卫,高楼层 (共18层),117.56㎡,平层,94.82㎡,板楼,东南,钢混结构,精装,两梯两户,有,2021/4/8,商品房,2005/11/28,普通住宅,满五年,非共有,有抵押 400万元 工行 客户偿还,已上传房本照片,2.16E+11
南山区,前海,房子满五年唯一免个税，红本在手，业主诚意出售,https://sz.lianjia.com/ershoufang/105107012138.html,576万,65000元/平米,赤湾海鹏阁,3室2厅1厨1卫,中楼层 (共8层),88.58㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯两户,无,2021/4/16,商品房,2007/10/25,普通住宅,满五年,共有,无抵押,已上传房本照片,2.13E+11
南山区,前海,阳光棕榈园 三房带花园 花园中间 满五红本,https://sz.lianjia.com/ershoufang/105106627061.html,882万,81600元/平米,阳光棕榈园三期,3室2厅1厨1卫,低楼层 (共9层),108.06㎡,平层,97.18㎡,板塔结合,南,砖混结构,其他,一梯四户,有,2021/3/12,商品房,2004/7/20,普通住宅,满五年,共有,无抵押,已上传房本照片,U219907146156
南山区,前海,满五年，电梯顶楼复式，业主诚心出售,https://sz.lianjia.com/ershoufang/105104833680.html,1126万,71300元/平米,太子山庄,5室2厅1厨2卫,高楼层 (共15层),157.8㎡,复式,暂无数据,塔楼,东南,砖混结构,其他,两梯六户,有,2020/7/14,商品房,2007/5/9,普通住宅,满五年,非共有,无抵押,已上传房本照片,2.10E+11
南山区,前海,山海翠卢 满五年 红本 南北朝向 看房方便,https://sz.lianjia.com/ershoufang/105106199040.html,832万,89400元/平米,山海翠庐,4室2厅1厨2卫,高楼层 (共11层),92.99㎡,复式,暂无数据,塔楼,东南,钢混结构,其他,一梯三户,有,2021/1/6,商品房,2003/12/23,普通住宅,满五年,非共有,无抵押,已上传房本照片,4000134505
南山区,前海,南山脚下 前海自贸区边上 次新房 山语海,https://sz.lianjia.com/ershoufang/105104209416.html,889万,100800元/平米,山语海,3室1厅1厨1卫,低楼层 (共17层),88.11㎡,平层,70.53㎡,塔楼,南,钢混结构,简装,两梯四户,有,2020/4/28,商品房,2017/5/8,普通住宅,满两年,非共有,有抵押 450万元,已上传房本照片,1.92E+11
南山区,前海,星海名城五期 东南向2+1房 满五唯一,https://sz.lianjia.com/ershoufang/105105230385.html,458万,88800元/平米,星海名城五期,2室1厅1厨1卫,高楼层 (共32层),51.53㎡,平层,42.15㎡,塔楼,东南,钢混结构,简装,三梯十三户,有,2020/9/3,商品房,2010/9/30,普通住宅,满五年,非共有,有抵押 60万元 招商银行 客户偿还,已上传房本照片,2.13E+11
南山区,前海,朝南小高层，客厅出大阳台，安静舒服,https://sz.lianjia.com/ershoufang/105105649632.html,851万,79300元/平米,阳光棕榈园一期,3室2厅1厨2卫,低楼层 (共6层),107.23㎡,平层,暂无数据,板塔结合,南,砖混结构,简装,一梯四户,无,2020/10/29,商品房,2013/2/16,普通住宅,满五年,非共有,无抵押,已上传房本照片,2.02E+11
南山区,前海,东南朝向，采光充足。面对花园，尽享鸟语花香。,https://sz.lianjia.com/ershoufang/105106391863.html,914万,78000元/平米,港湾丽都,4室2厅1厨2卫,低楼层 (共18层),117.16㎡,平层,暂无数据,板楼,东南,钢混结构,精装,两梯四户,有,2021/2/7,商品房,2003/9/13,普通住宅,满五年,非共有,无抵押,已上传房本照片,2.15E+11
南山区,前海,銘筑小区此栋景观超赞  满五唯一 免个税,https://sz.lianjia.com/ershoufang/105106682497.html,942万,106000元/平米,铭筑,3室2厅1厨2卫,低楼层 (共32层),88.84㎡,平层,66.54㎡,塔楼,南,钢混结构,其他,两梯四户,有,2021/3/18,商品房,2012/10/25,普通住宅,满五年,非共有,有抵押 900万元 招商,已上传房本照片,2.14E+11
南山区,前海,前海精装修享受两居室，满五年唯一，税费很少。,https://sz.lianjia.com/ershoufang/105106199908.html,631万,80200元/平米,椰风海岸,3室2厅1厨1卫,低楼层 (共15层),78.63㎡,平层,65.56㎡,板塔结合,北,钢混结构,精装,一梯四户,有,2021/1/6,商品房,2014/6/4,普通住宅,满五年,非共有,有抵押 140万元 业主自还,已上传房本照片,2.12E+11
南山区,前海,位置在自贸区里面，新小区，精装修，满2年的,https://sz.lianjia.com/ershoufang/105106915886.html,934万,107100元/平米,前海时代广场,2室1厅1厨1卫,低楼层 (共27层),87.13㎡,平层,66.29㎡,塔楼,南,钢混结构,其他,三梯七户,有,2021/4/7,商品房,2015/5/20,普通住宅,满五年,非共有,无抵押,已上传房本照片,U219939812220
南山区,前海,佳兆业前海广场一期，全南向，户型方正，超舒适三房,https://sz.lianjia.com/ershoufang/105106935498.html,912万,106000元/平米,佳兆业前海广场一期,3室1厅1厨1卫,中楼层 (共32层),86㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯四户,有,2021/4/9,商品房,2016/7/29,普通住宅,满两年,非共有,有抵押 351万元,已上传房本照片,2.18E+11
南山区,前海,阳光棕榈园一期 3室2厅 南,https://sz.lianjia.com/ershoufang/105106986082.html,851万,79300元/平米,阳光棕榈园一期,3室2厅1厨2卫,高楼层 (共6层),107.3㎡,平层,暂无数据,板塔结合,南,砖混结构,其他,一梯四户,无,2021/4/14,商品房,2015/6/10,普通住宅,满五年,非共有,无抵押,已上传房本照片,16130619689
南山区,前海,小南山，半山好宅，四房三卫，私家大花园,https://sz.lianjia.com/ershoufang/105103299266.html,1980万,110000元/平米,汉京九榕台,4室2厅1厨3卫,低楼层 (共16层),180㎡,平层,53.33㎡,板楼,南,钢混结构,精装,四梯四户,有,2019/11/2,商品房,2015/1/21,普通住宅,满五年,非共有,有抵押 750万元,已上传房本照片,2.03E+11
南山区,前海,大南山脚下天然氧吧 公园物业半山大宅,https://sz.lianjia.com/ershoufang/105106225819.html,778万,86800元/平米,香格名苑,3室2厅1厨1卫,中楼层 (共26层),89.63㎡,平层,66.55㎡,板塔结合,南,钢混结构,其他,两梯一户,有,2021/1/10,商品房,2017/3/6,普通住宅,满两年,非共有,有抵押,已上传房本照片,U203651488938
南山区,前海,蛇口自贸区16年新楼龄 正规四房两卫 靠山面海景观好,https://sz.lianjia.com/ershoufang/105105413818.html,748万,85000元/平米,前海丹华,4室1厅1厨2卫,低楼层 (共22层),88㎡,平层,69.18㎡,板塔结合,东南,钢混结构,简装,两梯六户,有,2020/9/26,商品房,2016/2/23,普通住宅,满五年,非共有,无抵押,已上传房本照片,2.11E+11
南山区,前海,铭筑2A栋高楼层南山景观房，业主诚心出售！,https://sz.lianjia.com/ershoufang/105105117247.html,877万,106000元/平米,铭筑,3室2厅1厨2卫,中楼层 (共32层),82.68㎡,平层,61.87㎡,塔楼,东南,钢混结构,其他,两梯四户,有,2020/8/19,商品房,2012/3/2,普通住宅,满五年,非共有,有抵押,已上传房本照片,2.10E+11
南山区,前海,南山前海三房，满五红本，低楼层，采光通风良,https://sz.lianjia.com/ershoufang/105105893647.html,533万,60300元/平米,桂珠苑,3室2厅1厨1卫,低楼层 (共8层),88.24㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯两户,无,2020/11/28,商品房,2004/10/15,普通住宅,满五年,非共有,无抵押,已上传房本照片,2.04E+11
南山区,前海,前海自贸区旁，1号线大新地铁口正规2房，房子满五年,https://sz.lianjia.com/ershoufang/105105038806.html,631万,80200元/平米,椰风海岸,2室2厅1厨1卫,低楼层 (共14层),78.61㎡,平层,65.56㎡,板塔结合,北,钢混结构,简装,一梯四户,有,2020/8/9,商品房,2009/3/18,普通住宅,满五年,非共有,无抵押,已上传房本照片,2.06E+11
南山区,前海,天朗风清 2室1厅 东南 东北,https://sz.lianjia.com/ershoufang/105106437419.html,536万,83600元/平米,天朗风清,2室1厅1厨1卫,高楼层 (共18层),64.06㎡,平层,暂无数据,板塔结合,东南 东北,钢混结构,精装,两梯六户,有,2021/2/22,商品房,2006/6/6,普通住宅,满五年,非共有,无抵押,已上传房本照片,2.01E+11
南山区,前海,此房位于小区中间位置，满五年安静看花园。,https://sz.lianjia.com/ershoufang/105107142672.html,907万,106000元/平米,诺德假日花园,4室2厅1厨1卫,低楼层 (共30层),85.55㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,两梯四户,有,2021/4/26,商品房,2010/2/11,普通住宅,满五年,非共有,有抵押 80万元,已上传房本照片,2.16E+11
南山区,前海,南山前海自贸区 天朗风清 2房 满五年唯一 高楼层,https://sz.lianjia.com/ershoufang/105106984880.html,546万,83600元/平米,天朗风清,2室1厅1厨1卫,高楼层 (共18层),65.3㎡,平层,54.93㎡,板塔结合,东北,钢混结构,精装,两梯六户,有,2021/4/13,商品房,2006/12/12,普通住宅,满五年,非共有,有抵押 200万元 业主自还,已上传房本照片,2.10E+11
南山区,前海,满五唯一，小户型拆签物业近前海自贸区，业主诚心出售,https://sz.lianjia.com/ershoufang/105106502162.html,516万,57900元/平米,月亮湾花园,4室2厅1厨2卫,中楼层 (共8层),88.99㎡,平层,暂无数据,板楼,北,钢混结构,简装,一梯四户,无,2021/2/28,商品房,2005/11/21,普通住宅,满五年,共有,有抵押 200万元 渤海银行 金融公司垫资,已上传房本照片,2.13E+11
南山区,前海,高使用率 精装高层 通透4房 满五红本 安静看花园,https://sz.lianjia.com/ershoufang/105106786126.html,946万,106000元/平米,诺德假日花园,4室2厅1厨1卫,高楼层 (共32层),89.22㎡,平层,68.33㎡,板塔结合,南,钢混结构,精装,两梯六户,有,2021/3/26,商品房,2009/11/6,普通住宅,满五年,非共有,无抵押,已上传房本照片,2.17E+11
南山区,前海,前海花园 电梯三房 地铁口物业 满五红本,https://sz.lianjia.com/ershoufang/105106332256.html,660万,71000元/平米,前海花园,3室2厅1厨1卫,中楼层 (共11层),92.94㎡,平层,暂无数据,板塔结合,北,钢混结构,精装,一梯四户,有,2021/1/25,商品房,2015/8/24,普通住宅,满五年,共有,无抵押,已上传房本照片,2.15E+11
南山区,前海,前海品质社区，大复式看南山景，使用面积260平！诚售,https://sz.lianjia.com/ershoufang/105102754924.html,1899万,106000元/平米,德尚世家,4室2厅1厨2卫,高楼层 (共11层),179.06㎡,复式,暂无数据,板楼,南,钢混结构,精装,一梯两户,有,2019/7/27,商品房,2013/5/6,普通住宅,满五年,非共有,无抵押,已上传房本照片,U219991466324
南山区,前海,大社区  花园中间《东南向》凤凰楼层 《红本满五》,https://sz.lianjia.com/ershoufang/105106916336.html,803万,79300元/平米,阳光棕榈园一期,3室2厅1厨2卫,高楼层 (共11层),101.18㎡,平层,暂无数据,板塔结合,南,砖混结构,精装,一梯四户,有,2021/4/7,商品房,2013/8/22,普通住宅,满五年,非共有,无抵押,已上传房本照片,2.17E+11
